nominal_budget,replicate,seed,sample_index,filename,fold,gas_id,gas,concentration_ppm
40,2,2026072502,91,B5_GEa_F090_R1.txt,2,0,Ethanol,112.5
40,2,2026072502,104,B5_GCO_F040_R2.txt,0,1,CO,100.0
40,2,2026072502,105,B5_GMe_F080_R1.txt,2,3,Methane,200.0
40,2,2026072502,106,B5_GCO_F080_R1.txt,1,1,CO,200.0
40,2,2026072502,113,B5_GEa_F090_R1.txt,2,0,Ethanol,112.5
40,2,2026072502,120,B5_GMe_F020_R2.txt,3,3,Methane,50.0
40,2,2026072502,122,B5_GEy_F100_R1.txt,4,2,Ethylene,125.0
40,2,2026072502,130,B5_GMe_F010_R2.txt,0,3,Methane,25.0
40,2,2026072502,137,B5_GCO_F030_R2.txt,3,1,CO,75.0
40,2,2026072502,154,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
40,2,2026072502,166,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
40,2,2026072502,169,B5_GMe_F020_R2.txt,3,3,Methane,50.0
40,2,2026072502,196,B5_GCO_F010_R1.txt,4,1,CO,25.0
40,2,2026072502,207,B5_GEy_F010_R2.txt,1,2,Ethylene,12.5
40,2,2026072502,221,B5_GEy_F010_R2.txt,1,2,Ethylene,12.5
40,2,2026072502,227,B5_GMe_F020_R2.txt,3,3,Methane,50.0
40,2,2026072502,231,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
40,2,2026072502,235,B5_GEa_F090_R1.txt,2,0,Ethanol,112.5
40,2,2026072502,238,B5_GCO_F080_R1.txt,1,1,CO,200.0
40,2,2026072502,244,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
40,2,2026072502,245,B5_GCO_F080_R1.txt,1,1,CO,200.0
40,2,2026072502,262,B5_GMe_F070_R1.txt,4,3,Methane,175.0
40,2,2026072502,269,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
40,2,2026072502,284,B5_GCO_F040_R2.txt,0,1,CO,100.0
40,2,2026072502,297,B5_GEy_F020_R2.txt,2,2,Ethylene,25.0
40,2,2026072502,306,B5_GCO_F010_R1.txt,4,1,CO,25.0
40,2,2026072502,312,B5_GEy_F020_R2.txt,2,2,Ethylene,25.0
40,2,2026072502,319,B5_GMe_F080_R1.txt,2,3,Methane,200.0
40,3,2026072503,8,B5_GEy_F010_R2.txt,3,2,Ethylene,12.5
40,3,2026072503,16,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
40,3,2026072503,18,B5_GMe_F080_R1.txt,1,3,Methane,200.0
40,3,2026072503,22,B5_GCO_F030_R2.txt,4,1,CO,75.0
40,3,2026072503,30,B5_GMe_F010_R2.txt,2,3,Methane,25.0
40,3,2026072503,34,B5_GEy_F040_R1.txt,0,2,Ethylene,50.0
40,3,2026072503,41,B5_GCO_F040_R2.txt,0,1,CO,100.0
40,3,2026072503,44,B5_GEa_F020_R2.txt,1,0,Ethanol,25.0
40,3,2026072503,55,B5_GEa_F080_R1.txt,0,0,Ethanol,100.0
40,3,2026072503,56,B5_GEa_F040_R1.txt,3,0,Ethanol,50.0
40,3,2026072503,63,B5_GMe_F070_R1.txt,4,3,Methane,175.0
40,3,2026072503,83,B5_GMe_F010_R2.txt,2,3,Methane,25.0
40,3,2026072503,85,B5_GEa_F040_R1.txt,3,0,Ethanol,50.0
40,3,2026072503,88,B5_GEy_F100_R1.txt,4,2,Ethylene,125.0
40,3,2026072503,97,B5_GMe_F100_R1.txt,3,3,Methane,250.0
40,3,2026072503,104,B5_GCO_F040_R2.txt,0,1,CO,100.0
40,3,2026072503,105,B5_GMe_F080_R1.txt,1,3,Methane,200.0
40,3,2026072503,106,B5_GCO_F080_R1.txt,2,1,CO,200.0
40,3,2026072503,109,B5_GEa_F020_R2.txt,1,0,Ethanol,25.0
40,3,2026072503,122,B5_GEy_F100_R1.txt,4,2,Ethylene,125.0
40,3,2026072503,127,B5_GMe_F100_R1.txt,3,3,Methane,250.0
40,3,2026072503,130,B5_GMe_F010_R2.txt,2,3,Methane,25.0
40,3,2026072503,137,B5_GCO_F030_R2.txt,4,1,CO,75.0
40,3,2026072503,149,B5_GEa_F020_R2.txt,1,0,Ethanol,25.0
40,3,2026072503,184,B5_GEy_F040_R1.txt,0,2,Ethylene,50.0
40,3,2026072503,196,B5_GCO_F010_R1.txt,1,1,CO,25.0
40,3,2026072503,203,B5_GEy_F040_R1.txt,0,2,Ethylene,50.0
40,3,2026072503,207,B5_GEy_F010_R2.txt,3,2,Ethylene,12.5
40,3,2026072503,221,B5_GEy_F010_R2.txt,3,2,Ethylene,12.5
40,3,2026072503,238,B5_GCO_F080_R1.txt,2,1,CO,200.0
40,3,2026072503,244,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
40,3,2026072503,245,B5_GCO_F080_R1.txt,2,1,CO,200.0
40,3,2026072503,262,B5_GMe_F070_R1.txt,4,3,Methane,175.0
40,3,2026072503,269,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
40,3,2026072503,284,B5_GCO_F040_R2.txt,0,1,CO,100.0
40,3,2026072503,287,B5_GMe_F100_R1.txt,3,3,Methane,250.0
40,3,2026072503,297,B5_GEy_F020_R2.txt,2,2,Ethylene,25.0
40,3,2026072503,306,B5_GCO_F010_R1.txt,1,1,CO,25.0
40,3,2026072503,312,B5_GEy_F020_R2.txt,2,2,Ethylene,25.0
40,3,2026072503,319,B5_GMe_F080_R1.txt,1,3,Methane,200.0
40,4,2026072504,8,B5_GEy_F010_R2.txt,0,2,Ethylene,12.5
40,4,2026072504,16,B5_GEa_F050_R2.txt,0,0,Ethanol,62.5
40,4,2026072504,18,B5_GMe_F080_R1.txt,3,3,Methane,200.0
40,4,2026072504,22,B5_GCO_F030_R2.txt,1,1,CO,75.0
40,4,2026072504,41,B5_GCO_F040_R2.txt,4,1,CO,100.0
40,4,2026072504,47,B5_GMe_F060_R2.txt,2,3,Methane,150.0
40,4,2026072504,55,B5_GEa_F080_R1.txt,4,0,Ethanol,100.0
40,4,2026072504,56,B5_GEa_F040_R1.txt,2,0,Ethanol,50.0
40,4,2026072504,63,B5_GMe_F070_R1.txt,1,3,Methane,175.0
40,4,2026072504,85,B5_GEa_F040_R1.txt,2,0,Ethanol,50.0
40,4,2026072504,88,B5_GEy_F100_R1.txt,1,2,Ethylene,125.0
40,4,2026072504,91,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
40,4,2026072504,97,B5_GMe_F100_R1.txt,4,3,Methane,250.0
40,4,2026072504,104,B5_GCO_F040_R2.txt,4,1,CO,100.0
40,4,2026072504,105,B5_GMe_F080_R1.txt,3,3,Methane,200.0
40,4,2026072504,113,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
40,4,2026072504,117,B5_GMe_F060_R2.txt,2,3,Methane,150.0
40,4,2026072504,122,B5_GEy_F100_R1.txt,1,2,Ethylene,125.0
40,4,2026072504,127,B5_GMe_F100_R1.txt,4,3,Methane,250.0
40,4,2026072504,137,B5_GCO_F030_R2.txt,1,1,CO,75.0
40,4,2026072504,140,B5_GCO_F070_R2.txt,3,1,CO,175.0
40,4,2026072504,154,B5_GEy_F080_R2.txt,2,2,Ethylene,100.0
40,4,2026072504,166,B5_GEy_F080_R2.txt,2,2,Ethylene,100.0
40,4,2026072504,180,B5_GCO_F070_R2.txt,3,1,CO,175.0
40,4,2026072504,196,B5_GCO_F010_R1.txt,0,1,CO,25.0
40,4,2026072504,207,B5_GEy_F010_R2.txt,0,2,Ethylene,12.5
40,4,2026072504,216,B5_GMe_F060_R2.txt,2,3,Methane,150.0
40,4,2026072504,221,B5_GEy_F010_R2.txt,0,2,Ethylene,12.5
40,4,2026072504,231,B5_GEy_F080_R2.txt,2,2,Ethylene,100.0
40,4,2026072504,235,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
40,4,2026072504,244,B5_GEa_F050_R2.txt,0,0,Ethanol,62.5
40,4,2026072504,262,B5_GMe_F070_R1.txt,1,3,Methane,175.0
40,4,2026072504,269,B5_GEa_F050_R2.txt,0,0,Ethanol,62.5
40,4,2026072504,284,B5_GCO_F040_R2.txt,4,1,CO,100.0
40,4,2026072504,287,B5_GMe_F100_R1.txt,4,3,Methane,250.0
40,4,2026072504,297,B5_GEy_F020_R2.txt,3,2,Ethylene,25.0
40,4,2026072504,306,B5_GCO_F010_R1.txt,0,1,CO,25.0
40,4,2026072504,312,B5_GEy_F020_R2.txt,3,2,Ethylene,25.0
40,4,2026072504,313,B5_GCO_F070_R2.txt,3,1,CO,175.0
40,4,2026072504,319,B5_GMe_F080_R1.txt,3,3,Methane,200.0
80,0,2026072500,5,B5_GEy_F060_R2.txt,2,2,Ethylene,75.0
80,0,2026072500,8,B5_GEy_F010_R2.txt,4,2,Ethylene,12.5
80,0,2026072500,16,B5_GEa_F050_R2.txt,1,0,Ethanol,62.5
80,0,2026072500,17,B5_GEa_F030_R1.txt,4,0,Ethanol,37.5
80,0,2026072500,22,B5_GCO_F030_R2.txt,2,1,CO,75.0
80,0,2026072500,30,B5_GMe_F010_R2.txt,2,3,Methane,25.0
80,0,2026072500,31,B5_GEa_F060_R1.txt,3,0,Ethanol,75.0
80,0,2026072500,32,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,0,2026072500,34,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,0,2026072500,41,B5_GCO_F040_R2.txt,4,1,CO,100.0
80,0,2026072500,44,B5_GEa_F020_R2.txt,0,0,Ethanol,25.0
80,0,2026072500,47,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,0,2026072500,55,B5_GEa_F080_R1.txt,2,0,Ethanol,100.0
80,0,2026072500,56,B5_GEa_F040_R1.txt,4,0,Ethanol,50.0
80,0,2026072500,63,B5_GMe_F070_R1.txt,0,3,Methane,175.0
80,0,2026072500,66,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,0,2026072500,80,B5_GCO_F020_R1.txt,1,1,CO,50.0
80,0,2026072500,83,B5_GMe_F010_R2.txt,2,3,Methane,25.0
80,0,2026072500,84,B5_GMe_F090_R1.txt,3,3,Methane,225.0
80,0,2026072500,85,B5_GEa_F040_R1.txt,4,0,Ethanol,50.0
80,0,2026072500,87,B5_GMe_F030_R2.txt,2,3,Methane,75.0
80,0,2026072500,88,B5_GEy_F100_R1.txt,0,2,Ethylene,125.0
80,0,2026072500,91,B5_GEa_F090_R1.txt,2,0,Ethanol,112.5
80,0,2026072500,94,B5_GEa_F030_R1.txt,4,0,Ethanol,37.5
80,0,2026072500,97,B5_GMe_F100_R1.txt,1,3,Methane,250.0
80,0,2026072500,104,B5_GCO_F040_R2.txt,4,1,CO,100.0
80,0,2026072500,106,B5_GCO_F080_R1.txt,2,1,CO,200.0
80,0,2026072500,109,B5_GEa_F020_R2.txt,0,0,Ethanol,25.0
80,0,2026072500,113,B5_GEa_F090_R1.txt,2,0,Ethanol,112.5
80,0,2026072500,117,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,0,2026072500,120,B5_GMe_F020_R2.txt,4,3,Methane,50.0
80,0,2026072500,122,B5_GEy_F100_R1.txt,0,2,Ethylene,125.0
80,0,2026072500,123,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,0,2026072500,127,B5_GMe_F100_R1.txt,1,3,Methane,250.0
80,0,2026072500,130,B5_GMe_F010_R2.txt,2,3,Methane,25.0
80,0,2026072500,134,B5_GCO_F020_R1.txt,1,1,CO,50.0
80,0,2026072500,137,B5_GCO_F030_R2.txt,2,1,CO,75.0
80,0,2026072500,140,B5_GCO_F070_R2.txt,3,1,CO,175.0
80,0,2026072500,149,B5_GEa_F020_R2.txt,0,0,Ethanol,25.0
80,0,2026072500,150,B5_GEy_F070_R1.txt,0,2,Ethylene,87.5
80,0,2026072500,151,B5_GEy_F070_R1.txt,0,2,Ethylene,87.5
80,0,2026072500,154,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
80,0,2026072500,156,B5_GEa_F060_R1.txt,3,0,Ethanol,75.0
80,0,2026072500,159,B5_GEy_F060_R2.txt,2,2,Ethylene,75.0
80,0,2026072500,162,B5_GEa_F030_R1.txt,4,0,Ethanol,37.5
80,0,2026072500,166,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
80,0,2026072500,169,B5_GMe_F020_R2.txt,4,3,Methane,50.0
80,0,2026072500,180,B5_GCO_F070_R2.txt,3,1,CO,175.0
80,0,2026072500,184,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,0,2026072500,185,B5_GEy_F070_R1.txt,0,2,Ethylene,87.5
80,0,2026072500,191,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,0,2026072500,196,B5_GCO_F010_R1.txt,4,1,CO,25.0
80,0,2026072500,199,B5_GMe_F090_R1.txt,3,3,Methane,225.0
80,0,2026072500,203,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,0,2026072500,206,B5_GCO_F020_R1.txt,1,1,CO,50.0
80,0,2026072500,207,B5_GEy_F010_R2.txt,4,2,Ethylene,12.5
80,0,2026072500,209,B5_GEy_F070_R1.txt,0,2,Ethylene,87.5
80,0,2026072500,216,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,0,2026072500,221,B5_GEy_F010_R2.txt,4,2,Ethylene,12.5
80,0,2026072500,227,B5_GMe_F020_R2.txt,4,3,Methane,50.0
80,0,2026072500,231,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
80,0,2026072500,235,B5_GEa_F090_R1.txt,2,0,Ethanol,112.5
80,0,2026072500,238,B5_GCO_F080_R1.txt,2,1,CO,200.0
80,0,2026072500,242,B5_GCO_F020_R1.txt,1,1,CO,50.0
80,0,2026072500,244,B5_GEa_F050_R2.txt,1,0,Ethanol,62.5
80,0,2026072500,245,B5_GCO_F080_R1.txt,2,1,CO,200.0
80,0,2026072500,262,B5_GMe_F070_R1.txt,0,3,Methane,175.0
80,0,2026072500,269,B5_GEa_F050_R2.txt,1,0,Ethanol,62.5
80,0,2026072500,276,B5_GMe_F090_R1.txt,3,3,Methane,225.0
80,0,2026072500,277,B5_GEy_F060_R2.txt,2,2,Ethylene,75.0
80,0,2026072500,281,B5_GMe_F090_R1.txt,3,3,Methane,225.0
80,0,2026072500,283,B5_GEy_F060_R2.txt,2,2,Ethylene,75.0
80,0,2026072500,284,B5_GCO_F040_R2.txt,4,1,CO,100.0
80,0,2026072500,287,B5_GMe_F100_R1.txt,1,3,Methane,250.0
80,0,2026072500,288,B5_GEa_F030_R1.txt,4,0,Ethanol,37.5
80,0,2026072500,297,B5_GEy_F020_R2.txt,1,2,Ethylene,25.0
80,0,2026072500,303,B5_GEa_F060_R1.txt,3,0,Ethanol,75.0
80,0,2026072500,306,B5_GCO_F010_R1.txt,4,1,CO,25.0
80,0,2026072500,312,B5_GEy_F020_R2.txt,1,2,Ethylene,25.0
80,0,2026072500,313,B5_GCO_F070_R2.txt,3,1,CO,175.0
80,1,2026072501,4,B5_GEa_F070_R1.txt,0,0,Ethanol,87.5
80,1,2026072501,5,B5_GEy_F060_R2.txt,1,2,Ethylene,75.0
80,1,2026072501,8,B5_GEy_F010_R2.txt,4,2,Ethylene,12.5
80,1,2026072501,15,B5_GMe_F040_R1.txt,3,3,Methane,100.0
80,1,2026072501,16,B5_GEa_F050_R2.txt,2,0,Ethanol,62.5
80,1,2026072501,18,B5_GMe_F080_R1.txt,0,3,Methane,200.0
80,1,2026072501,22,B5_GCO_F030_R2.txt,3,1,CO,75.0
80,1,2026072501,30,B5_GMe_F010_R2.txt,0,3,Methane,25.0
80,1,2026072501,31,B5_GEa_F060_R1.txt,1,0,Ethanol,75.0
80,1,2026072501,32,B5_GCO_F100_R2.txt,4,1,CO,250.0
80,1,2026072501,34,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,1,2026072501,41,B5_GCO_F040_R2.txt,3,1,CO,100.0
80,1,2026072501,44,B5_GEa_F020_R2.txt,3,0,Ethanol,25.0
80,1,2026072501,47,B5_GMe_F060_R2.txt,4,3,Methane,150.0
80,1,2026072501,55,B5_GEa_F080_R1.txt,1,0,Ethanol,100.0
80,1,2026072501,56,B5_GEa_F040_R1.txt,1,0,Ethanol,50.0
80,1,2026072501,57,B5_GCO_F090_R1.txt,2,1,CO,225.0
80,1,2026072501,61,B5_GEy_F030_R1.txt,2,2,Ethylene,37.5
80,1,2026072501,63,B5_GMe_F070_R1.txt,2,3,Methane,175.0
80,1,2026072501,66,B5_GCO_F100_R2.txt,4,1,CO,250.0
80,1,2026072501,83,B5_GMe_F010_R2.txt,0,3,Methane,25.0
80,1,2026072501,85,B5_GEa_F040_R1.txt,1,0,Ethanol,50.0
80,1,2026072501,87,B5_GMe_F030_R2.txt,1,3,Methane,75.0
80,1,2026072501,88,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
80,1,2026072501,91,B5_GEa_F090_R1.txt,4,0,Ethanol,112.5
80,1,2026072501,96,B5_GMe_F040_R1.txt,3,3,Methane,100.0
80,1,2026072501,97,B5_GMe_F100_R1.txt,1,3,Methane,250.0
80,1,2026072501,104,B5_GCO_F040_R2.txt,3,1,CO,100.0
80,1,2026072501,105,B5_GMe_F080_R1.txt,0,3,Methane,200.0
80,1,2026072501,106,B5_GCO_F080_R1.txt,0,1,CO,200.0
80,1,2026072501,109,B5_GEa_F020_R2.txt,3,0,Ethanol,25.0
80,1,2026072501,113,B5_GEa_F090_R1.txt,4,0,Ethanol,112.5
80,1,2026072501,117,B5_GMe_F060_R2.txt,4,3,Methane,150.0
80,1,2026072501,122,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
80,1,2026072501,123,B5_GCO_F100_R2.txt,4,1,CO,250.0
80,1,2026072501,127,B5_GMe_F100_R1.txt,1,3,Methane,250.0
80,1,2026072501,130,B5_GMe_F010_R2.txt,0,3,Methane,25.0
80,1,2026072501,137,B5_GCO_F030_R2.txt,3,1,CO,75.0
80,1,2026072501,140,B5_GCO_F070_R2.txt,1,1,CO,175.0
80,1,2026072501,143,B5_GCO_F090_R1.txt,2,1,CO,225.0
80,1,2026072501,149,B5_GEa_F020_R2.txt,3,0,Ethanol,25.0
80,1,2026072501,154,B5_GEy_F080_R2.txt,4,2,Ethylene,100.0
80,1,2026072501,156,B5_GEa_F060_R1.txt,1,0,Ethanol,75.0
80,1,2026072501,159,B5_GEy_F060_R2.txt,1,2,Ethylene,75.0
80,1,2026072501,166,B5_GEy_F080_R2.txt,4,2,Ethylene,100.0
80,1,2026072501,175,B5_GEy_F030_R1.txt,2,2,Ethylene,37.5
80,1,2026072501,180,B5_GCO_F070_R2.txt,1,1,CO,175.0
80,1,2026072501,184,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,1,2026072501,191,B5_GCO_F100_R2.txt,4,1,CO,250.0
80,1,2026072501,196,B5_GCO_F010_R1.txt,2,1,CO,25.0
80,1,2026072501,203,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,1,2026072501,207,B5_GEy_F010_R2.txt,4,2,Ethylene,12.5
80,1,2026072501,216,B5_GMe_F060_R2.txt,4,3,Methane,150.0
80,1,2026072501,217,B5_GCO_F090_R1.txt,2,1,CO,225.0
80,1,2026072501,221,B5_GEy_F010_R2.txt,4,2,Ethylene,12.5
80,1,2026072501,231,B5_GEy_F080_R2.txt,4,2,Ethylene,100.0
80,1,2026072501,235,B5_GEa_F090_R1.txt,4,0,Ethanol,112.5
80,1,2026072501,238,B5_GCO_F080_R1.txt,0,1,CO,200.0
80,1,2026072501,244,B5_GEa_F050_R2.txt,2,0,Ethanol,62.5
80,1,2026072501,245,B5_GCO_F080_R1.txt,0,1,CO,200.0
80,1,2026072501,249,B5_GEa_F070_R1.txt,0,0,Ethanol,87.5
80,1,2026072501,256,B5_GMe_F040_R1.txt,3,3,Methane,100.0
80,1,2026072501,261,B5_GEy_F030_R1.txt,2,2,Ethylene,37.5
80,1,2026072501,262,B5_GMe_F070_R1.txt,2,3,Methane,175.0
80,1,2026072501,264,B5_GMe_F040_R1.txt,3,3,Methane,100.0
80,1,2026072501,269,B5_GEa_F050_R2.txt,2,0,Ethanol,62.5
80,1,2026072501,273,B5_GEa_F070_R1.txt,0,0,Ethanol,87.5
80,1,2026072501,277,B5_GEy_F060_R2.txt,1,2,Ethylene,75.0
80,1,2026072501,283,B5_GEy_F060_R2.txt,1,2,Ethylene,75.0
80,1,2026072501,284,B5_GCO_F040_R2.txt,3,1,CO,100.0
