nominal_budget,replicate,sample_index,filename,gas_id,gas,concentration_ppm
320,0,77,B5_GMe_F090_R2.txt,3,Methane,225.0
320,0,78,B5_GEy_F070_R2.txt,2,Ethylene,87.5
320,0,79,B5_GEa_F010_R2.txt,0,Ethanol,12.5
320,0,80,B5_GCO_F020_R1.txt,1,CO,50.0
320,0,81,B5_GCO_F100_R1.txt,1,CO,250.0
320,0,82,B5_GEy_F010_R1.txt,2,Ethylene,12.5
320,0,83,B5_GMe_F010_R2.txt,3,Methane,25.0
320,0,84,B5_GMe_F090_R1.txt,3,Methane,225.0
320,0,85,B5_GEa_F040_R1.txt,0,Ethanol,50.0
320,0,86,B5_GCO_F050_R1.txt,1,CO,125.0
320,0,87,B5_GMe_F030_R2.txt,3,Methane,75.0
320,0,88,B5_GEy_F100_R1.txt,2,Ethylene,125.0
320,0,89,B5_GEa_F070_R2.txt,0,Ethanol,87.5
320,0,90,B5_GCO_F010_R2.txt,1,CO,25.0
320,0,91,B5_GEa_F090_R1.txt,0,Ethanol,112.5
320,0,92,B5_GMe_F010_R1.txt,3,Methane,25.0
320,0,93,B5_GEy_F010_R1.txt,2,Ethylene,12.5
320,0,94,B5_GEa_F030_R1.txt,0,Ethanol,37.5
320,0,95,B5_GEy_F050_R2.txt,2,Ethylene,62.5
320,0,96,B5_GMe_F040_R1.txt,3,Methane,100.0
320,0,97,B5_GMe_F100_R1.txt,3,Methane,250.0
320,0,98,B5_GCO_F030_R1.txt,1,CO,75.0
320,0,99,B5_GEy_F060_R1.txt,2,Ethylene,75.0
320,0,100,B5_GEy_F080_R1.txt,2,Ethylene,100.0
320,0,101,B5_GMe_F030_R1.txt,3,Methane,75.0
320,0,102,B5_GMe_F040_R2.txt,3,Methane,100.0
320,0,103,B5_GEy_F020_R1.txt,2,Ethylene,25.0
320,0,104,B5_GCO_F040_R2.txt,1,CO,100.0
320,0,105,B5_GMe_F080_R1.txt,3,Methane,200.0
320,0,106,B5_GCO_F080_R1.txt,1,CO,200.0
320,0,107,B5_GCO_F050_R2.txt,1,CO,125.0
320,0,108,B5_GMe_F080_R2.txt,3,Methane,200.0
320,0,109,B5_GEa_F020_R2.txt,0,Ethanol,25.0
320,0,110,B5_GEa_F020_R1.txt,0,Ethanol,25.0
320,0,111,B5_GCO_F050_R1.txt,1,CO,125.0
320,0,112,B5_GEa_F080_R2.txt,0,Ethanol,100.0
320,0,113,B5_GEa_F090_R1.txt,0,Ethanol,112.5
320,0,114,B5_GMe_F010_R1.txt,3,Methane,25.0
320,0,115,B5_GMe_F030_R1.txt,3,Methane,75.0
320,0,116,B5_GCO_F100_R1.txt,1,CO,250.0
320,0,117,B5_GMe_F060_R2.txt,3,Methane,150.0
320,0,118,B5_GEa_F030_R2.txt,0,Ethanol,37.5
320,0,119,B5_GMe_F040_R2.txt,3,Methane,100.0
320,0,120,B5_GMe_F020_R2.txt,3,Methane,50.0
320,0,121,B5_GEy_F040_R2.txt,2,Ethylene,50.0
320,0,122,B5_GEy_F100_R1.txt,2,Ethylene,125.0
320,0,123,B5_GCO_F100_R2.txt,1,CO,250.0
320,0,124,B5_GEa_F070_R2.txt,0,Ethanol,87.5
320,0,125,B5_GEy_F100_R2.txt,2,Ethylene,125.0
320,0,126,B5_GCO_F020_R2.txt,1,CO,50.0
320,0,127,B5_GMe_F100_R1.txt,3,Methane,250.0
320,0,128,B5_GMe_F080_R2.txt,3,Methane,200.0
320,0,129,B5_GEa_F060_R2.txt,0,Ethanol,75.0
320,0,130,B5_GMe_F010_R2.txt,3,Methane,25.0
320,0,131,B5_GEa_F040_R2.txt,0,Ethanol,50.0
320,0,132,B5_GCO_F010_R2.txt,1,CO,25.0
320,0,133,B5_GEa_F090_R2.txt,0,Ethanol,112.5
320,0,134,B5_GCO_F020_R1.txt,1,CO,50.0
320,0,135,B5_GEa_F020_R1.txt,0,Ethanol,25.0
320,0,136,B5_GEy_F100_R2.txt,2,Ethylene,125.0
320,0,137,B5_GCO_F030_R2.txt,1,CO,75.0
320,0,138,B5_GCO_F040_R1.txt,1,CO,100.0
320,0,139,B5_GEy_F010_R1.txt,2,Ethylene,12.5
320,0,140,B5_GCO_F070_R2.txt,1,CO,175.0
320,0,141,B5_GMe_F080_R2.txt,3,Methane,200.0
320,0,142,B5_GEa_F010_R2.txt,0,Ethanol,12.5
320,0,143,B5_GCO_F090_R1.txt,1,CO,225.0
320,0,144,B5_GEy_F080_R1.txt,2,Ethylene,100.0
320,0,145,B5_GEa_F010_R1.txt,0,Ethanol,12.5
320,0,146,B5_GCO_F070_R1.txt,1,CO,175.0
320,0,147,B5_GMe_F040_R2.txt,3,Methane,100.0
320,0,148,B5_GEy_F050_R1.txt,2,Ethylene,62.5
320,0,149,B5_GEa_F020_R2.txt,0,Ethanol,25.0
320,0,150,B5_GEy_F070_R1.txt,2,Ethylene,87.5
320,0,151,B5_GEy_F070_R1.txt,2,Ethylene,87.5
320,0,152,B5_GEy_F100_R2.txt,2,Ethylene,125.0
320,0,153,B5_GCO_F100_R1.txt,1,CO,250.0
320,0,154,B5_GEy_F080_R2.txt,2,Ethylene,100.0
320,0,155,B5_GEy_F090_R1.txt,2,Ethylene,112.5
320,0,156,B5_GEa_F060_R1.txt,0,Ethanol,75.0
320,0,157,B5_GCO_F080_R2.txt,1,CO,200.0
320,0,158,B5_GEa_F100_R1.txt,0,Ethanol,125.0
320,0,159,B5_GEy_F060_R2.txt,2,Ethylene,75.0
320,0,160,B5_GMe_F070_R2.txt,3,Methane,175.0
320,0,161,B5_GCO_F080_R2.txt,1,CO,200.0
320,0,162,B5_GEa_F030_R1.txt,0,Ethanol,37.5
320,0,163,B5_GEa_F100_R1.txt,0,Ethanol,125.0
320,0,164,B5_GMe_F080_R2.txt,3,Methane,200.0
320,0,165,B5_GMe_F030_R1.txt,3,Methane,75.0
320,0,166,B5_GEy_F080_R2.txt,2,Ethylene,100.0
320,0,167,B5_GEa_F090_R2.txt,0,Ethanol,112.5
320,0,168,B5_GEa_F020_R1.txt,0,Ethanol,25.0
320,0,169,B5_GMe_F020_R2.txt,3,Methane,50.0
320,0,170,B5_GEa_F060_R2.txt,0,Ethanol,75.0
320,0,171,B5_GCO_F020_R2.txt,1,CO,50.0
320,0,172,B5_GEa_F050_R1.txt,0,Ethanol,62.5
320,0,173,B5_GMe_F060_R1.txt,3,Methane,150.0
320,0,174,B5_GCO_F030_R1.txt,1,CO,75.0
320,0,175,B5_GEy_F030_R1.txt,2,Ethylene,37.5
320,0,176,B5_GMe_F100_R2.txt,3,Methane,250.0
320,0,177,B5_GEy_F050_R2.txt,2,Ethylene,62.5
320,0,178,B5_GEy_F090_R2.txt,2,Ethylene,112.5
320,0,179,B5_GEa_F060_R2.txt,0,Ethanol,75.0
320,0,180,B5_GCO_F070_R2.txt,1,CO,175.0
320,0,181,B5_GEa_F030_R2.txt,0,Ethanol,37.5
320,0,182,B5_GMe_F030_R1.txt,3,Methane,75.0
320,0,183,B5_GMe_F050_R2.txt,3,Methane,125.0
320,0,184,B5_GEy_F040_R1.txt,2,Ethylene,50.0
320,0,185,B5_GEy_F070_R1.txt,2,Ethylene,87.5
320,0,186,B5_GEa_F040_R2.txt,0,Ethanol,50.0
320,0,187,B5_GEa_F070_R2.txt,0,Ethanol,87.5
320,0,188,B5_GCO_F040_R1.txt,1,CO,100.0
320,0,189,B5_GCO_F060_R2.txt,1,CO,150.0
320,0,190,B5_GEy_F070_R2.txt,2,Ethylene,87.5
320,0,191,B5_GCO_F100_R2.txt,1,CO,250.0
320,0,192,B5_GEy_F090_R1.txt,2,Ethylene,112.5
320,0,193,B5_GEy_F090_R1.txt,2,Ethylene,112.5
320,0,194,B5_GMe_F050_R2.txt,3,Methane,125.0
320,0,195,B5_GCO_F050_R2.txt,1,CO,125.0
320,0,196,B5_GCO_F010_R1.txt,1,CO,25.0
320,0,197,B5_GCO_F100_R1.txt,1,CO,250.0
320,0,198,B5_GEa_F050_R1.txt,0,Ethanol,62.5
320,0,199,B5_GMe_F090_R1.txt,3,Methane,225.0
320,0,200,B5_GCO_F050_R1.txt,1,CO,125.0
320,0,201,B5_GCO_F090_R2.txt,1,CO,225.0
320,0,202,B5_GMe_F020_R1.txt,3,Methane,50.0
320,0,203,B5_GEy_F040_R1.txt,2,Ethylene,50.0
320,0,204,B5_GEy_F090_R1.txt,2,Ethylene,112.5
320,0,205,B5_GMe_F060_R1.txt,3,Methane,150.0
320,0,206,B5_GCO_F020_R1.txt,1,CO,50.0
320,0,207,B5_GEy_F010_R2.txt,2,Ethylene,12.5
320,0,208,B5_GMe_F100_R2.txt,3,Methane,250.0
320,0,209,B5_GEy_F070_R1.txt,2,Ethylene,87.5
320,0,210,B5_GEy_F040_R2.txt,2,Ethylene,50.0
320,0,211,B5_GMe_F020_R1.txt,3,Methane,50.0
320,0,212,B5_GCO_F060_R1.txt,1,CO,150.0
320,0,213,B5_GEy_F100_R2.txt,2,Ethylene,125.0
320,0,214,B5_GEy_F090_R2.txt,2,Ethylene,112.5
320,0,215,B5_GEa_F100_R2.txt,0,Ethanol,125.0
320,0,216,B5_GMe_F060_R2.txt,3,Methane,150.0
320,0,217,B5_GCO_F090_R1.txt,1,CO,225.0
320,0,218,B5_GEa_F040_R2.txt,0,Ethanol,50.0
320,0,219,B5_GCO_F080_R2.txt,1,CO,200.0
320,0,220,B5_GMe_F060_R1.txt,3,Methane,150.0
320,0,221,B5_GEy_F010_R2.txt,2,Ethylene,12.5
320,0,222,B5_GEy_F060_R1.txt,2,Ethylene,75.0
320,0,223,B5_GCO_F030_R1.txt,1,CO,75.0
320,0,224,B5_GEy_F100_R2.txt,2,Ethylene,125.0
320,0,225,B5_GMe_F070_R2.txt,3,Methane,175.0
320,0,226,B5_GEa_F060_R2.txt,0,Ethanol,75.0
320,0,227,B5_GMe_F020_R2.txt,3,Methane,50.0
320,0,228,B5_GCO_F040_R1.txt,1,CO,100.0
320,0,229,B5_GMe_F050_R2.txt,3,Methane,125.0
320,0,230,B5_GMe_F050_R2.txt,3,Methane,125.0
320,0,231,B5_GEy_F080_R2.txt,2,Ethylene,100.0
320,0,232,B5_GMe_F030_R1.txt,3,Methane,75.0
320,0,233,B5_GEa_F030_R2.txt,0,Ethanol,37.5
320,0,234,B5_GCO_F010_R2.txt,1,CO,25.0
320,0,235,B5_GEa_F090_R1.txt,0,Ethanol,112.5
320,0,236,B5_GMe_F080_R2.txt,3,Methane,200.0
320,0,237,B5_GMe_F010_R1.txt,3,Methane,25.0
320,0,238,B5_GCO_F080_R1.txt,1,CO,200.0
320,0,239,B5_GEy_F060_R1.txt,2,Ethylene,75.0
320,0,240,B5_GEy_F020_R1.txt,2,Ethylene,25.0
320,0,241,B5_GCO_F080_R2.txt,1,CO,200.0
320,0,242,B5_GCO_F020_R1.txt,1,CO,50.0
320,0,243,B5_GEy_F050_R2.txt,2,Ethylene,62.5
320,0,244,B5_GEa_F050_R2.txt,0,Ethanol,62.5
320,0,245,B5_GCO_F080_R1.txt,1,CO,200.0
320,0,246,B5_GEa_F090_R2.txt,0,Ethanol,112.5
320,0,247,B5_GEy_F070_R2.txt,2,Ethylene,87.5
320,0,248,B5_GMe_F070_R2.txt,3,Methane,175.0
320,0,249,B5_GEa_F070_R1.txt,0,Ethanol,87.5
320,0,250,B5_GMe_F070_R2.txt,3,Methane,175.0
320,0,251,B5_GCO_F090_R2.txt,1,CO,225.0
320,0,252,B5_GCO_F070_R1.txt,1,CO,175.0
320,0,253,B5_GEa_F100_R2.txt,0,Ethanol,125.0
320,0,254,B5_GEa_F010_R2.txt,0,Ethanol,12.5
320,0,255,B5_GEy_F050_R1.txt,2,Ethylene,62.5
320,0,256,B5_GMe_F040_R1.txt,3,Methane,100.0
320,0,257,B5_GEa_F010_R2.txt,0,Ethanol,12.5
320,0,258,B5_GEa_F040_R2.txt,0,Ethanol,50.0
320,0,259,B5_GEa_F040_R2.txt,0,Ethanol,50.0
320,0,260,B5_GCO_F080_R2.txt,1,CO,200.0
320,0,261,B5_GEy_F030_R1.txt,2,Ethylene,37.5
320,0,262,B5_GMe_F070_R1.txt,3,Methane,175.0
320,0,263,B5_GEa_F010_R1.txt,0,Ethanol,12.5
320,0,264,B5_GMe_F040_R1.txt,3,Methane,100.0
320,0,265,B5_GEa_F100_R1.txt,0,Ethanol,125.0
320,0,266,B5_GEa_F010_R1.txt,0,Ethanol,12.5
320,0,267,B5_GMe_F050_R1.txt,3,Methane,125.0
320,0,268,B5_GMe_F100_R2.txt,3,Methane,250.0
320,0,269,B5_GEa_F050_R2.txt,0,Ethanol,62.5
320,0,270,B5_GCO_F060_R2.txt,1,CO,150.0
320,0,271,B5_GEa_F100_R2.txt,0,Ethanol,125.0
320,0,272,B5_GEy_F020_R1.txt,2,Ethylene,25.0
320,0,273,B5_GEa_F070_R1.txt,0,Ethanol,87.5
320,0,274,B5_GMe_F090_R2.txt,3,Methane,225.0
320,0,275,B5_GMe_F070_R2.txt,3,Methane,175.0
320,0,276,B5_GMe_F090_R1.txt,3,Methane,225.0
320,0,277,B5_GEy_F060_R2.txt,2,Ethylene,75.0
320,0,278,B5_GCO_F020_R2.txt,1,CO,50.0
320,0,279,B5_GCO_F010_R2.txt,1,CO,25.0
320,0,280,B5_GEa_F080_R2.txt,0,Ethanol,100.0
320,0,281,B5_GMe_F090_R1.txt,3,Methane,225.0
320,0,282,B5_GMe_F040_R2.txt,3,Methane,100.0
320,0,283,B5_GEy_F060_R2.txt,2,Ethylene,75.0
320,0,284,B5_GCO_F040_R2.txt,1,CO,100.0
320,0,285,B5_GEy_F040_R2.txt,2,Ethylene,50.0
320,0,286,B5_GEy_F050_R1.txt,2,Ethylene,62.5
320,0,287,B5_GMe_F100_R1.txt,3,Methane,250.0
320,0,288,B5_GEa_F030_R1.txt,0,Ethanol,37.5
320,0,289,B5_GCO_F090_R2.txt,1,CO,225.0
320,0,290,B5_GEy_F080_R1.txt,2,Ethylene,100.0
320,0,291,B5_GCO_F050_R2.txt,1,CO,125.0
320,0,292,B5_GEy_F030_R1.txt,2,Ethylene,37.5
320,0,293,B5_GEy_F050_R2.txt,2,Ethylene,62.5
320,0,294,B5_GCO_F060_R1.txt,1,CO,150.0
320,0,295,B5_GCO_F070_R1.txt,1,CO,175.0
320,0,296,B5_GCO_F010_R2.txt,1,CO,25.0
320,0,297,B5_GEy_F020_R2.txt,2,Ethylene,25.0
320,0,298,B5_GEy_F030_R2.txt,2,Ethylene,37.5
320,0,299,B5_GMe_F070_R2.txt,3,Methane,175.0
320,0,300,B5_GMe_F030_R1.txt,3,Methane,75.0
320,0,301,B5_GEy_F080_R1.txt,2,Ethylene,100.0
320,0,302,B5_GEy_F070_R2.txt,2,Ethylene,87.5
320,0,303,B5_GEa_F060_R1.txt,0,Ethanol,75.0
320,0,304,B5_GEy_F090_R2.txt,2,Ethylene,112.5
320,0,305,B5_GCO_F090_R1.txt,1,CO,225.0
320,0,306,B5_GCO_F010_R1.txt,1,CO,25.0
320,0,307,B5_GEa_F070_R1.txt,0,Ethanol,87.5
320,0,308,B5_GEa_F010_R1.txt,0,Ethanol,12.5
320,0,309,B5_GCO_F060_R1.txt,1,CO,150.0
320,0,310,B5_GMe_F010_R1.txt,3,Methane,25.0
320,0,311,B5_GEy_F020_R1.txt,2,Ethylene,25.0
320,0,312,B5_GEy_F020_R2.txt,2,Ethylene,25.0
320,0,313,B5_GCO_F070_R2.txt,1,CO,175.0
320,0,314,B5_GEy_F030_R2.txt,2,Ethylene,37.5
320,0,315,B5_GEa_F040_R2.txt,0,Ethanol,50.0
320,0,316,B5_GEy_F010_R1.txt,2,Ethylene,12.5
320,0,317,B5_GEa_F100_R2.txt,0,Ethanol,125.0
320,0,318,B5_GEa_F060_R2.txt,0,Ethanol,75.0
320,0,319,B5_GMe_F080_R1.txt,3,Methane,200.0
