source_round,method,accuracy,macro_f1,nll,ece,num_examples,per_class_recall,checkpoint_sha256,commissioning_steps,commissioning_lr,commissioning_time_seconds,target_label_access,selection_role
11,source_only,0.30661764705882355,0.21637848493224604,2.883108974905575,0.640495291812455,1360,"{""0"": 0.07647058823529412, ""1"": 0.0, ""2"": 0.17058823529411765, ""3"": 0.9794117647058823}",be10d966a413e4d73b49527fbc3d9fc41c4232b170773b4211e79705a586d177,0,0.0,0.5187877999996999,none,post_hoc_diagnostic_only
12,source_only,0.3448529411764706,0.25187515355109036,2.813064729466158,0.5995181945536067,1360,"{""0"": 0.07647058823529412, ""1"": 0.0029411764705882353, ""2"": 0.3235294117647059, ""3"": 0.9764705882352941}",4c51119112a40e196a3620e5e62ccbb5c36c805a11ad31ac68877313a6c7fc43,0,0.0,0.4717516999990039,none,post_hoc_diagnostic_only
13,source_only,0.31838235294117645,0.23218145392686176,3.2950788105235382,0.6483603750739027,1360,"{""0"": 0.09117647058823529, ""1"": 0.0029411764705882353, ""2"": 0.20588235294117646, ""3"": 0.9735294117647059}",1e7c628d1140cabef42218c287a82e27a4f6d7ef642323024edd062798cbb83a,0,0.0,0.5114420999998401,none,post_hoc_diagnostic_only
14,source_only,0.3095588235294118,0.22464216490443292,3.4271516968222224,0.6527375331915477,1360,"{""0"": 0.08823529411764706, ""1"": 0.0058823529411764705, ""2"": 0.17352941176470588, ""3"": 0.9705882352941176}",3bd544d7e970397ca8e3c40f9b3a41cd04dfa95b1af2bbc7392fcc9d5f7bbf6d,0,0.0,0.477821500000573,none,post_hoc_diagnostic_only
15,source_only,0.39705882352941174,0.28357446395845215,3.1694382134605856,0.5696591201731387,1360,"{""0"": 0.047058823529411764, ""1"": 0.0, ""2"": 0.5617647058823529, ""3"": 0.9794117647058823}",6461185dbb6bad620be219b674c3472a59deeec79405ba567f09dd7d471c5ce3,0,0.0,0.4222961999985273,none,post_hoc_diagnostic_only
16,source_only,0.4102941176470588,0.29787362724150446,3.232288859872257,0.5612691713387475,1360,"{""0"": 0.052941176470588235, ""1"": 0.0029411764705882353, ""2"": 0.6088235294117647, ""3"": 0.9764705882352941}",98eff270fa1b18a2dfb7f6bbe5b0a35b352d4677e1839a47cc9c083e33082175,0,0.0,0.411769499998627,none,post_hoc_diagnostic_only
17,source_only,0.4183823529411765,0.3032863344455208,3.3487702762379365,0.5574030293261304,1360,"{""0"": 0.058823529411764705, ""1"": 0.0, ""2"": 0.6352941176470588, ""3"": 0.9794117647058823}",555b30fd30f000bb50b8ed217b1ec18664a598f88d3e4a688254e9408629a492,0,0.0,0.37291909999839845,none,post_hoc_diagnostic_only
18,source_only,0.42058823529411765,0.30595846624879064,3.4833561139948226,0.5600204157040399,1360,"{""0"": 0.06470588235294118, ""1"": 0.0, ""2"": 0.638235294117647, ""3"": 0.9794117647058823}",f1d62f5b4bfe6ef96b38a3465ba0f7c2f5f4cf015a214d40252f1e3a640c75d4,0,0.0,0.5511221999986446,none,post_hoc_diagnostic_only
19,source_only,0.42573529411764705,0.3393531677661954,3.459930633096134,0.5488730492399019,1360,"{""0"": 0.1676470588235294, ""1"": 0.008823529411764706, ""2"": 0.5529411764705883, ""3"": 0.9735294117647059}",5ebcf152c72a2f1e50f7fbaa2e780813984e54c73b374b470a69fd66c9d49b5c,0,0.0,0.3777019000008295,none,post_hoc_diagnostic_only
20,source_only,0.4051470588235294,0.2916002691879585,3.7392043899087346,0.5767491418210897,1360,"{""0"": 0.05, ""1"": 0.0, ""2"": 0.5970588235294118, ""3"": 0.9735294117647059}",bc67a9cb58ee25a8851f2db5b98c1342206920fc006a8e693a0ec47052b2680d,0,0.0,0.43324180000126944,none,post_hoc_diagnostic_only
21,source_only,0.40441176470588236,0.2878457518566544,3.868788113313563,0.5771691458628458,1360,"{""0"": 0.041176470588235294, ""1"": 0.0, ""2"": 0.6058823529411764, ""3"": 0.9705882352941176}",7be58d97229bceabfd8aa9ae4c3966ecfdbaeb1312387bc725007d6be661a72b,0,0.0,0.47684810000282596,none,post_hoc_diagnostic_only
22,source_only,0.39705882352941174,0.3322814444597454,4.096227999294506,0.5894359314266373,1360,"{""0"": 0.28823529411764703, ""1"": 0.0029411764705882353, ""2"": 0.3176470588235294, ""3"": 0.9794117647058823}",45a25ff5782f0728f1b24f5869e847050533b9eaa3f4640e5bf0b49302858726,0,0.0,0.36081779999949504,none,post_hoc_diagnostic_only
23,source_only,0.32794117647058824,0.22977311828500524,4.532737429001752,0.6543296102215262,1360,"{""0"": 0.052941176470588235, ""1"": 0.0, ""2"": 0.27941176470588236, ""3"": 0.9794117647058823}",f15f418db880c7319e2ba391420e7eabc9a66455c1efc5600fb0856985ba0372,0,0.0,0.3336024999989604,none,post_hoc_diagnostic_only
24,source_only,0.3264705882352941,0.23444011224958083,4.734122467041016,0.6574104082496727,1360,"{""0"": 0.08235294117647059, ""1"": 0.0, ""2"": 0.2323529411764706, ""3"": 0.9911764705882353}",7f2f27353e028d2e605b5867f410a58d2b4e169b06d7b4f1d304dea3d1fee867,0,0.0,0.32206699999733246,none,post_hoc_diagnostic_only
25,source_only,0.325,0.23521019723987577,4.878474190655877,0.6633810794528793,1360,"{""0"": 0.10294117647058823, ""1"": 0.0, ""2"": 0.2, ""3"": 0.9970588235294118}",4313c375a8fa2e929de9d65637a2196f6c0f0752c2dc78112020b8727351751c,0,0.0,0.32992230000309064,none,post_hoc_diagnostic_only
