experiment,classifier_checkpoint,dataset,sample_index,true_class,pred_class,gas,true_ppm,filename,repeat_id,phase,phase_label_meta,window_start_s,route_correct,pipeline_pred_ppm,oracle_pred_ppm
A_OLD_CKPT_OLD_DATA,OLD,OLD,38,3,3,Methane,100.0,B5_GMe_F040_R1.txt,1,2,late,,1,96.30747586039442,96.30747586039442
A_OLD_CKPT_OLD_DATA,OLD,OLD,39,1,1,CO,50.0,B5_GCO_F020_R2.txt,2,2,late,,1,82.06648046559312,82.06648046559312
A_OLD_CKPT_OLD_DATA,OLD,OLD,40,1,1,CO,100.0,B5_GCO_F040_R2.txt,2,2,late,,1,111.34189205726153,111.34189205726153
A_OLD_CKPT_OLD_DATA,OLD,OLD,41,3,3,Methane,125.0,B5_GMe_F050_R2.txt,2,2,late,,1,130.62684154609477,130.62684154609477
A_OLD_CKPT_OLD_DATA,OLD,OLD,42,3,3,Methane,225.0,B5_GMe_F090_R2.txt,2,2,late,,1,228.405069672176,228.405069672176
A_OLD_CKPT_OLD_DATA,OLD,OLD,43,2,2,Ethylene,25.0,B5_GEy_F020_R1.txt,1,2,late,,1,27.709037947404553,27.709037947404553
A_OLD_CKPT_OLD_DATA,OLD,OLD,44,0,0,Ethanol,75.0,B5_GEa_F060_R1.txt,1,2,late,,1,74.67036492272423,74.67036492272423
A_OLD_CKPT_OLD_DATA,OLD,OLD,45,2,2,Ethylene,37.5,B5_GEy_F030_R2.txt,2,2,late,,1,37.60128137752426,37.60128137752426
A_OLD_CKPT_OLD_DATA,OLD,OLD,46,0,0,Ethanol,75.0,B5_GEa_F060_R2.txt,2,2,late,,1,72.50288487498418,72.50288487498418
A_OLD_CKPT_OLD_DATA,OLD,OLD,47,0,0,Ethanol,25.0,B5_GEa_F020_R1.txt,1,2,late,,1,26.8785667008703,26.8785667008703
A_OLD_CKPT_OLD_DATA,OLD,OLD,48,3,3,Methane,125.0,B5_GMe_F050_R2.txt,2,2,late,,1,130.98618879825779,130.98618879825779
A_OLD_CKPT_OLD_DATA,OLD,OLD,49,2,2,Ethylene,75.0,B5_GEy_F060_R1.txt,1,2,late,,1,77.51378701882018,77.51378701882018
A_OLD_CKPT_OLD_DATA,OLD,OLD,50,3,3,Methane,100.0,B5_GMe_F040_R1.txt,1,2,late,,1,169.99504126051932,169.99504126051932
A_OLD_CKPT_OLD_DATA,OLD,OLD,51,2,2,Ethylene,12.5,B5_GEy_F010_R2.txt,2,2,late,,1,12.5,12.5
A_OLD_CKPT_OLD_DATA,OLD,OLD,52,3,3,Methane,75.0,B5_GMe_F030_R2.txt,2,2,late,,1,85.98378697037377,85.98378697037377
A_OLD_CKPT_OLD_DATA,OLD,OLD,53,2,2,Ethylene,112.5,B5_GEy_F090_R2.txt,2,2,late,,1,109.2546546866607,109.2546546866607
A_OLD_CKPT_OLD_DATA,OLD,OLD,54,1,1,CO,250.0,B5_GCO_F100_R2.txt,2,2,late,,1,226.76563449451245,226.76563449451245
A_OLD_CKPT_OLD_DATA,OLD,OLD,55,3,3,Methane,50.0,B5_GMe_F020_R2.txt,2,2,late,,1,42.44311147004301,42.44311147004301
A_OLD_CKPT_OLD_DATA,OLD,OLD,56,3,3,Methane,125.0,B5_GMe_F050_R2.txt,2,2,late,,1,120.36265445750028,120.36265445750028
A_OLD_CKPT_OLD_DATA,OLD,OLD,57,1,1,CO,250.0,B5_GCO_F100_R1.txt,1,2,late,,1,249.8000282124977,249.8000282124977
A_OLD_CKPT_OLD_DATA,OLD,OLD,58,1,1,CO,250.0,B5_GCO_F100_R1.txt,1,2,late,,1,249.93579448492943,249.93579448492943
A_OLD_CKPT_OLD_DATA,OLD,OLD,59,0,0,Ethanol,100.0,B5_GEa_F080_R1.txt,1,2,late,,1,82.47005729022729,82.47005729022729
A_OLD_CKPT_OLD_DATA,OLD,OLD,60,0,0,Ethanol,25.0,B5_GEa_F020_R1.txt,1,2,late,,1,20.873537565480202,20.873537565480202
A_OLD_CKPT_OLD_DATA,OLD,OLD,61,2,2,Ethylene,75.0,B5_GEy_F060_R1.txt,1,2,late,,1,71.26086338496594,71.26086338496594
A_OLD_CKPT_OLD_DATA,OLD,OLD,62,0,0,Ethanol,25.0,B5_GEa_F020_R1.txt,1,2,late,,1,23.618437009931114,23.618437009931114
A_OLD_CKPT_OLD_DATA,OLD,OLD,63,3,3,Methane,225.0,B5_GMe_F090_R1.txt,1,2,late,,1,215.30431892667156,215.30431892667156
A_OLD_CKPT_OLD_DATA,OLD,OLD,64,1,1,CO,50.0,B5_GCO_F020_R1.txt,1,2,late,,1,36.48991781929011,36.48991781929011
A_OLD_CKPT_OLD_DATA,OLD,OLD,65,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,248.46615532728927,248.46615532728927
A_OLD_CKPT_OLD_DATA,OLD,OLD,66,3,3,Methane,200.0,B5_GMe_F080_R2.txt,2,2,late,,1,194.5549414110771,194.5549414110771
A_OLD_CKPT_OLD_DATA,OLD,OLD,67,1,1,CO,25.0,B5_GCO_F010_R2.txt,2,2,late,,1,30.74447956832627,30.74447956832627
A_OLD_CKPT_OLD_DATA,OLD,OLD,68,2,2,Ethylene,112.5,B5_GEy_F090_R2.txt,2,2,late,,1,115.00464106455334,115.00464106455334
A_OLD_CKPT_OLD_DATA,OLD,OLD,69,2,2,Ethylene,25.0,B5_GEy_F020_R2.txt,2,2,late,,1,24.80865176135788,24.80865176135788
A_OLD_CKPT_OLD_DATA,OLD,OLD,70,3,3,Methane,100.0,B5_GMe_F040_R1.txt,1,2,late,,1,132.02723161941117,132.02723161941117
A_OLD_CKPT_OLD_DATA,OLD,OLD,71,3,3,Methane,225.0,B5_GMe_F090_R1.txt,1,2,late,,1,199.34275034449746,199.34275034449746
A_OLD_CKPT_OLD_DATA,OLD,OLD,72,2,2,Ethylene,75.0,B5_GEy_F060_R1.txt,1,2,late,,1,75.24868579209192,75.24868579209192
A_OLD_CKPT_OLD_DATA,OLD,OLD,73,0,0,Ethanol,75.0,B5_GEa_F060_R2.txt,2,2,late,,1,68.60122269941283,68.60122269941283
A_OLD_CKPT_OLD_DATA,OLD,OLD,74,0,0,Ethanol,100.0,B5_GEa_F080_R2.txt,2,2,late,,1,99.07212401210177,99.07212401210177
A_OLD_CKPT_OLD_DATA,OLD,OLD,75,1,1,CO,250.0,B5_GCO_F100_R2.txt,2,2,late,,1,227.8490756211265,227.8490756211265
A_OLD_CKPT_OLD_DATA,OLD,OLD,76,3,3,Methane,200.0,B5_GMe_F080_R1.txt,1,2,late,,1,203.4667285115524,203.4667285115524
A_OLD_CKPT_OLD_DATA,OLD,OLD,77,3,3,Methane,125.0,B5_GMe_F050_R1.txt,1,2,late,,1,130.60687696367978,130.60687696367978
A_OLD_CKPT_OLD_DATA,OLD,OLD,78,3,3,Methane,200.0,B5_GMe_F080_R2.txt,2,2,late,,1,195.31190225004133,195.31190225004133
A_OLD_CKPT_OLD_DATA,OLD,OLD,79,3,3,Methane,150.0,B5_GMe_F060_R1.txt,1,2,late,,1,148.71239301182302,148.71239301182302
A_OLD_CKPT_OLD_DATA,OLD,OLD,80,0,0,Ethanol,62.5,B5_GEa_F050_R2.txt,2,2,late,,1,63.74886093171233,63.74886093171233
A_OLD_CKPT_OLD_DATA,OLD,OLD,81,0,0,Ethanol,100.0,B5_GEa_F080_R1.txt,1,2,late,,1,95.75294837651322,95.75294837651322
A_OLD_CKPT_OLD_DATA,OLD,OLD,82,3,3,Methane,25.0,B5_GMe_F010_R1.txt,1,2,late,,1,25.0,25.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,83,1,1,CO,125.0,B5_GCO_F050_R1.txt,1,2,late,,1,137.87736560576622,137.87736560576622
A_OLD_CKPT_OLD_DATA,OLD,OLD,84,0,0,Ethanol,75.0,B5_GEa_F060_R1.txt,1,2,late,,1,79.97370951180783,79.97370951180783
A_OLD_CKPT_OLD_DATA,OLD,OLD,85,1,1,CO,175.0,B5_GCO_F070_R1.txt,1,2,late,,1,136.5451261597508,136.5451261597508
A_OLD_CKPT_OLD_DATA,OLD,OLD,86,1,1,CO,125.0,B5_GCO_F050_R2.txt,2,2,late,,1,110.55999873090728,110.55999873090728
A_OLD_CKPT_OLD_DATA,OLD,OLD,87,1,1,CO,200.0,B5_GCO_F080_R2.txt,2,2,late,,1,185.17323733550398,185.17323733550398
A_OLD_CKPT_OLD_DATA,OLD,OLD,88,2,2,Ethylene,112.5,B5_GEy_F090_R2.txt,2,2,late,,1,87.63965004798285,87.63965004798285
A_OLD_CKPT_OLD_DATA,OLD,OLD,89,3,3,Methane,150.0,B5_GMe_F060_R1.txt,1,2,late,,1,152.00909066110313,152.00909066110313
A_OLD_CKPT_OLD_DATA,OLD,OLD,90,2,2,Ethylene,100.0,B5_GEy_F080_R1.txt,1,2,late,,1,97.15169372777612,97.15169372777612
A_OLD_CKPT_OLD_DATA,OLD,OLD,91,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,250.0,250.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,92,1,1,CO,125.0,B5_GCO_F050_R1.txt,1,2,late,,1,142.94572417424678,142.94572417424678
A_OLD_CKPT_OLD_DATA,OLD,OLD,93,0,0,Ethanol,62.5,B5_GEa_F050_R2.txt,2,2,late,,1,61.363084264478736,61.363084264478736
A_OLD_CKPT_OLD_DATA,OLD,OLD,94,1,1,CO,125.0,B5_GCO_F050_R2.txt,2,2,late,,1,113.35124285168577,113.35124285168577
A_OLD_CKPT_OLD_DATA,OLD,OLD,95,1,1,CO,150.0,B5_GCO_F060_R2.txt,2,2,late,,1,160.760015686166,160.760015686166
A_OLD_CKPT_OLD_DATA,OLD,OLD,96,1,1,CO,250.0,B5_GCO_F100_R1.txt,1,2,late,,1,240.52585708165432,240.52585708165432
A_OLD_CKPT_OLD_DATA,OLD,OLD,97,3,3,Methane,75.0,B5_GMe_F030_R1.txt,1,2,late,,1,84.3496364234999,84.3496364234999
A_OLD_CKPT_OLD_DATA,OLD,OLD,98,1,1,CO,75.0,B5_GCO_F030_R2.txt,2,2,late,,1,115.83209683771278,115.83209683771278
A_OLD_CKPT_OLD_DATA,OLD,OLD,99,1,1,CO,175.0,B5_GCO_F070_R2.txt,2,2,late,,1,176.60255223468843,176.60255223468843
A_OLD_CKPT_OLD_DATA,OLD,OLD,100,3,3,Methane,250.0,B5_GMe_F100_R1.txt,1,2,late,,1,221.8409309362524,221.8409309362524
A_OLD_CKPT_OLD_DATA,OLD,OLD,101,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,247.64265576232145,247.64265576232145
A_OLD_CKPT_OLD_DATA,OLD,OLD,102,3,3,Methane,75.0,B5_GMe_F030_R2.txt,2,2,late,,1,80.39601570069779,80.39601570069779
A_OLD_CKPT_OLD_DATA,OLD,OLD,103,1,1,CO,175.0,B5_GCO_F070_R1.txt,1,2,late,,1,163.9598259526851,163.9598259526851
A_OLD_CKPT_OLD_DATA,OLD,OLD,104,2,2,Ethylene,12.5,B5_GEy_F010_R2.txt,2,2,late,,1,12.5,12.5
A_OLD_CKPT_OLD_DATA,OLD,OLD,105,2,2,Ethylene,25.0,B5_GEy_F020_R1.txt,1,2,late,,1,23.756790137079662,23.756790137079662
A_OLD_CKPT_OLD_DATA,OLD,OLD,106,3,3,Methane,50.0,B5_GMe_F020_R1.txt,1,2,late,,1,42.669043018183025,42.669043018183025
A_OLD_CKPT_OLD_DATA,OLD,OLD,107,3,3,Methane,50.0,B5_GMe_F020_R1.txt,1,2,late,,1,33.4655327974008,33.4655327974008
A_OLD_CKPT_OLD_DATA,OLD,OLD,108,3,3,Methane,250.0,B5_GMe_F100_R1.txt,1,2,late,,1,247.49500046604777,247.49500046604777
A_OLD_CKPT_OLD_DATA,OLD,OLD,109,3,3,Methane,175.0,B5_GMe_F070_R1.txt,1,2,late,,1,172.20952696769518,172.20952696769518
A_OLD_CKPT_OLD_DATA,OLD,OLD,110,0,0,Ethanol,25.0,B5_GEa_F020_R1.txt,1,2,late,,1,44.70645241533974,44.70645241533974
A_OLD_CKPT_OLD_DATA,OLD,OLD,111,3,3,Methane,250.0,B5_GMe_F100_R1.txt,1,2,late,,1,242.79278683868742,242.79278683868742
A_OLD_CKPT_OLD_DATA,OLD,OLD,112,0,0,Ethanol,50.0,B5_GEa_F040_R1.txt,1,2,late,,1,46.90831754276161,46.90831754276161
A_OLD_CKPT_OLD_DATA,OLD,OLD,113,3,3,Methane,225.0,B5_GMe_F090_R2.txt,2,2,late,,1,223.01457277888065,223.01457277888065
A_OLD_CKPT_OLD_DATA,OLD,OLD,114,0,0,Ethanol,37.5,B5_GEa_F030_R2.txt,2,2,late,,1,44.812103528851374,44.812103528851374
A_OLD_CKPT_OLD_DATA,OLD,OLD,115,2,2,Ethylene,25.0,B5_GEy_F020_R2.txt,2,2,late,,1,26.205455655283487,26.205455655283487
A_OLD_CKPT_OLD_DATA,OLD,OLD,116,2,2,Ethylene,12.5,B5_GEy_F010_R2.txt,2,2,late,,1,12.512073540915793,12.512073540915793
A_OLD_CKPT_OLD_DATA,OLD,OLD,117,3,3,Methane,200.0,B5_GMe_F080_R1.txt,1,2,late,,1,201.80051913544912,201.80051913544912
A_OLD_CKPT_OLD_DATA,OLD,OLD,118,0,0,Ethanol,87.5,B5_GEa_F070_R2.txt,2,2,late,,1,91.46513232856066,91.46513232856066
A_OLD_CKPT_OLD_DATA,OLD,OLD,119,2,2,Ethylene,25.0,B5_GEy_F020_R2.txt,2,2,late,,1,22.879950370899294,22.879950370899294
A_OLD_CKPT_OLD_DATA,OLD,OLD,120,0,0,Ethanol,37.5,B5_GEa_F030_R2.txt,2,2,late,,1,52.68395235370272,52.68395235370272
A_OLD_CKPT_OLD_DATA,OLD,OLD,121,1,1,CO,150.0,B5_GCO_F060_R1.txt,1,2,late,,1,161.5788031842792,161.5788031842792
A_OLD_CKPT_OLD_DATA,OLD,OLD,122,0,0,Ethanol,12.5,B5_GEa_F010_R2.txt,2,2,late,,1,13.140059875285345,13.140059875285345
A_OLD_CKPT_OLD_DATA,OLD,OLD,123,0,0,Ethanol,100.0,B5_GEa_F080_R1.txt,1,2,late,,1,97.78275894501324,97.78275894501324
A_OLD_CKPT_OLD_DATA,OLD,OLD,124,2,2,Ethylene,62.5,B5_GEy_F050_R1.txt,1,2,late,,1,65.07048133298329,65.07048133298329
A_OLD_CKPT_OLD_DATA,OLD,OLD,125,3,3,Methane,75.0,B5_GMe_F030_R2.txt,2,2,late,,1,75.65610196683792,75.65610196683792
A_OLD_CKPT_OLD_DATA,OLD,OLD,126,0,0,Ethanol,112.5,B5_GEa_F090_R2.txt,2,2,late,,1,106.0154092650002,106.0154092650002
A_OLD_CKPT_OLD_DATA,OLD,OLD,127,2,2,Ethylene,25.0,B5_GEy_F020_R2.txt,2,2,late,,1,24.907288459900542,24.907288459900542
A_OLD_CKPT_OLD_DATA,OLD,OLD,128,2,2,Ethylene,12.5,B5_GEy_F010_R2.txt,2,2,late,,1,15.311345767024022,15.311345767024022
A_OLD_CKPT_OLD_DATA,OLD,OLD,129,2,2,Ethylene,62.5,B5_GEy_F050_R1.txt,1,2,late,,1,72.3022690940052,72.3022690940052
A_OLD_CKPT_OLD_DATA,OLD,OLD,130,1,1,CO,250.0,B5_GCO_F100_R2.txt,2,2,late,,1,220.90469481699495,220.90469481699495
A_OLD_CKPT_OLD_DATA,OLD,OLD,131,3,3,Methane,175.0,B5_GMe_F070_R1.txt,1,2,late,,1,179.8398468717683,179.8398468717683
A_OLD_CKPT_OLD_DATA,OLD,OLD,132,0,0,Ethanol,50.0,B5_GEa_F040_R2.txt,2,2,late,,1,52.955491753747175,52.955491753747175
A_OLD_CKPT_OLD_DATA,OLD,OLD,133,0,0,Ethanol,37.5,B5_GEa_F030_R2.txt,2,2,late,,1,40.79997047726893,40.79997047726893
A_OLD_CKPT_OLD_DATA,OLD,OLD,134,0,0,Ethanol,125.0,B5_GEa_F100_R1.txt,1,2,late,,1,119.06240534240288,119.06240534240288
A_OLD_CKPT_OLD_DATA,OLD,OLD,135,2,2,Ethylene,100.0,B5_GEy_F080_R2.txt,2,2,late,,1,98.25014892476901,98.25014892476901
A_OLD_CKPT_OLD_DATA,OLD,OLD,136,1,1,CO,150.0,B5_GCO_F060_R2.txt,2,2,late,,1,162.030183816455,162.030183816455
A_OLD_CKPT_OLD_DATA,OLD,OLD,137,0,0,Ethanol,125.0,B5_GEa_F100_R1.txt,1,2,late,,1,125.0,125.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,138,2,2,Ethylene,50.0,B5_GEy_F040_R2.txt,2,2,late,,1,45.93949375183186,45.93949375183186
A_OLD_CKPT_OLD_DATA,OLD,OLD,139,2,2,Ethylene,100.0,B5_GEy_F080_R1.txt,1,2,late,,1,106.61276765201018,106.61276765201018
A_OLD_CKPT_OLD_DATA,OLD,OLD,140,0,0,Ethanol,87.5,B5_GEa_F070_R2.txt,2,2,late,,1,92.6575520010895,92.6575520010895
A_OLD_CKPT_OLD_DATA,OLD,OLD,141,1,1,CO,100.0,B5_GCO_F040_R2.txt,2,2,late,,1,87.0738264642165,87.0738264642165
A_OLD_CKPT_OLD_DATA,OLD,OLD,142,3,3,Methane,50.0,B5_GMe_F020_R1.txt,1,2,late,,1,44.16123591523362,44.16123591523362
A_OLD_CKPT_OLD_DATA,OLD,OLD,143,1,1,CO,175.0,B5_GCO_F070_R2.txt,2,2,late,,1,165.79792892545657,165.79792892545657
A_OLD_CKPT_OLD_DATA,OLD,OLD,144,3,3,Methane,150.0,B5_GMe_F060_R1.txt,1,2,late,,1,159.13907625805385,159.13907625805385
A_OLD_CKPT_OLD_DATA,OLD,OLD,145,1,1,CO,175.0,B5_GCO_F070_R1.txt,1,2,late,,1,134.7516600686817,134.7516600686817
A_OLD_CKPT_OLD_DATA,OLD,OLD,146,0,0,Ethanol,75.0,B5_GEa_F060_R1.txt,1,2,late,,1,78.26808262667355,78.26808262667355
A_OLD_CKPT_OLD_DATA,OLD,OLD,147,0,0,Ethanol,125.0,B5_GEa_F100_R1.txt,1,2,late,,1,125.0,125.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,148,3,3,Methane,100.0,B5_GMe_F040_R2.txt,2,2,late,,1,102.07078738618819,102.07078738618819
A_OLD_CKPT_OLD_DATA,OLD,OLD,149,2,2,Ethylene,62.5,B5_GEy_F050_R1.txt,1,2,late,,1,61.16352528089138,61.16352528089138
A_OLD_CKPT_OLD_DATA,OLD,OLD,150,0,0,Ethanol,87.5,B5_GEa_F070_R2.txt,2,2,late,,1,90.56408437882112,90.56408437882112
A_OLD_CKPT_OLD_DATA,OLD,OLD,151,3,3,Methane,200.0,B5_GMe_F080_R2.txt,2,2,late,,1,197.08194805394479,197.08194805394479
A_OLD_CKPT_OLD_DATA,OLD,OLD,152,2,2,Ethylene,37.5,B5_GEy_F030_R2.txt,2,2,late,,1,39.75071263471422,39.75071263471422
A_OLD_CKPT_OLD_DATA,OLD,OLD,153,1,1,CO,50.0,B5_GCO_F020_R1.txt,1,2,late,,1,51.66984679896588,51.66984679896588
A_OLD_CKPT_OLD_DATA,OLD,OLD,154,3,3,Methane,150.0,B5_GMe_F060_R1.txt,1,2,late,,1,151.1972442255282,151.1972442255282
A_OLD_CKPT_OLD_DATA,OLD,OLD,155,3,3,Methane,250.0,B5_GMe_F100_R1.txt,1,2,late,,1,242.86090637907557,242.86090637907557
A_OLD_CKPT_OLD_DATA,OLD,OLD,156,0,0,Ethanol,112.5,B5_GEa_F090_R1.txt,1,2,late,,1,113.45218319622914,113.45218319622914
A_OLD_CKPT_OLD_DATA,OLD,OLD,157,3,3,Methane,75.0,B5_GMe_F030_R1.txt,1,2,late,,1,69.33944951525221,69.33944951525221
A_OLD_CKPT_OLD_DATA,OLD,OLD,158,0,0,Ethanol,37.5,B5_GEa_F030_R1.txt,1,2,late,,1,50.79654927255817,50.79654927255817
A_OLD_CKPT_OLD_DATA,OLD,OLD,159,1,1,CO,125.0,B5_GCO_F050_R1.txt,1,2,late,,1,116.88438961875637,116.88438961875637
A_OLD_CKPT_OLD_DATA,OLD,OLD,160,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,243.1613296377089,243.1613296377089
A_OLD_CKPT_OLD_DATA,OLD,OLD,161,2,2,Ethylene,12.5,B5_GEy_F010_R1.txt,1,2,late,,1,12.5,12.5
A_OLD_CKPT_OLD_DATA,OLD,OLD,162,1,1,CO,125.0,B5_GCO_F050_R1.txt,1,2,late,,1,140.55148031590858,140.55148031590858
A_OLD_CKPT_OLD_DATA,OLD,OLD,163,0,0,Ethanol,12.5,B5_GEa_F010_R2.txt,2,2,late,,1,15.839256495688282,15.839256495688282
A_OLD_CKPT_OLD_DATA,OLD,OLD,164,3,3,Methane,100.0,B5_GMe_F040_R1.txt,1,2,late,,1,96.04406000903046,96.04406000903046
A_OLD_CKPT_OLD_DATA,OLD,OLD,165,2,2,Ethylene,50.0,B5_GEy_F040_R1.txt,1,2,late,,1,52.03743091163554,52.03743091163554
A_OLD_CKPT_OLD_DATA,OLD,OLD,166,2,2,Ethylene,125.0,B5_GEy_F100_R1.txt,1,2,late,,1,109.54825739680797,109.54825739680797
A_OLD_CKPT_OLD_DATA,OLD,OLD,167,2,2,Ethylene,125.0,B5_GEy_F100_R2.txt,2,2,late,,1,114.25052976400343,114.25052976400343
