filename,class_id,gas,concentration,repeat,old_split,old_index,new_split,new_index,new_window_start_s,new_window_end_s,rmse_float64,mae_float64,max_abs_diff,cosine_similarity,rmse_both_float32,bit_identical,equal_atol_1e-6,equal_atol_1e-5,equal_atol_1e-4,equal_atol_1e-3
B5_GCO_F010_R2.txt,1,CO,25.0,2,test,964,test,133,135.0,145.0,0.0011480109283300585,0.0007678518182394532,0.007420171452985843,0.9993375659320295,0.001148010871407486,False,False,False,False,False
B5_GCO_F010_R2.txt,1,CO,25.0,2,test,1037,test,187,90.0,100.0,0.001050703892734201,0.0006999526090659407,0.004656934571595033,0.9993588272687385,0.0010507038282796752,False,False,False,False,False
B5_GCO_F010_R2.txt,1,CO,25.0,2,test,1097,test,762,125.0,135.0,0.000997284198639297,0.0006728714967801866,0.004656934571595033,0.9994303610018519,0.0009972842074991483,False,False,False,False,False
B5_GCO_F010_R2.txt,1,CO,25.0,2,test,1147,calibration,294,130.0,140.0,0.0011002990752410583,0.0007690945773542901,0.004619066563908206,0.9993538296335811,0.0011002990627487345,False,False,False,False,False
B5_GCO_F010_R2.txt,1,CO,25.0,2,test,1215,calibration,178,120.0,130.0,0.0010506793052551368,0.0007157060982642773,0.004656934571595033,0.9993669226739536,0.0010506793161112245,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,calibration,80,calibration,104,105.0,115.0,0.0009632813741502294,0.0006704039059406602,0.003739226151435796,0.9999427795945298,0.0009632813325804937,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,calibration,134,test,1080,70.0,80.0,0.0009468050460805451,0.0006501023106778659,0.0038415412950173443,0.9999156091526551,0.0009468050451439974,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,calibration,206,calibration,114,75.0,85.0,0.0009351440868175694,0.0006258405781522391,0.0038415412950173443,0.9999309106953929,0.0009351441153857211,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,calibration,242,test,583,85.0,95.0,0.000938018072652444,0.0006425925245401454,0.004489489158533866,0.9999407969790596,0.0009380180790539395,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,64,test,30,100.0,110.0,0.0010515741365936214,0.0007601657359365325,0.003873032923556837,0.9999299200442872,0.0010515740922363496,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,153,test,955,155.0,165.0,0.0009271682739772685,0.0006198567938742905,0.004277826277679872,0.9999437324096038,0.0009271681593682716,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,230,test,928,145.0,155.0,0.0009377121390634189,0.00061792608920755,0.003971096845375802,0.999951310266345,0.0009377121280766728,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,268,test,606,95.0,105.0,0.0010342259243654437,0.0007352190274920139,0.003873032923556837,0.9999312942584011,0.0010342259070483901,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,315,test,323,60.0,70.0,0.0008824388926716863,0.0005917539208471342,0.004087289764553206,0.9998473114374624,0.000882438902744637,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,333,calibration,44,160.0,170.0,0.0009390522340002827,0.0006211111239513739,0.004277826277679872,0.9999264825786618,0.0009390522059583774,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,490,calibration,300,135.0,145.0,0.0009746337097507995,0.0006432386881165518,0.0038415412950173443,0.9999472802288637,0.0009746336814355853,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,543,test,1272,80.0,90.0,0.0009315646825402514,0.0006515387532671862,0.003770580008322637,0.9999385283808746,0.0009315647034447424,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,650,test,461,65.0,75.0,0.0008832680499162815,0.0006043291449300363,0.0038104342792402816,0.9999047097067071,0.000883268017813702,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,698,test,785,90.0,100.0,0.0008885121746896096,0.0005734556497730046,0.004489489158533866,0.9999482190035817,0.0008885121942111359,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,778,test,716,110.0,120.0,0.0008082267845856934,0.0005473821086032051,0.003544799724675557,0.9999611033530751,0.0008082267056174236,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,781,test,18,150.0,160.0,0.0009174102914260814,0.0005994251317414634,0.003971096845375802,0.9999517035734643,0.0009174102406168394,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,838,test,642,130.0,140.0,0.0009432107487628974,0.0006316634980394548,0.004743009682458525,0.9999485095402028,0.000943210750435577,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,914,test,45,120.0,130.0,0.000963465954652339,0.000654590706232725,0.004464745934051253,0.999944807170654,0.000963465912542901,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,918,test,11,140.0,150.0,0.0009339464644656664,0.0006297925066871158,0.003739226151435796,0.9999518196320771,0.0009339464095986735,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,1192,test,457,115.0,125.0,0.0007586820413597999,0.0004906430658033088,0.004464745934051253,0.9999661735867037,0.0007586819159589104,False,False,False,False,False
B5_GCO_F020_R1.txt,1,CO,50.0,1,test,1305,test,222,125.0,135.0,0.0009629329050733498,0.0006660619745103092,0.004743009682458525,0.9999444397049033,0.0009629329417705641,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,calibration,7,test,181,85.0,95.0,0.0010991604957301781,0.0007274034055272084,0.006270442166425666,0.9997102016015331,0.0010991604195173359,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,calibration,126,calibration,264,60.0,70.0,0.0011257632306116976,0.0007859658454429187,0.004861785264107812,0.9995953084260253,0.0011257632908195563,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,calibration,171,test,903,100.0,110.0,0.0013172344772549647,0.0009719837235111057,0.0059334733417857576,0.9995695043492784,0.0013172345105160529,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,calibration,278,test,1244,155.0,165.0,0.00115521433376433,0.0008420211780531003,0.004735472838329029,0.9993963720513998,0.0011552143260300267,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,15,calibration,121,80.0,90.0,0.0011820118688621313,0.000827958039215102,0.006270442166425666,0.9996568904733056,0.0011820118401576342,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,39,test,352,65.0,75.0,0.0011297663138830143,0.000784374933669843,0.0046320841732308445,0.9996655145080541,0.0011297663424937722,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,237,test,820,90.0,100.0,0.00111593501538355,0.0007308853220046038,0.005357793121072658,0.9996978896851524,0.0011159349444845464,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,246,test,1090,120.0,130.0,0.001141723006554003,0.0007520374168609233,0.004790928813244003,0.9996714496374521,0.001141722991423993,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,282,test,668,110.0,120.0,0.0010584172210945765,0.0006950665182731863,0.004747563684909948,0.9997332309602314,0.0010584171790291984,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,319,calibration,301,105.0,115.0,0.001180723753749031,0.0008142017011485831,0.0059334733417857576,0.999662480987187,0.0011807237879263121,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,441,test,254,70.0,80.0,0.001193839946743791,0.000873114336699613,0.004754592304081946,0.9996465060495167,0.0011938399155957055,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,472,test,721,150.0,160.0,0.0012050695490625055,0.0008997232094565187,0.004453775021423101,0.9995430044532078,0.0012050695846948765,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,633,test,339,160.0,170.0,0.0011584825557856384,0.0008204309061298505,0.004735472838329029,0.9990114470332093,0.0011584825598408234,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,707,test,581,130.0,140.0,0.0011144048388739708,0.0007550987672783536,0.005879620573573489,0.9996751480057591,0.0011144048770837084,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,737,test,652,135.0,145.0,0.0010925218439075562,0.0007561142166905802,0.005065510992884187,0.9996899137735729,0.0010925218616921403,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,972,calibration,141,95.0,105.0,0.0012636791164378316,0.0009011525003436968,0.004885950042871148,0.9996021696013648,0.0012636790930586027,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,1047,test,1251,145.0,155.0,0.0012187958998259752,0.0009070170880114564,0.004453775021423101,0.9995920845801988,0.0012187959139900977,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,1080,test,908,75.0,85.0,0.001221979683258106,0.0008783149157275087,0.004754592304081946,0.9996290188077487,0.0012219796362059098,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,1158,test,1035,140.0,150.0,0.0011452270244280552,0.0008298014839464191,0.0047909288132441975,0.9996508474403863,0.0011452270163146766,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,1254,test,258,125.0,135.0,0.0011431878608475921,0.0007611371748388301,0.005879620573573489,0.9996591881581982,0.0011431878781932962,False,False,False,False,False
B5_GCO_F020_R2.txt,1,CO,50.0,2,test,1289,test,44,115.0,125.0,0.0011266415175437004,0.0007668466188265626,0.00453350492612235,0.9996912730623293,0.001126641462368276,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,calibration,25,test,803,145.0,155.0,0.00108965906233182,0.0007470726148881776,0.004457692078477647,0.9999845647892011,0.001089658918752226,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,calibration,43,test,1239,105.0,115.0,0.0010264197543386386,0.0007106633392318171,0.004248503810940739,0.9999819351484746,0.0010264195317549667,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,calibration,71,test,667,110.0,120.0,0.0009834699016293394,0.0006756598849751166,0.0042151636014249524,0.9999846486198325,0.000983469823806215,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,calibration,98,test,1312,70.0,80.0,0.001143573914398802,0.0008639345841548863,0.003860810377472504,0.9999535920477701,0.0011435739399713813,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,calibration,174,test,310,75.0,85.0,0.001158132433942389,0.000844095353238496,0.0042151636014249524,0.9999610331042005,0.0011581324934967078,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,calibration,223,test,1183,80.0,90.0,0.001145136241504896,0.0007502539146288075,0.008159036325428227,0.9999674280208499,0.0011451363338751551,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,252,test,839,115.0,125.0,0.0009272283046905532,0.0006361873594314789,0.0042151636014249524,0.9999868097529361,0.0009272282000426182,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,284,test,848,135.0,145.0,0.0010788463232599545,0.0007347873776390889,0.005277431224291418,0.9999842670107106,0.001078846283366525,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,308,test,1236,130.0,140.0,0.0010886435368923704,0.0007505644685039547,0.005317993785915853,0.9999835443808047,0.0010886434649391896,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,340,test,124,90.0,100.0,0.001095975099519352,0.0007710013650752604,0.005293797534918425,0.9999768778247022,0.0010959749059259775,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,434,test,490,95.0,105.0,0.0010523880293728193,0.0007045823255158789,0.005293797534918425,0.9999806889028728,0.0010523882232497343,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,471,test,501,120.0,130.0,0.0010167040688918037,0.0006324165562634835,0.007579968835732406,0.9999845920877543,0.0010167039175695048,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,593,test,1303,100.0,110.0,0.001025150287228386,0.0006947634979952224,0.004417275659471226,0.9999812971741621,0.0010251504960281288,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,769,test,62,85.0,95.0,0.001124594655133064,0.0007532080313776197,0.008159036325428227,0.9999719405484391,0.0011245946644309144,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,865,test,186,125.0,135.0,0.0010781828960545533,0.0006635164330351706,0.007579968835732406,0.9999832640613998,0.0010781828764125352,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,915,test,318,65.0,75.0,0.0011673081210239423,0.0008635064027392205,0.003860810377472504,0.9999375445371624,0.0011673081236963513,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,1011,calibration,212,155.0,165.0,0.0012318049543756126,0.0008799545743383774,0.005678676982853143,0.9999812133122921,0.0012318051257092866,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,1083,calibration,290,160.0,170.0,0.0014057108894030635,0.001045126930619063,0.007130257690141584,0.9999756914901373,0.0014057109492440097,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,1271,test,1243,150.0,160.0,0.0010173932746165896,0.0006922499491578374,0.0044576920784772794,0.9999866741834715,0.0010173933267266114,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,1281,test,1,60.0,70.0,0.0012601278218288214,0.0009275024251296449,0.005671662355160676,0.9998735694359889,0.0012601278788140556,False,False,False,False,False
B5_GCO_F030_R1.txt,1,CO,75.0,1,test,1298,calibration,129,140.0,150.0,0.0010889774735833879,0.000738492807348644,0.005277431224291418,0.9999841747404068,0.0010889773937786374,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,calibration,22,test,395,110.0,120.0,0.0010596217170273307,0.0007175899541915279,0.00478092407647103,0.9998838390274644,0.0010596218904892322,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,calibration,137,test,831,130.0,140.0,0.0009915773149962973,0.0006747814346196646,0.003947266190177913,0.9999059215119557,0.0009915772196068093,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,98,test,1078,150.0,160.0,0.0009907757668186053,0.0006454481777880574,0.0074887318875504205,0.9998854913500448,0.0009907757276390284,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,305,test,1095,160.0,170.0,0.0009727200200191542,0.0006872133955624543,0.003648174626934928,0.9997160543664578,0.0009727199865107942,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,334,test,670,80.0,90.0,0.0009265356426829186,0.0006204741125341315,0.006392786922251779,0.999902985647427,0.0009265357069460138,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,335,test,675,140.0,150.0,0.0009407590922192132,0.0006371209841545848,0.004756998849776595,0.9999118104840344,0.0009407591022637781,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,339,test,1025,125.0,135.0,0.0009549177815653321,0.0006560505151133244,0.003947266190177913,0.9999100325390694,0.0009549177461327801,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,376,test,1015,60.0,70.0,0.0009644016868746919,0.0006633334016538944,0.0039116028964877,0.9998175445103832,0.0009644016686985885,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,439,test,1219,145.0,155.0,0.0010369868888453347,0.0007104356588488108,0.0074887318875504205,0.9998889977850312,0.0010369868298239486,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,508,test,1050,115.0,125.0,0.0010928220927251128,0.0006937257709229219,0.006443761693978041,0.9998789152684628,0.0010928222297901739,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,561,calibration,194,155.0,165.0,0.0010089261546553172,0.0006956964910263714,0.004387856557725334,0.9998322608336212,0.001008926133187556,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,562,calibration,51,70.0,80.0,0.0009205886381940873,0.0006388967575276719,0.003889331325846783,0.9998951160991812,0.0009205887926162641,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,654,test,405,100.0,110.0,0.0009188743531647367,0.0006198566532589927,0.0039161832612449946,0.9999090234978423,0.000918874362310493,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,845,calibration,254,90.0,100.0,0.000920885456146302,0.0005945645378378451,0.005028177109530595,0.999909033730133,0.0009208854514662612,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,851,calibration,162,95.0,105.0,0.0009559611806232802,0.000605884294169107,0.005028177109530595,0.9999010454226533,0.0009559611968566222,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,881,test,546,135.0,145.0,0.0009083465882119875,0.000581740972408459,0.004756998849776595,0.9999210719601535,0.0009083465543896109,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,945,test,783,105.0,115.0,0.0009458932524568928,0.0006549763654711357,0.00478092407647103,0.9999051631804734,0.0009458932690648672,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,992,test,853,85.0,95.0,0.0009413543272014398,0.0006353761543550882,0.006392786922251779,0.999904057315668,0.0009413543678257897,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,1002,test,438,65.0,75.0,0.0010069771799069464,0.0007024777971670917,0.0039116028964877,0.9998547625258166,0.0010069772735256002,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,1185,calibration,174,120.0,130.0,0.0009994026806857369,0.000631695290015838,0.006443761693978041,0.999900054091762,0.0009994026781627507,False,False,False,False,False
B5_GCO_F030_R2.txt,1,CO,75.0,2,test,1248,test,572,75.0,85.0,0.000782362129270092,0.0005283414688557395,0.0036233405174324607,0.9999286599829528,0.0007823622010789897,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,calibration,29,test,189,135.0,145.0,0.000901290344436468,0.0006003058592093031,0.0034999168634205075,0.9999932209380151,0.0009012904847387906,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,calibration,76,test,753,160.0,170.0,0.0009945250966378583,0.0006881211684324454,0.004352091125165679,0.9999916909039703,0.0009945251259431132,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,calibration,138,test,717,155.0,165.0,0.0010012507645642595,0.0006820339379663248,0.005150180231822107,0.9999921181745031,0.0010012506145329922,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,calibration,188,test,977,60.0,70.0,0.001082230337951641,0.0007843038466213858,0.0042853423569557125,0.9998980162328611,0.0010822302910510613,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,calibration,228,test,1257,65.0,75.0,0.0010601287788187632,0.0007599194818865843,0.0042853423569557125,0.999952955878783,0.0010601287257787093,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,test,232,test,939,140.0,150.0,0.0008959202437533471,0.0005803367593231717,0.004294055304908721,0.9999934840790294,0.000895920361762174,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,test,353,test,392,145.0,155.0,0.0008444472620452893,0.0005233087375356283,0.004294055304908721,0.9999943455821917,0.000844447302779925,False,False,False,False,False
B5_GCO_F040_R1.txt,1,CO,100.0,1,test,395,test,700,105.0,115.0,0.0010514963999641153,0.000725916118002256,0.00518873375525325,0.9999872943001975,0.001051496351307503,False,False,False,False,False
