client_id,raw_filename,repeat_id,gas,class_id,concentration,physical_window_start_s,physical_window_end_s,role
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,110.0,120.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,115.0,125.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,120.0,130.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,125.0,135.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,130.0,140.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,135.0,145.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,140.0,150.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,145.0,155.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,150.0,160.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,155.0,165.0,source_train
1,B1_GCO_F010_R2.txt,2,carbon_monoxide,1,25.0,160.0,170.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,60.0,70.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,65.0,75.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,70.0,80.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,75.0,85.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,80.0,90.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,85.0,95.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,90.0,100.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,95.0,105.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,100.0,110.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,105.0,115.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,110.0,120.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,115.0,125.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,120.0,130.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,125.0,135.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,130.0,140.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,135.0,145.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,140.0,150.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,145.0,155.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,150.0,160.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,155.0,165.0,source_train
1,B1_GCO_F010_R3.txt,3,carbon_monoxide,1,25.0,160.0,170.0,source_train
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,60.0,70.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,65.0,75.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,70.0,80.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,75.0,85.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,80.0,90.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,85.0,95.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,90.0,100.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,95.0,105.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,100.0,110.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,105.0,115.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,110.0,120.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,115.0,125.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,120.0,130.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,125.0,135.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,130.0,140.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,135.0,145.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,140.0,150.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,145.0,155.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,150.0,160.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,155.0,165.0,source_validation
1,B1_GCO_F010_R4.txt,4,carbon_monoxide,1,25.0,160.0,170.0,source_validation
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,60.0,70.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,65.0,75.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,70.0,80.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,75.0,85.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,80.0,90.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,85.0,95.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,90.0,100.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,95.0,105.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,100.0,110.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,105.0,115.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,110.0,120.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,115.0,125.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,120.0,130.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,125.0,135.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,130.0,140.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,135.0,145.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,140.0,150.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,145.0,155.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,150.0,160.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,155.0,165.0,source_train
1,B1_GCO_F020_R1.txt,1,carbon_monoxide,1,50.0,160.0,170.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,60.0,70.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,65.0,75.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,70.0,80.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,75.0,85.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,80.0,90.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,85.0,95.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,90.0,100.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,95.0,105.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,100.0,110.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,105.0,115.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,110.0,120.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,115.0,125.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,120.0,130.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,125.0,135.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,130.0,140.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,135.0,145.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,140.0,150.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,145.0,155.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,150.0,160.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,155.0,165.0,source_train
1,B1_GCO_F020_R2.txt,2,carbon_monoxide,1,50.0,160.0,170.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,60.0,70.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,65.0,75.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,70.0,80.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,75.0,85.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,80.0,90.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,85.0,95.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,90.0,100.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,95.0,105.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,100.0,110.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,105.0,115.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,110.0,120.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,115.0,125.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,120.0,130.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,125.0,135.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,130.0,140.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,135.0,145.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,140.0,150.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,145.0,155.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,150.0,160.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,155.0,165.0,source_train
1,B1_GCO_F020_R3.txt,3,carbon_monoxide,1,50.0,160.0,170.0,source_train
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,60.0,70.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,65.0,75.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,70.0,80.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,75.0,85.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,80.0,90.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,85.0,95.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,90.0,100.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,95.0,105.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,100.0,110.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,105.0,115.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,110.0,120.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,115.0,125.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,120.0,130.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,125.0,135.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,130.0,140.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,135.0,145.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,140.0,150.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,145.0,155.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,150.0,160.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,155.0,165.0,source_validation
1,B1_GCO_F020_R4.txt,4,carbon_monoxide,1,50.0,160.0,170.0,source_validation
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,60.0,70.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,65.0,75.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,70.0,80.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,75.0,85.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,80.0,90.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,85.0,95.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,90.0,100.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,95.0,105.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,100.0,110.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,105.0,115.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,110.0,120.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,115.0,125.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,120.0,130.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,125.0,135.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,130.0,140.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,135.0,145.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,140.0,150.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,145.0,155.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,150.0,160.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,155.0,165.0,source_train
1,B1_GCO_F030_R1.txt,1,carbon_monoxide,1,75.0,160.0,170.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,60.0,70.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,65.0,75.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,70.0,80.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,75.0,85.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,80.0,90.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,85.0,95.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,90.0,100.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,95.0,105.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,100.0,110.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,105.0,115.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,110.0,120.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,115.0,125.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,120.0,130.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,125.0,135.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,130.0,140.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,135.0,145.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,140.0,150.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,145.0,155.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,150.0,160.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,155.0,165.0,source_train
1,B1_GCO_F030_R2.txt,2,carbon_monoxide,1,75.0,160.0,170.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,60.0,70.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,65.0,75.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,70.0,80.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,75.0,85.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,80.0,90.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,85.0,95.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,90.0,100.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,95.0,105.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,100.0,110.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,105.0,115.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,110.0,120.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,115.0,125.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,120.0,130.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,125.0,135.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,130.0,140.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,135.0,145.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,140.0,150.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,145.0,155.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,150.0,160.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,155.0,165.0,source_train
1,B1_GCO_F030_R3.txt,3,carbon_monoxide,1,75.0,160.0,170.0,source_train
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,60.0,70.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,65.0,75.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,70.0,80.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,75.0,85.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,80.0,90.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,85.0,95.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,90.0,100.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,95.0,105.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,100.0,110.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,105.0,115.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,110.0,120.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,115.0,125.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,120.0,130.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,125.0,135.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,130.0,140.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,135.0,145.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,140.0,150.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,145.0,155.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,150.0,160.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,155.0,165.0,source_validation
1,B1_GCO_F030_R4.txt,4,carbon_monoxide,1,75.0,160.0,170.0,source_validation
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,60.0,70.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,65.0,75.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,70.0,80.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,75.0,85.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,80.0,90.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,85.0,95.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,90.0,100.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,95.0,105.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,100.0,110.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,105.0,115.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,110.0,120.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,115.0,125.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,120.0,130.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,125.0,135.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,130.0,140.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,135.0,145.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,140.0,150.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,145.0,155.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,150.0,160.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,155.0,165.0,source_train
1,B1_GCO_F040_R1.txt,1,carbon_monoxide,1,100.0,160.0,170.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,60.0,70.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,65.0,75.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,70.0,80.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,75.0,85.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,80.0,90.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,85.0,95.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,90.0,100.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,95.0,105.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,100.0,110.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,105.0,115.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,110.0,120.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,115.0,125.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,120.0,130.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,125.0,135.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,130.0,140.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,135.0,145.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,140.0,150.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,145.0,155.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,150.0,160.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,155.0,165.0,source_train
1,B1_GCO_F040_R2.txt,2,carbon_monoxide,1,100.0,160.0,170.0,source_train
