candidate_id,physical_window_start_s,physical_window_end_s,quality_flag,valid,samples_per_bin_mean,empty_bin_ratio,observed_ratio,short_gap_interpolated_ratio,max_missing_run,client,gas,concentration,duplicate_timestamps,baseline_n_raw_samples,baseline_channel_std_mean
HZ2_MEAN_W20S,60.0,80.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,70.0,90.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,80.0,100.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,90.0,110.0,valid,True,49.95,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,100.0,120.0,valid,True,49.775,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,110.0,130.0,valid,True,49.825,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,120.0,140.0,valid,True,47.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,130.0,150.0,valid,True,31.9,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,140.0,160.0,valid,True,19.875,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEAN_W20S,150.0,170.0,valid,True,19.975,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,60.0,70.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,65.0,75.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,70.0,80.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,75.0,85.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,80.0,90.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,85.0,95.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,90.0,100.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,95.0,105.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,100.0,110.0,valid,True,49.9,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,105.0,115.0,valid,True,49.55,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,110.0,120.0,valid,True,49.65,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,115.0,125.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,120.0,130.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,125.0,135.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,130.0,140.0,valid,True,44.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,135.0,145.0,valid,True,28.9,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,140.0,150.0,valid,True,19.8,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,145.0,155.0,valid,True,19.8,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,150.0,160.0,valid,True,19.95,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,155.0,165.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W10S,160.0,170.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,60.0,80.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,70.0,90.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,80.0,100.0,valid,True,50.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,90.0,110.0,valid,True,49.95,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,100.0,120.0,valid,True,49.775,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,110.0,130.0,valid,True,49.825,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,120.0,140.0,valid,True,47.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,130.0,150.0,valid,True,31.9,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,140.0,160.0,valid,True,19.875,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ2_MEDIAN_W20S,150.0,170.0,valid,True,19.975,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,60.0,70.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,65.0,75.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,70.0,80.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,75.0,85.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,80.0,90.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,85.0,95.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,90.0,100.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,95.0,105.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,100.0,110.00000000000001,valid,True,19.96,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,105.0,115.00000000000001,valid,True,19.82,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,110.0,120.00000000000001,valid,True,19.86,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,115.0,125.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,120.0,130.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,125.0,135.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,130.0,140.0,valid,True,17.6,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,135.0,145.0,valid,True,11.56,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,140.0,150.0,valid,True,7.92,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,145.0,155.0,valid,True,7.92,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,150.0,160.0,valid,True,7.98,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,155.0,165.0,valid,True,8.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W10S,160.0,170.0,valid,True,8.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,60.0,80.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,70.0,90.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,80.0,100.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,90.0,110.00000000000001,valid,True,19.98,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,100.0,120.00000000000001,valid,True,19.91,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,110.0,130.0,valid,True,19.93,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,120.0,140.0,valid,True,18.8,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,130.0,150.0,valid,True,12.76,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,140.0,160.0,valid,True,7.95,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEAN_W20S,150.0,170.0,valid,True,7.99,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,60.0,70.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,65.0,75.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,70.0,80.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,75.0,85.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,80.0,90.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,85.0,95.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,90.0,100.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,95.0,105.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,100.0,110.00000000000001,valid,True,19.96,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,105.0,115.00000000000001,valid,True,19.82,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,110.0,120.00000000000001,valid,True,19.86,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,115.0,125.00000000000001,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,120.0,130.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,125.0,135.0,valid,True,20.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,130.0,140.0,valid,True,17.6,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,135.0,145.0,valid,True,11.56,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,140.0,150.0,valid,True,7.92,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,145.0,155.0,valid,True,7.92,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,150.0,160.0,valid,True,7.98,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
HZ5_MEDIAN_W10S,155.0,165.0,valid,True,8.0,0.0,1.0,0.0,0,C1,carbon_monoxide,25.0,12,3000,7.405593919861234e-05
