preprocessing,client,sample_index,true_class,gas,true_ppm,oracle_pred_ppm,abs_error
A_timeaware_response_legacy_G0,C3,95,0,Ethanol,50.0,56.1020300053813,6.102030005381302
A_timeaware_response_legacy_G0,C3,96,0,Ethanol,25.0,23.79040152056885,1.2095984794311505
A_timeaware_response_legacy_G0,C3,97,3,Methane,100.0,100.90797424178851,0.9079742417885086
A_timeaware_response_legacy_G0,C3,98,3,Methane,75.0,74.11139668858799,0.8886033114120124
A_timeaware_response_legacy_G0,C3,99,3,Methane,175.0,173.3215707077676,1.6784292922324084
A_timeaware_response_legacy_G0,C3,100,2,Ethylene,125.0,115.25992218718584,9.740077812814164
A_timeaware_response_legacy_G0,C3,101,2,Ethylene,87.5,87.61012002235742,0.11012002235742102
A_timeaware_response_legacy_G0,C3,102,2,Ethylene,37.5,37.98937960870619,0.48937960870618724
A_timeaware_response_legacy_G0,C3,103,2,Ethylene,75.0,78.32306598251049,3.323065982510485
A_timeaware_response_legacy_G0,C3,104,1,CO,125.0,142.7574891850578,17.757489185057807
A_timeaware_response_legacy_G0,C3,105,1,CO,125.0,135.36644104203012,10.366441042030118
A_timeaware_response_legacy_G0,C3,106,0,Ethanol,112.5,104.36431880672819,8.135681193271807
A_timeaware_response_legacy_G0,C3,107,0,Ethanol,62.5,69.67196518638468,7.171965186384682
A_timeaware_response_legacy_G0,C3,108,1,CO,150.0,152.42463530836267,2.4246353083626673
A_timeaware_response_legacy_G0,C3,109,0,Ethanol,100.0,98.64090605946873,1.3590939405312668
A_timeaware_response_legacy_G0,C3,110,1,CO,150.0,159.38251944601677,9.382519446016772
A_timeaware_response_legacy_G0,C3,111,0,Ethanol,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,112,2,Ethylene,87.5,86.86704096581572,0.6329590341842817
A_timeaware_response_legacy_G0,C3,113,0,Ethanol,125.0,120.98453936901394,4.015460630986055
A_timeaware_response_legacy_G0,C3,114,3,Methane,125.0,129.46288617840935,4.462886178409349
A_timeaware_response_legacy_G0,C3,115,1,CO,75.0,66.91764645894231,8.082353541057685
A_timeaware_response_legacy_G0,C3,116,2,Ethylene,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,117,3,Methane,225.0,224.43058675123422,0.5694132487657839
A_timeaware_response_legacy_G0,C3,118,0,Ethanol,50.0,52.484703196394804,2.484703196394804
A_timeaware_response_legacy_G0,C3,119,2,Ethylene,87.5,89.97033942735793,2.4703394273579278
A_timeaware_response_legacy_G0,C3,120,1,CO,150.0,148.82149372753832,1.178506272461675
A_timeaware_response_legacy_G0,C3,121,1,CO,175.0,161.87807441726292,13.121925582737077
A_timeaware_response_legacy_G0,C3,122,0,Ethanol,37.5,44.72365172262808,7.223651722628077
A_timeaware_response_legacy_G0,C3,123,3,Methane,175.0,180.10490041124967,5.104900411249673
A_timeaware_response_legacy_G0,C3,124,1,CO,200.0,212.5676684522691,12.56766845226909
A_timeaware_response_legacy_G0,C3,125,2,Ethylene,12.5,27.729726899797864,15.229726899797864
A_timeaware_response_legacy_G0,C3,126,0,Ethanol,37.5,39.23869602331996,1.7386960233199602
A_timeaware_response_legacy_G0,C3,127,2,Ethylene,25.0,25.56746026498891,0.5674602649889096
A_timeaware_response_legacy_G0,C3,128,3,Methane,75.0,69.46440575534066,5.535594244659336
A_timeaware_response_legacy_G0,C3,129,0,Ethanol,75.0,77.72401953611958,2.7240195361195845
A_timeaware_response_legacy_G0,C3,130,3,Methane,75.0,75.14917038994881,0.14917038994880727
A_timeaware_response_legacy_G0,C3,131,3,Methane,175.0,178.43666276258762,3.4366627625876163
A_timeaware_response_legacy_G0,C3,132,3,Methane,100.0,100.55471240684403,0.5547124068440326
A_timeaware_response_legacy_G0,C3,133,2,Ethylene,62.5,63.3001052915636,0.8001052915635967
A_timeaware_response_legacy_G0,C3,134,3,Methane,25.0,28.54637583628042,3.5463758362804185
A_timeaware_response_legacy_G0,C3,135,0,Ethanol,75.0,72.42182591762779,2.5781740823722146
A_timeaware_response_legacy_G0,C3,136,3,Methane,225.0,225.53943574369808,0.5394357436980783
A_timeaware_response_legacy_G0,C3,137,2,Ethylene,50.0,39.136358318021905,10.863641681978095
A_timeaware_response_legacy_G0,C3,138,2,Ethylene,62.5,125.0,62.5
A_timeaware_response_legacy_G0,C3,139,3,Methane,175.0,174.70904567575013,0.2909543242498671
A_timeaware_response_legacy_G0,C3,140,0,Ethanol,75.0,80.32729763996927,5.327297639969274
A_timeaware_response_legacy_G0,C3,141,2,Ethylene,37.5,42.936249290443854,5.436249290443854
A_timeaware_response_legacy_G0,C3,142,3,Methane,200.0,198.16194313453718,1.8380568654628178
A_timeaware_response_legacy_G0,C3,143,1,CO,50.0,33.233726732948426,16.766273267051574
A_timeaware_response_legacy_G0,C3,144,0,Ethanol,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,145,1,CO,200.0,222.05396602543016,22.053966025430157
A_timeaware_response_legacy_G0,C3,146,3,Methane,250.0,250.0,0.0
A_timeaware_response_legacy_G0,C3,147,2,Ethylene,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,148,3,Methane,25.0,28.095086886433037,3.0950868864330374
A_timeaware_response_legacy_G0,C3,149,1,CO,225.0,210.28605750943444,14.713942490565557
A_timeaware_response_legacy_G0,C3,150,2,Ethylene,62.5,62.21063379298002,0.28936620701998095
A_timeaware_response_legacy_G0,C3,151,3,Methane,200.0,203.0796016521383,3.079601652138308
A_timeaware_response_legacy_G0,C3,152,0,Ethanol,50.0,50.81102521786359,0.8110252178635875
A_timeaware_response_legacy_G0,C3,153,3,Methane,125.0,123.41765236965391,1.5823476303460922
A_timeaware_response_legacy_G0,C3,154,1,CO,175.0,169.38117409898544,5.61882590101456
A_timeaware_response_legacy_G0,C3,155,2,Ethylene,37.5,35.06669729630403,2.433302703695972
A_timeaware_response_legacy_G0,C3,156,3,Methane,250.0,245.5599320348776,4.4400679651224095
A_timeaware_response_legacy_G0,C3,157,1,CO,150.0,157.9570448672956,7.957044867295593
A_timeaware_response_legacy_G0,C3,158,3,Methane,25.0,25.0,0.0
A_timeaware_response_legacy_G0,C3,159,3,Methane,75.0,74.14134888122652,0.85865111877348
A_timeaware_response_legacy_G0,C3,160,3,Methane,200.0,196.4603470476727,3.5396529523272875
A_timeaware_response_legacy_G0,C3,161,2,Ethylene,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,162,3,Methane,25.0,30.69288323594698,5.692883235946979
A_timeaware_response_legacy_G0,C3,163,2,Ethylene,37.5,45.21277087086122,7.71277087086122
A_timeaware_response_legacy_G0,C3,164,1,CO,25.0,25.0,0.0
A_timeaware_response_legacy_G0,C3,165,0,Ethanol,62.5,68.35540051361963,5.855400513619628
A_timeaware_response_legacy_G0,C3,166,0,Ethanol,100.0,101.68866201494237,1.6886620149423663
A_timeaware_response_legacy_G0,C3,167,1,CO,200.0,250.0,50.0
A_timeaware_response_legacy_G0,C3,168,2,Ethylene,62.5,65.65197788722857,3.1519778872285684
A_timeaware_response_legacy_G0,C3,169,1,CO,100.0,98.53209638873042,1.467903611269577
A_timeaware_response_legacy_G0,C3,170,1,CO,25.0,25.0,0.0
A_timeaware_response_legacy_G0,C3,171,1,CO,150.0,151.0620476890074,1.062047689007386
A_timeaware_response_legacy_G0,C3,172,3,Methane,200.0,199.96362214247984,0.03637785752016498
A_timeaware_response_legacy_G0,C3,173,3,Methane,175.0,180.28219207378783,5.282192073787826
A_timeaware_response_legacy_G0,C3,174,0,Ethanol,62.5,63.020903099082226,0.5209030990822257
A_timeaware_response_legacy_G0,C3,175,0,Ethanol,25.0,26.98296083817653,1.9829608381765311
A_timeaware_response_legacy_G0,C3,176,2,Ethylene,62.5,68.89408880066314,6.394088800663141
A_timeaware_response_legacy_G0,C3,177,2,Ethylene,50.0,52.28737327582212,2.2873732758221195
A_timeaware_response_legacy_G0,C3,178,2,Ethylene,50.0,43.59236853992031,6.407631460079692
A_timeaware_response_legacy_G0,C3,179,0,Ethanol,75.0,78.66354072012972,3.663540720129717
A_timeaware_response_legacy_G0,C3,180,1,CO,175.0,169.2994668630615,5.700533136938503
A_timeaware_response_legacy_G0,C3,181,3,Methane,225.0,224.77582282836093,0.22417717163907014
A_timeaware_response_legacy_G0,C3,182,2,Ethylene,25.0,25.866678397756314,0.8666783977563135
A_timeaware_response_legacy_G0,C3,183,3,Methane,25.0,28.172481072790177,3.172481072790177
A_timeaware_response_legacy_G0,C3,184,2,Ethylene,37.5,44.42592102148015,6.92592102148015
A_timeaware_response_legacy_G0,C3,185,0,Ethanol,37.5,41.619731409609315,4.119731409609315
A_timeaware_response_legacy_G0,C3,186,1,CO,75.0,73.61029271647011,1.3897072835298871
A_timeaware_response_legacy_G0,C3,187,2,Ethylene,37.5,42.19848463535585,4.698484635355847
A_timeaware_response_legacy_G0,C3,188,0,Ethanol,25.0,29.3634743103068,4.363474310306799
A_timeaware_response_legacy_G0,C3,189,3,Methane,50.0,51.60787342751718,1.6078734275171769
A_timeaware_response_legacy_G0,C3,190,0,Ethanol,37.5,38.63767494849726,1.1376749484972635
A_timeaware_response_legacy_G0,C3,191,2,Ethylene,75.0,82.0795336200218,7.079533620021806
A_timeaware_response_legacy_G0,C3,192,2,Ethylene,75.0,75.72084282816718,0.7208428281671786
A_timeaware_response_legacy_G0,C3,193,0,Ethanol,100.0,107.34383169572396,7.3438316957239635
A_timeaware_response_legacy_G0,C3,194,0,Ethanol,100.0,91.12385102113568,8.876148978864322
A_timeaware_response_legacy_G0,C3,195,0,Ethanol,75.0,77.0942544611372,2.094254461137197
A_timeaware_response_legacy_G0,C3,196,0,Ethanol,87.5,97.56198482422529,10.061984824225291
A_timeaware_response_legacy_G0,C3,197,2,Ethylene,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,198,3,Methane,150.0,158.32072549165088,8.320725491650876
A_timeaware_response_legacy_G0,C3,199,3,Methane,150.0,150.43671486809876,0.43671486809876114
A_timeaware_response_legacy_G0,C3,200,3,Methane,100.0,102.27936637372532,2.279366373725324
A_timeaware_response_legacy_G0,C3,201,2,Ethylene,75.0,79.9266426218421,4.926642621842106
A_timeaware_response_legacy_G0,C3,202,0,Ethanol,125.0,121.90467960947336,3.0953203905266378
A_timeaware_response_legacy_G0,C3,203,0,Ethanol,50.0,56.00536225661406,6.005362256614063
A_timeaware_response_legacy_G0,C3,204,3,Methane,75.0,72.35782234917565,2.642177650824351
A_timeaware_response_legacy_G0,C3,205,3,Methane,250.0,247.85566612717275,2.1443338728272465
A_timeaware_response_legacy_G0,C3,206,1,CO,25.0,25.0,0.0
A_timeaware_response_legacy_G0,C3,207,2,Ethylene,25.0,22.212223272379454,2.787776727620546
A_timeaware_response_legacy_G0,C3,208,1,CO,150.0,162.67972404251196,12.679724042511964
A_timeaware_response_legacy_G0,C3,209,2,Ethylene,125.0,125.0,0.0
A_timeaware_response_legacy_G0,C3,210,0,Ethanol,75.0,76.48703916129152,1.48703916129152
A_timeaware_response_legacy_G0,C3,211,0,Ethanol,112.5,103.79764228070184,8.702357719298163
A_timeaware_response_legacy_G0,C3,212,3,Methane,225.0,229.79897677720024,4.798976777200238
A_timeaware_response_legacy_G0,C3,213,1,CO,50.0,47.412753668293696,2.5872463317063037
A_timeaware_response_legacy_G0,C3,214,0,Ethanol,62.5,68.16543570553854,5.665435705538542
A_timeaware_response_legacy_G0,C3,215,3,Methane,25.0,25.0,0.0
A_timeaware_response_legacy_G0,C3,216,1,CO,250.0,250.0,0.0
A_timeaware_response_legacy_G0,C3,217,0,Ethanol,50.0,59.02086360882262,9.020863608822623
A_timeaware_response_legacy_G0,C3,218,3,Methane,50.0,48.676051265070654,1.3239487349293455
A_timeaware_response_legacy_G0,C3,219,3,Methane,100.0,99.99475436420337,0.005245635796626402
A_timeaware_response_legacy_G0,C3,220,1,CO,200.0,123.11475742243957,76.88524257756043
A_timeaware_response_legacy_G0,C3,221,2,Ethylene,37.5,44.39739675677496,6.89739675677496
A_timeaware_response_legacy_G0,C3,222,3,Methane,150.0,151.09995187332282,1.0999518733228228
A_timeaware_response_legacy_G0,C3,223,2,Ethylene,50.0,58.1290050999758,8.1290050999758
A_timeaware_response_legacy_G0,C3,224,1,CO,125.0,141.28497987983417,16.284979879834168
A_timeaware_response_legacy_G0,C3,225,1,CO,100.0,89.7184820429942,10.281517957005804
A_timeaware_response_legacy_G0,C3,226,3,Methane,25.0,27.36855492368882,2.3685549236888193
A_timeaware_response_legacy_G0,C3,227,1,CO,75.0,67.70189609416904,7.298103905830956
A_timeaware_response_legacy_G0,C3,228,1,CO,50.0,61.14711240981685,11.147112409816849
A_timeaware_response_legacy_G0,C3,229,3,Methane,125.0,124.0707304287382,0.9292695712617984
A_timeaware_response_legacy_G0,C3,230,2,Ethylene,87.5,84.72231333938916,2.77768666061084
A_timeaware_response_legacy_G0,C3,231,3,Methane,25.0,25.0,0.0
A_timeaware_response_legacy_G0,C3,232,3,Methane,200.0,195.70674143703252,4.29325856296748
A_timeaware_response_legacy_G0,C3,233,3,Methane,250.0,246.38871939440736,3.61128060559264
A_timeaware_response_legacy_G0,C3,234,2,Ethylene,125.0,119.45593171967242,5.544068280327579
A_timeaware_response_legacy_G0,C3,235,3,Methane,50.0,47.13297119415567,2.8670288058443276
A_timeaware_response_legacy_G0,C3,236,3,Methane,250.0,249.59717085959093,0.40282914040906803
A_timeaware_response_legacy_G0,C3,237,0,Ethanol,25.0,18.557330502876532,6.442669497123468
A_timeaware_response_legacy_G0,C3,238,3,Methane,50.0,47.137605487368376,2.8623945126316244
A_timeaware_response_legacy_G0,C3,239,0,Ethanol,100.0,94.85317443908757,5.146825560912433
A_timeaware_response_legacy_G0,C3,240,3,Methane,100.0,100.1793145871405,0.17931458714049597
A_timeaware_response_legacy_G0,C3,241,0,Ethanol,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,242,0,Ethanol,37.5,41.31209762807419,3.8120976280741914
A_timeaware_response_legacy_G0,C3,243,2,Ethylene,87.5,88.52561696195166,1.0256169619516555
A_timeaware_response_legacy_G0,C3,244,1,CO,125.0,147.22135689066596,22.22135689066596
A_timeaware_response_legacy_G0,C3,245,3,Methane,225.0,226.3866882416598,1.3866882416598116
A_timeaware_response_legacy_G0,C3,246,1,CO,25.0,31.972610726413933,6.972610726413933
A_timeaware_response_legacy_G0,C3,247,3,Methane,150.0,139.365150459312,10.634849540688009
A_timeaware_response_legacy_G0,C3,248,3,Methane,100.0,103.71228373131845,3.7122837313184505
A_timeaware_response_legacy_G0,C3,249,1,CO,50.0,70.85074065836814,20.85074065836814
A_timeaware_response_legacy_G0,C3,250,2,Ethylene,37.5,36.49351943230292,1.006480567697082
A_timeaware_response_legacy_G0,C3,251,2,Ethylene,25.0,26.238747639512326,1.2387476395123258
A_timeaware_response_legacy_G0,C3,252,1,CO,250.0,243.42976683075162,6.570233169248382
A_timeaware_response_legacy_G0,C3,253,1,CO,175.0,174.1232990633781,0.8767009366218872
A_timeaware_response_legacy_G0,C3,254,1,CO,50.0,60.73884498345809,10.738844983458087
A_timeaware_response_legacy_G0,C3,255,0,Ethanol,75.0,73.79041628730756,1.2095837126924351
A_timeaware_response_legacy_G0,C3,256,1,CO,75.0,67.2410263508264,7.758973649173598
A_timeaware_response_legacy_G0,C3,257,1,CO,200.0,191.81444717942261,8.185552820577385
A_timeaware_response_legacy_G0,C3,258,0,Ethanol,50.0,55.89338145212933,5.893381452129333
A_timeaware_response_legacy_G0,C3,259,0,Ethanol,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,260,0,Ethanol,25.0,19.236338651074632,5.763661348925368
A_timeaware_response_legacy_G0,C3,261,1,CO,125.0,123.48586025677966,1.5141397432203405
A_timeaware_response_legacy_G0,C3,262,2,Ethylene,125.0,124.61901180456124,0.3809881954387606
A_timeaware_response_legacy_G0,C3,263,3,Methane,75.0,73.14870489473125,1.851295105268747
A_timeaware_response_legacy_G0,C3,264,1,CO,75.0,90.79348089953089,15.793480899530891
A_timeaware_response_legacy_G0,C3,265,0,Ethanol,37.5,39.66583341404592,2.1658334140459203
A_timeaware_response_legacy_G0,C3,266,2,Ethylene,87.5,86.70690540292911,0.7930945970708905
A_timeaware_response_legacy_G0,C3,267,3,Methane,225.0,228.06378259454647,3.063782594546467
A_timeaware_response_legacy_G0,C3,268,3,Methane,200.0,202.1243316410873,2.124331641087309
A_timeaware_response_legacy_G0,C3,269,1,CO,150.0,161.01038226347535,11.01038226347535
A_timeaware_response_legacy_G0,C3,270,2,Ethylene,25.0,35.20176050053282,10.20176050053282
A_timeaware_response_legacy_G0,C3,271,0,Ethanol,25.0,23.75095655317726,1.2490434468227392
A_timeaware_response_legacy_G0,C3,272,3,Methane,25.0,25.219445244005087,0.2194452440050867
A_timeaware_response_legacy_G0,C3,273,2,Ethylene,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,274,2,Ethylene,112.5,118.78838312750688,6.288383127506876
A_timeaware_response_legacy_G0,C3,275,2,Ethylene,87.5,82.82503408560396,4.67496591439604
A_timeaware_response_legacy_G0,C3,276,2,Ethylene,62.5,63.60460005819799,1.1046000581979882
A_timeaware_response_legacy_G0,C3,277,0,Ethanol,12.5,12.973452128408532,0.4734521284085318
A_timeaware_response_legacy_G0,C3,278,0,Ethanol,87.5,95.09597412926065,7.595974129260654
A_timeaware_response_legacy_G0,C3,279,1,CO,100.0,110.01177703651427,10.011777036514275
A_timeaware_response_legacy_G0,C3,280,0,Ethanol,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,281,0,Ethanol,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,282,2,Ethylene,87.5,85.70838376679576,1.7916162332042376
A_timeaware_response_legacy_G0,C3,283,1,CO,225.0,221.38801290091783,3.611987099082171
A_timeaware_response_legacy_G0,C3,284,1,CO,250.0,250.0,0.0
A_timeaware_response_legacy_G0,C3,285,0,Ethanol,100.0,107.31431114774307,7.314311147743069
A_timeaware_response_legacy_G0,C3,286,1,CO,50.0,44.168616658084694,5.831383341915306
A_timeaware_response_legacy_G0,C3,287,3,Methane,225.0,228.27188104791904,3.271881047919038
A_timeaware_response_legacy_G0,C3,288,2,Ethylene,112.5,81.48018876067565,31.019811239324355
A_timeaware_response_legacy_G0,C3,289,3,Methane,250.0,250.0,0.0
A_timeaware_response_legacy_G0,C3,290,1,CO,150.0,163.48725634942068,13.487256349420676
A_timeaware_response_legacy_G0,C3,291,2,Ethylene,12.5,12.5,0.0
A_timeaware_response_legacy_G0,C3,292,3,Methane,50.0,48.00283962335909,1.9971603766409132
A_timeaware_response_legacy_G0,C3,293,2,Ethylene,12.5,12.5,0.0
