filename,client_id,unit_id,gas_code,gas,gas_type,class_label,classification_label,concentration_code,concentration,repeat_id,phase_label,regression_label,path,n_rows,duration_s,expected_rows_100hz,completeness,dt_median,dt_mean,dt_std,dt_p90,dt_p95,dt_p99,dt_max,duplicate_timestamp_count,gap_gt_0.015s,gap_gt_0.02s,gap_gt_0.05s,gap_gt_0.10s,gap_gt_0.50s,bin_median_samples,bin_p5_samples,bin_p95_samples,bin_min_samples,empty_bin_ratio,bins_le3,bins_4_7,bins_ge8
B1_GCO_F040_R2.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",B1_GCO_F040_R2.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GCO_F040_R3.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,late,"[0.0, 100.0, 0.0, 0.0]",B1_GCO_F040_R3.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GCO_F040_R4.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",B1_GCO_F040_R4.txt,58230,599.99,59999,0.9705161752695878,0.009999999999990905,0.010428442312371815,0.0033832059151641253,0.010000000000047748,0.010000000000047748,0.029999999999972715,0.37999999999999545,695,1560,1082,4,2,0,10.0,9.0,10.0,0,0.001,6,14,5980
B1_GCO_F050_R1.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",B1_GCO_F050_R1.txt,48236,599.99,59999,0.8039467324455407,0.009999999999990905,0.012443020386154835,0.007830474551747913,0.010000000000104592,0.03999999999999204,0.040000000000020464,0.060000000000002274,16,4772,4446,167,0,0,10.0,2.0,10.0,2,0.0,1387,272,4341
B1_GCO_F050_R2.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,2,middle,"[0.0, 125.0, 0.0, 0.0]",B1_GCO_F050_R2.txt,59842,599.99,59999,0.9973832897214954,0.009999999999990905,0.010029084830756372,0.001114801022045747,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.09999999999999432,16,60,51,16,0,0,10.0,10.0,10.0,1,0.0,11,13,5976
B1_GCO_F050_R3.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,3,late,"[0.0, 125.0, 0.0, 0.0]",B1_GCO_F050_R3.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GCO_F050_R4.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,4,late,"[0.0, 125.0, 0.0, 0.0]",B1_GCO_F050_R4.txt,58498,599.99,59999,0.9749829163819397,0.009999999999990905,0.010362342619298458,0.003659951434228097,0.010000000000019327,0.010000000000047748,0.029999999999972715,0.4199999999999591,596,1131,940,7,3,0,10.0,8.0,10.0,0,0.0011666666666666668,11,21,5968
B1_GCO_F060_R1.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,060,150.0,1,early,"[0.0, 150.0, 0.0, 0.0]",B1_GCO_F060_R1.txt,59961,599.99,59999,0.9993666561109352,0.009999999999990905,0.01000733883746143,0.0004831714045208559,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.05000000000006821,5,17,14,4,0,0,10.0,10.0,10.0,6,0.0,0,8,5992
B1_GCO_F060_R2.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,060,150.0,2,middle,"[0.0, 150.0, 0.0, 0.0]",B1_GCO_F060_R2.txt,59982,599.99,59999,0.9997166619443657,0.009999999999990905,0.010003334500408476,0.0006272638434558689,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.15999999999996817,2,4,3,1,1,0,10.0,10.0,10.0,0,0.00016666666666666666,1,1,5998
B1_GCO_F060_R3.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,060,150.0,3,late,"[0.0, 150.0, 0.0, 0.0]",B1_GCO_F060_R3.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GCO_F060_R4.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,060,150.0,4,late,"[0.0, 150.0, 0.0, 0.0]",B1_GCO_F060_R4.txt,58320,599.99,59999,0.9720162002700045,0.009999999999990905,0.010421016066000868,0.002686045929727778,0.010000000000047748,0.010000000000047748,0.029999999999972715,0.05000000000006821,744,1531,1175,2,0,0,10.0,9.0,10.0,6,0.0,0,11,5989
B1_GCO_F070_R1.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,070,175.0,1,early,"[0.0, 175.0, 0.0, 0.0]",B1_GCO_F070_R1.txt,59985,599.99,59999,0.999766662777713,0.009999999999990905,0.010003334500408476,0.00046554420591169137,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.12000000000000455,5,10,1,1,1,0,10.0,10.0,10.0,3,0.0,1,1,5998
B1_GCO_F070_R2.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,070,175.0,2,middle,"[0.0, 175.0, 0.0, 0.0]",B1_GCO_F070_R2.txt,59998,599.99,59999,0.9999833330555509,0.009999999999990905,0.010000333350000834,8.165101894320824e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.03000000000002956,0,1,1,0,0,0,10.0,10.0,10.0,8,0.0,0,0,6000
B1_GCO_F070_R3.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,070,175.0,3,late,"[0.0, 175.0, 0.0, 0.0]",B1_GCO_F070_R3.txt,59986,599.99,59999,0.999783329722162,0.009999999999990905,0.010003167722574192,0.00031361774116626663,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.049999999999954525,5,7,7,0,0,0,10.0,10.0,10.0,7,0.0,0,3,5997
B1_GCO_F070_R4.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,070,175.0,4,late,"[0.0, 175.0, 0.0, 0.0]",B1_GCO_F070_R4.txt,58484,599.99,59999,0.9747495791596527,0.009999999999990905,0.01039087665823837,0.00270621059780142,0.010000000000047748,0.010000000000047748,0.030000000000001137,0.10999999999998522,741,1296,1091,9,1,0,10.0,8.0,10.0,1,0.0,1,26,5973
B1_GCO_F080_R1.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,080,200.0,1,early,"[0.0, 200.0, 0.0, 0.0]",B1_GCO_F080_R1.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GCO_F080_R2.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,080,200.0,2,middle,"[0.0, 200.0, 0.0, 0.0]",B1_GCO_F080_R2.txt,59955,599.99,59999,0.9992666544442408,0.009999999999990905,0.010009509192219145,0.0006313702057690864,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.12000000000000455,12,22,18,2,1,0,10.0,10.0,10.0,4,0.0,0,8,5992
B1_GCO_F080_R3.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,080,200.0,3,late,"[0.0, 200.0, 0.0, 0.0]",B1_GCO_F080_R3.txt,59999,599.99,59999,1.0,0.009999999999990905,0.010000166672222408,4.0825169251918886e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.020000000000010232,0,1,1,0,0,0,10.0,10.0,10.0,9,0.0,0,0,6000
B1_GCO_F080_R4.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,080,200.0,4,late,"[0.0, 200.0, 0.0, 0.0]",B1_GCO_F080_R4.txt,58618,599.98,59998,0.9769992333077769,0.009999999999990905,0.010308403346906516,0.002338045415920299,0.010000000000019327,0.010000000000047748,0.029999999999972715,0.05000000000001137,414,1109,820,7,0,0,10.0,9.0,10.0,4,0.0,0,16,5984
B1_GCO_F090_R1.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,090,225.0,1,early,"[0.0, 225.0, 0.0, 0.0]",B1_GCO_F090_R1.txt,59929,599.99,59999,0.9988333138885648,0.009999999999990905,0.010012181690751928,0.002054277616538867,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.38000000000010914,2,3,3,2,2,0,10.0,10.0,10.0,0,0.001,6,2,5992
B1_GCO_F090_R2.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,090,225.0,2,middle,"[0.0, 225.0, 0.0, 0.0]",B1_GCO_F090_R2.txt,59976,599.99,59999,0.9996166602776713,0.009999999999990905,0.010005169423692636,0.0004021519761944009,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.05000000000001137,7,12,9,1,0,0,10.0,10.0,10.0,7,0.0,0,6,5994
B1_GCO_F090_R3.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,090,225.0,3,late,"[0.0, 225.0, 0.0, 0.0]",B1_GCO_F090_R3.txt,59922,599.99,59999,0.9987166452774213,0.009999999999990905,0.010013518475249507,0.001460958994017299,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.21000000000000796,3,9,8,5,4,0,10.0,10.0,10.0,0,0.0005,8,1,5991
B1_GCO_F090_R4.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,090,225.0,4,late,"[0.0, 225.0, 0.0, 0.0]",B1_GCO_F090_R4.txt,58327,599.99,59999,0.972132868881148,0.009999999999990905,0.010420473097363577,0.0026545145250683527,0.010000000000047748,0.010000000000047748,0.029999999999972715,0.05000000000001137,748,1571,1072,1,0,0,10.0,9.0,10.0,6,0.0,0,14,5986
B1_GCO_F100_R1.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,100,250.0,1,early,"[0.0, 250.0, 0.0, 0.0]",B1_GCO_F100_R1.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GCO_F100_R2.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,100,250.0,2,middle,"[0.0, 250.0, 0.0, 0.0]",B1_GCO_F100_R2.txt,59995,599.99,59999,0.9999333322222037,0.009999999999990905,0.01000100011668028,0.00018258209781520652,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.049999999999954525,1,2,2,0,0,0,10.0,10.0,10.0,6,0.0,0,1,5999
B1_GCO_F100_R3.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,100,250.0,3,late,"[0.0, 250.0, 0.0, 0.0]",B1_GCO_F100_R3.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GCO_F100_R4.txt,1,1,CO,carbon_monoxide,carbon_monoxide,1,1,100,250.0,4,late,"[0.0, 250.0, 0.0, 0.0]",B1_GCO_F100_R4.txt,58603,599.99,59999,0.9767329455490925,0.009999999999990905,0.010341802261445118,0.002521016395933676,0.010000000000019327,0.010000000000047748,0.029999999999972715,0.05000000000001137,586,1135,936,7,0,0,10.0,9.0,10.0,6,0.0,0,20,5980
B1_GEa_F010_R1.txt,1,1,Ea,ethanol,ethanol,0,0,010,12.5,1,early,"[12.5, 0.0, 0.0, 0.0]",B1_GEa_F010_R1.txt,59998,599.99,59999,0.9999833330555509,0.009999999999990905,0.010000333350000834,5.773550801801753e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.01999999999998181,0,2,0,0,0,0,10.0,10.0,10.0,8,0.0,0,0,6000
B1_GEa_F010_R2.txt,1,1,Ea,ethanol,ethanol,0,0,010,12.5,2,middle,"[12.5, 0.0, 0.0, 0.0]",B1_GEa_F010_R2.txt,59999,599.99,59999,1.0,0.009999999999990905,0.010000166672222408,4.082516925180286e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.01999999999998181,0,1,0,0,0,0,10.0,10.0,10.0,9,0.0,0,0,6000
B1_GEa_F010_R3.txt,1,1,Ea,ethanol,ethanol,0,0,010,12.5,3,late,"[12.5, 0.0, 0.0, 0.0]",B1_GEa_F010_R3.txt,59994,599.99,59999,0.9999166652777546,0.009999999999990905,0.010001333533363337,0.00014142567708451544,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.03000000000002956,2,6,2,0,0,0,10.0,10.0,10.0,8,0.0,0,0,6000
B1_GEa_F010_R4.txt,1,1,Ea,ethanol,ethanol,0,0,010,12.5,4,late,"[12.5, 0.0, 0.0, 0.0]",B1_GEa_F010_R4.txt,59762,599.99,59999,0.9960499341655694,0.009999999999990905,0.010042514017909449,0.0035527233318917457,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.40999999999996817,16,36,25,6,6,0,10.0,10.0,10.0,0,0.0025,18,7,5975
B1_GEa_F020_R1.txt,1,1,Ea,ethanol,ethanol,0,0,020,25.0,1,early,"[25.0, 0.0, 0.0, 0.0]",B1_GEa_F020_R1.txt,59999,599.99,59999,1.0,0.009999999999990905,0.010000166672222408,4.082516925186088e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.01999999999999602,0,1,0,0,0,0,10.0,10.0,10.0,9,0.0,0,0,6000
B1_GEa_F020_R2.txt,1,1,Ea,ethanol,ethanol,0,0,020,25.0,2,middle,"[25.0, 0.0, 0.0, 0.0]",B1_GEa_F020_R2.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.010000166672222408,4.082516925203492e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.020000000000038654,1,1,1,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GEa_F020_R3.txt,1,1,Ea,ethanol,ethanol,0,0,020,25.0,3,late,"[25.0, 0.0, 0.0, 0.0]",B1_GEa_F020_R3.txt,59999,599.99,59999,1.0,0.009999999999990905,0.010000333350000834,8.165101894297616e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.029999999999972715,1,1,1,0,0,0,10.0,10.0,10.0,9,0.0,0,0,6000
B1_GEa_F020_R4.txt,1,1,Ea,ethanol,ethanol,0,0,020,25.0,4,late,"[25.0, 0.0, 0.0, 0.0]",B1_GEa_F020_R4.txt,54297,599.99,59999,0.9049650827513792,0.009999999999990905,0.011065638774644511,0.008193032939398997,0.010000000000047748,0.010000000000047748,0.060000000000002274,0.18999999999999773,75,1692,1200,690,91,0,10.0,1.0,10.0,0,0.003833333333333333,546,13,5441
B1_GEa_F030_R1.txt,1,1,Ea,ethanol,ethanol,0,0,030,37.5,1,early,"[37.5, 0.0, 0.0, 0.0]",B1_GEa_F030_R1.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GEa_F030_R2.txt,1,1,Ea,ethanol,ethanol,0,0,030,37.5,2,middle,"[37.5, 0.0, 0.0, 0.0]",B1_GEa_F030_R2.txt,57880,599.99,59999,0.9646827447124119,0.009999999999990905,0.010368789423658516,0.0019977090209529254,0.010000000000047748,0.010000000000047748,0.020000000000038654,0.060000000000002274,14,2056,695,7,0,0,10.0,7.0,10.0,2,0.0,3,554,5443
B1_GEa_F030_R3.txt,1,1,Ea,ethanol,ethanol,0,0,030,37.5,3,late,"[37.5, 0.0, 0.0, 0.0]",B1_GEa_F030_R3.txt,59994,599.99,59999,0.9999166652777546,0.009999999999990905,0.01000100011668028,0.00018258209781520652,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.05000000000001137,0,2,2,1,0,0,10.0,10.0,10.0,6,0.0,0,1,5999
B1_GEa_F030_R4.txt,1,1,Ea,ethanol,ethanol,0,0,030,37.5,4,late,"[37.5, 0.0, 0.0, 0.0]",B1_GEa_F030_R4.txt,59981,599.99,59999,0.9996999949999167,0.009999999999990905,0.010004835751208937,0.00028580436654644024,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.030000000000001137,10,19,12,0,0,0,10.0,10.0,10.0,8,0.0,0,0,6000
B1_GEa_F040_R1.txt,1,1,Ea,ethanol,ethanol,0,0,040,50.0,1,early,"[50.0, 0.0, 0.0, 0.0]",B1_GEa_F040_R1.txt,59985,599.99,59999,0.999766662777713,0.009999999999990905,0.010003000950300928,0.0003214919286983564,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.05000000000006821,3,6,5,2,0,0,10.0,10.0,10.0,7,0.0,0,3,5997
B1_GEa_F040_R2.txt,1,1,Ea,ethanol,ethanol,0,0,040,50.0,2,middle,"[50.0, 0.0, 0.0, 0.0]",B1_GEa_F040_R2.txt,59998,599.99,59999,0.9999833330555509,0.009999999999990905,0.010000333350000834,5.773550801826369e-05,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.020000000000038654,0,2,2,0,0,0,10.0,10.0,10.0,9,0.0,0,0,6000
B1_GEa_F040_R3.txt,1,1,Ea,ethanol,ethanol,0,0,040,50.0,3,late,"[50.0, 0.0, 0.0, 0.0]",B1_GEa_F040_R3.txt,59767,599.99,59999,0.9961332688878148,0.009999999999990905,0.010039321330566897,0.0036422023682168955,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.39999999999997726,2,13,10,7,7,0,10.0,10.0,10.0,0,0.0028333333333333335,22,4,5974
B1_GEa_F040_R4.txt,1,1,Ea,ethanol,ethanol,0,0,040,50.0,4,late,"[50.0, 0.0, 0.0, 0.0]",B1_GEa_F040_R4.txt,56497,599.99,59999,0.9416323605393423,0.009999999999990905,0.01062963947205244,0.002867192381851022,0.010000000000047748,0.01999999999999602,0.020000000000010232,0.3700000000000001,51,3495,1357,1,1,0,10.0,6.0,10.0,0,0.0005,3,841,5156
B1_GEa_F050_R1.txt,1,1,Ea,ethanol,ethanol,0,0,050,62.5,1,early,"[62.5, 0.0, 0.0, 0.0]",B1_GEa_F050_R1.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GEa_F050_R2.txt,1,1,Ea,ethanol,ethanol,0,0,050,62.5,2,middle,"[62.5, 0.0, 0.0, 0.0]",B1_GEa_F050_R2.txt,59997,599.99,59999,0.9999666661111019,0.009999999999990905,0.010000666722226853,0.00010000194440250807,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.03000000000002956,1,3,3,0,0,0,10.0,10.0,10.0,8,0.0,0,0,6000
B1_GEa_F050_R3.txt,1,1,Ea,ethanol,ethanol,0,0,050,62.5,3,late,"[62.5, 0.0, 0.0, 0.0]",B1_GEa_F050_R3.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GEa_F050_R4.txt,1,1,Ea,ethanol,ethanol,0,0,050,62.5,4,late,"[62.5, 0.0, 0.0, 0.0]",B1_GEa_F050_R4.txt,59966,599.99,59999,0.9994499908331805,0.009999999999990905,0.01000733883746143,0.0003266387426138929,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.03000000000002956,10,34,16,0,0,0,10.0,10.0,10.0,8,0.0,0,0,6000
B1_GEa_F060_R1.txt,1,1,Ea,ethanol,ethanol,0,0,060,75.0,1,early,"[75.0, 0.0, 0.0, 0.0]",B1_GEa_F060_R1.txt,59926,599.99,59999,0.9987833130552176,0.009999999999990905,0.01001285003838323,0.0020306474367116595,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.36000000000001364,3,5,5,3,2,0,10.0,10.0,10.0,0,0.0008333333333333334,6,3,5991
B1_GEa_F060_R2.txt,1,1,Ea,ethanol,ethanol,0,0,060,75.0,2,middle,"[75.0, 0.0, 0.0, 0.0]",B1_GEa_F060_R2.txt,59808,599.99,59999,0.9968166136102269,0.009999999999990905,0.010032942042072172,0.003276075326634811,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.4199999999999591,5,14,10,6,6,0,10.0,10.0,10.0,0,0.0025,17,3,5980
B1_GEa_F060_R3.txt,1,1,Ea,ethanol,ethanol,0,0,060,75.0,3,late,"[75.0, 0.0, 0.0, 0.0]",B1_GEa_F060_R3.txt,60000,599.99,59999,1.000016666944449,0.009999999999990905,0.01,1.9180831215940035e-14,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.010000000000104592,0,0,0,0,0,0,10.0,10.0,10.0,10,0.0,0,0,6000
B1_GEa_F060_R4.txt,1,1,Ea,ethanol,ethanol,0,0,060,75.0,4,late,"[75.0, 0.0, 0.0, 0.0]",B1_GEa_F060_R4.txt,59985,599.99,59999,0.999766662777713,0.009999999999990905,0.010003167722574192,0.0002121437496966359,0.010000000000019327,0.010000000000047748,0.010000000000104592,0.03000000000002956,4,15,9,0,0,0,10.0,10.0,10.0,9,0.0,0,0,6000
