preprocessing,client,sample_index,true_class,gas,true_ppm,oracle_pred_ppm,abs_error
legacy,C3,32,0,Ethanol,50.0,53.606924143479006,3.606924143479006
legacy,C3,33,2,Ethylene,75.0,76.9679985444863,1.9679985444863064
legacy,C3,34,2,Ethylene,112.5,118.65642908714524,6.156429087145241
legacy,C3,35,2,Ethylene,100.0,99.96359804230158,0.036401957698416254
legacy,C3,36,1,CO,200.0,183.85102206422215,16.14897793577785
legacy,C3,37,1,CO,100.0,112.91819520650063,12.918195206500627
legacy,C3,38,2,Ethylene,75.0,80.21698586027651,5.216985860276509
legacy,C3,39,3,Methane,125.0,125.57099363851603,0.570993638516029
legacy,C3,40,3,Methane,50.0,51.551594815153436,1.551594815153436
legacy,C3,41,3,Methane,25.0,26.001977074932995,1.001977074932995
legacy,C3,42,2,Ethylene,75.0,75.4662390831489,0.4662390831489063
legacy,C3,43,0,Ethanol,125.0,123.20022928696292,1.799770713037077
legacy,C3,44,2,Ethylene,62.5,63.82607389680643,1.3260738968064274
legacy,C3,45,1,CO,225.0,225.39058407460368,0.39058407460368016
legacy,C3,46,1,CO,250.0,238.12229115372486,11.87770884627514
legacy,C3,47,2,Ethylene,12.5,12.5,0.0
legacy,C3,48,0,Ethanol,112.5,114.01680230780921,1.5168023078092148
legacy,C3,49,0,Ethanol,112.5,98.97613010679308,13.523869893206921
legacy,C3,50,0,Ethanol,25.0,24.10712711709202,0.8928728829079802
legacy,C3,51,1,CO,25.0,27.7241077710553,2.7241077710553014
legacy,C3,52,0,Ethanol,12.5,12.5,0.0
legacy,C3,53,3,Methane,225.0,224.32190981768,0.6780901823200054
legacy,C3,54,3,Methane,25.0,30.493306148675206,5.493306148675206
legacy,C3,55,0,Ethanol,100.0,100.9929191666248,0.9929191666248016
legacy,C3,56,0,Ethanol,112.5,107.24988725310534,5.250112746894658
legacy,C3,57,3,Methane,50.0,66.64669805274295,16.64669805274295
legacy,C3,58,1,CO,200.0,196.62413018306003,3.375869816939968
legacy,C3,59,3,Methane,100.0,101.14091611417983,1.1409161141798307
legacy,C3,60,0,Ethanol,112.5,103.27058484269892,9.229415157301077
legacy,C3,61,3,Methane,50.0,46.02000497675997,3.979995023240029
legacy,C3,62,3,Methane,150.0,151.53828941566445,1.538289415664451
legacy,C3,63,0,Ethanol,37.5,44.132757063705746,6.632757063705746
legacy,C3,64,3,Methane,250.0,249.6583748651728,0.34162513482721124
legacy,C3,65,1,CO,50.0,49.34837768783451,0.6516223121654932
legacy,C3,66,2,Ethylene,12.5,12.5,0.0
legacy,C3,67,0,Ethanol,100.0,101.02973206802048,1.0297320680204791
legacy,C3,68,0,Ethanol,87.5,92.38379143723127,4.883791437231267
legacy,C3,69,3,Methane,25.0,25.0,0.0
legacy,C3,70,2,Ethylene,37.5,41.60546096368569,4.105460963685687
legacy,C3,71,0,Ethanol,12.5,12.5,0.0
legacy,C3,72,2,Ethylene,25.0,32.45240737581001,7.452407375810012
legacy,C3,73,3,Methane,225.0,223.2660894505094,1.733910549490588
legacy,C3,74,0,Ethanol,25.0,22.093875455785135,2.9061245442148653
legacy,C3,75,0,Ethanol,112.5,115.86755013858343,3.3675501385834252
legacy,C3,76,0,Ethanol,87.5,81.32671787612824,6.173282123871758
legacy,C3,77,0,Ethanol,37.5,38.144879377140235,0.644879377140235
legacy,C3,78,2,Ethylene,50.0,52.041586432126735,2.041586432126735
legacy,C3,79,1,CO,100.0,86.14442544972016,13.85557455027984
legacy,C3,80,1,CO,200.0,212.8566895711897,12.85668957118969
legacy,C3,81,2,Ethylene,12.5,12.5,0.0
legacy,C3,82,2,Ethylene,62.5,67.80780576795941,5.307805767959408
legacy,C3,83,2,Ethylene,100.0,96.48777673230455,3.512223267695447
legacy,C3,84,0,Ethanol,25.0,25.75081153846596,0.7508115384659604
legacy,C3,85,0,Ethanol,87.5,85.31180812037115,2.188191879628846
legacy,C3,86,2,Ethylene,100.0,95.81751979563992,4.1824802043600755
legacy,C3,87,2,Ethylene,75.0,69.63018844287643,5.369811557123569
legacy,C3,88,3,Methane,50.0,46.259430568868304,3.7405694311316964
legacy,C3,89,2,Ethylene,100.0,97.51469441388375,2.4853055861162545
legacy,C3,90,0,Ethanol,37.5,42.567314398731554,5.067314398731554
legacy,C3,91,3,Methane,225.0,225.658391017949,0.6583910179489862
legacy,C3,92,3,Methane,150.0,150.3742518036814,0.3742518036814033
legacy,C3,93,0,Ethanol,87.5,89.74419925357353,2.2441992535735267
legacy,C3,94,3,Methane,100.0,101.52654964667266,1.5265496466726631
legacy,C3,95,0,Ethanol,50.0,55.26321055697005,5.263210556970051
legacy,C3,96,0,Ethanol,25.0,24.718942363349704,0.2810576366502957
legacy,C3,97,3,Methane,100.0,99.39135584333124,0.6086441566687597
legacy,C3,98,3,Methane,75.0,69.0666919172481,5.933308082751907
legacy,C3,99,3,Methane,175.0,173.40255742364573,1.5974425763542683
legacy,C3,100,2,Ethylene,125.0,120.63666858552715,4.363331414472853
legacy,C3,101,2,Ethylene,87.5,77.97139266980238,9.528607330197616
legacy,C3,102,2,Ethylene,37.5,39.177084296078334,1.677084296078334
legacy,C3,103,2,Ethylene,75.0,78.00007037541737,3.0000703754173657
legacy,C3,104,1,CO,125.0,144.3301518529662,19.330151852966196
legacy,C3,105,1,CO,125.0,134.5346106249074,9.534610624907401
legacy,C3,106,0,Ethanol,112.5,111.26206330450401,1.2379366954959892
legacy,C3,107,0,Ethanol,62.5,64.08322460275457,1.5832246027545693
legacy,C3,108,1,CO,150.0,146.0132007990315,3.9867992009685054
legacy,C3,109,0,Ethanol,100.0,96.61288608233227,3.387113917667733
legacy,C3,110,1,CO,150.0,171.30520353684392,21.30520353684392
legacy,C3,111,0,Ethanol,12.5,12.5,0.0
legacy,C3,112,2,Ethylene,87.5,85.32897037401635,2.1710296259836497
legacy,C3,113,0,Ethanol,125.0,119.25373911939931,5.746260880600687
legacy,C3,114,3,Methane,125.0,132.78147001737972,7.781470017379718
legacy,C3,115,1,CO,75.0,60.274188004855944,14.725811995144056
legacy,C3,116,2,Ethylene,12.5,12.5,0.0
legacy,C3,117,3,Methane,225.0,225.5572116358261,0.5572116358260928
legacy,C3,118,0,Ethanol,50.0,50.88069021151161,0.8806902115116131
legacy,C3,119,2,Ethylene,87.5,90.87215238019589,3.3721523801958853
legacy,C3,120,1,CO,150.0,150.80308864390952,0.8030886439095184
legacy,C3,121,1,CO,175.0,173.46728032988096,1.532719670119036
legacy,C3,122,0,Ethanol,37.5,43.15980699788649,5.659806997886491
legacy,C3,123,3,Methane,175.0,178.8170136028332,3.817013602833214
legacy,C3,124,1,CO,200.0,197.03688760503923,2.963112394960774
legacy,C3,125,2,Ethylene,12.5,26.126879427776807,13.626879427776807
legacy,C3,126,0,Ethanol,37.5,39.0469338163512,1.5469338163511992
legacy,C3,127,2,Ethylene,25.0,21.87906353851988,3.1209364614801203
legacy,C3,128,3,Methane,75.0,71.54241694402425,3.4575830559757463
legacy,C3,129,0,Ethanol,75.0,72.4321506109576,2.5678493890423937
legacy,C3,130,3,Methane,75.0,74.89114287729615,0.10885712270385284
legacy,C3,131,3,Methane,175.0,177.94602096687905,2.946020966879047
legacy,C3,132,3,Methane,100.0,101.45898510975456,1.4589851097545647
legacy,C3,133,2,Ethylene,62.5,65.0353499025399,2.535349902539906
legacy,C3,134,3,Methane,25.0,29.43461229897474,4.434612298974741
legacy,C3,135,0,Ethanol,75.0,78.23106009655385,3.231060096553847
legacy,C3,136,3,Methane,225.0,224.07291967557734,0.9270803244226613
legacy,C3,137,2,Ethylene,50.0,44.62475773515092,5.375242264849078
legacy,C3,138,2,Ethylene,62.5,102.95726742453581,40.457267424535814
legacy,C3,139,3,Methane,175.0,174.53688747564746,0.4631125243525389
legacy,C3,140,0,Ethanol,75.0,78.55373738421066,3.553737384210663
legacy,C3,141,2,Ethylene,37.5,44.3699722667529,6.869972266752903
legacy,C3,142,3,Methane,200.0,198.39933430463682,1.6006656953631762
legacy,C3,143,1,CO,50.0,39.76106240919326,10.238937590806742
legacy,C3,144,0,Ethanol,12.5,12.5,0.0
legacy,C3,145,1,CO,200.0,247.09050297403869,47.090502974038685
legacy,C3,146,3,Methane,250.0,247.75245604664383,2.247543953356171
legacy,C3,147,2,Ethylene,12.5,12.5,0.0
legacy,C3,148,3,Methane,25.0,28.643555020314448,3.643555020314448
legacy,C3,149,1,CO,225.0,209.96500260966297,15.034997390337026
legacy,C3,150,2,Ethylene,62.5,63.93912476782202,1.4391247678220225
legacy,C3,151,3,Methane,200.0,198.67464071605923,1.3253592839407702
legacy,C3,152,0,Ethanol,50.0,52.38094674099919,2.3809467409991925
legacy,C3,153,3,Methane,125.0,126.00344946538716,1.0034494653871633
legacy,C3,154,1,CO,175.0,169.8445698552887,5.155430144711289
legacy,C3,155,2,Ethylene,37.5,43.130459455456574,5.630459455456574
legacy,C3,156,3,Methane,250.0,246.80326390882058,3.1967360911794174
legacy,C3,157,1,CO,150.0,146.6818669612801,3.318133038719907
legacy,C3,158,3,Methane,25.0,25.0,0.0
legacy,C3,159,3,Methane,75.0,74.81977502601984,0.18022497398015958
legacy,C3,160,3,Methane,200.0,197.73894723063617,2.261052769363829
legacy,C3,161,2,Ethylene,12.5,12.5,0.0
legacy,C3,162,3,Methane,25.0,38.288202528806465,13.288202528806465
legacy,C3,163,2,Ethylene,37.5,41.66538030470764,4.165380304707639
legacy,C3,164,1,CO,25.0,30.938578369541858,5.938578369541858
legacy,C3,165,0,Ethanol,62.5,68.29933491058809,5.799334910588087
legacy,C3,166,0,Ethanol,100.0,96.09461862486772,3.9053813751322792
legacy,C3,167,1,CO,200.0,250.0,50.0
legacy,C3,168,2,Ethylene,62.5,65.85764420784247,3.357644207842469
legacy,C3,169,1,CO,100.0,92.99565290639428,7.004347093605716
legacy,C3,170,1,CO,25.0,25.0,0.0
legacy,C3,171,1,CO,150.0,138.04205682826318,11.957943171736815
legacy,C3,172,3,Methane,200.0,198.80688139101494,1.1931186089850598
legacy,C3,173,3,Methane,175.0,179.53269107770706,4.532691077707057
legacy,C3,174,0,Ethanol,62.5,63.675948279314554,1.1759482793145537
legacy,C3,175,0,Ethanol,25.0,27.283915359736394,2.283915359736394
legacy,C3,176,2,Ethylene,62.5,67.00955667511498,4.509556675114979
legacy,C3,177,2,Ethylene,50.0,55.16691480134543,5.166914801345428
legacy,C3,178,2,Ethylene,50.0,50.80657349100575,0.80657349100575
legacy,C3,179,0,Ethanol,75.0,72.34590133599451,2.654098664005488
legacy,C3,180,1,CO,175.0,173.30088004621007,1.699119953789932
legacy,C3,181,3,Methane,225.0,225.55566713337356,0.5556671333735608
legacy,C3,182,2,Ethylene,25.0,24.98806170936119,0.01193829063880969
legacy,C3,183,3,Methane,25.0,30.28325032021866,5.283250320218659
legacy,C3,184,2,Ethylene,37.5,44.449012006682906,6.949012006682906
legacy,C3,185,0,Ethanol,37.5,41.884321851202714,4.384321851202714
legacy,C3,186,1,CO,75.0,70.33806793715512,4.661932062844883
legacy,C3,187,2,Ethylene,37.5,44.04021966610321,6.540219666103212
legacy,C3,188,0,Ethanol,25.0,29.558537510389613,4.558537510389613
legacy,C3,189,3,Methane,50.0,50.163838938454106,0.1638389384541057
legacy,C3,190,0,Ethanol,37.5,41.842931225404186,4.342931225404186
legacy,C3,191,2,Ethylene,75.0,78.80520146244582,3.8052014624458224
legacy,C3,192,2,Ethylene,75.0,68.6961745199006,6.303825480099405
legacy,C3,193,0,Ethanol,100.0,98.63759457778679,1.3624054222132145
legacy,C3,194,0,Ethanol,100.0,97.25831161711322,2.741688382886778
legacy,C3,195,0,Ethanol,75.0,69.2330420408608,5.766957959139205
legacy,C3,196,0,Ethanol,87.5,90.21807639889009,2.7180763988900907
legacy,C3,197,2,Ethylene,12.5,12.5,0.0
legacy,C3,198,3,Methane,150.0,156.20967513795983,6.2096751379598345
legacy,C3,199,3,Methane,150.0,149.97213809558613,0.027861904413867933
legacy,C3,200,3,Methane,100.0,101.35979307553019,1.3597930755301917
legacy,C3,201,2,Ethylene,75.0,75.18295346165065,0.18295346165065496
legacy,C3,202,0,Ethanol,125.0,117.92906171419338,7.070938285806619
legacy,C3,203,0,Ethanol,50.0,57.453824115269846,7.453824115269846
legacy,C3,204,3,Methane,75.0,74.51592648324407,0.48407351675592736
legacy,C3,205,3,Methane,250.0,247.54117528328936,2.4588247167106374
legacy,C3,206,1,CO,25.0,25.0,0.0
legacy,C3,207,2,Ethylene,25.0,23.993860206374432,1.006139793625568
legacy,C3,208,1,CO,150.0,161.04782974128315,11.047829741283152
legacy,C3,209,2,Ethylene,125.0,125.0,0.0
legacy,C3,210,0,Ethanol,75.0,74.64200333882077,0.3579966611792287
legacy,C3,211,0,Ethanol,112.5,109.45082691147267,3.0491730885273256
legacy,C3,212,3,Methane,225.0,227.28782295637413,2.2878229563741286
legacy,C3,213,1,CO,50.0,46.35452514422404,3.6454748557759586
legacy,C3,214,0,Ethanol,62.5,68.50723607503471,6.007236075034712
legacy,C3,215,3,Methane,25.0,25.0,0.0
legacy,C3,216,1,CO,250.0,250.0,0.0
legacy,C3,217,0,Ethanol,50.0,56.41232677024827,6.412326770248271
legacy,C3,218,3,Methane,50.0,50.85864366645487,0.8586436664548671
legacy,C3,219,3,Methane,100.0,100.02590008176051,0.025900081760511284
legacy,C3,220,1,CO,200.0,250.0,50.0
legacy,C3,221,2,Ethylene,37.5,44.39198132917055,6.891981329170548
legacy,C3,222,3,Methane,150.0,150.50835644549363,0.5083564454936322
legacy,C3,223,2,Ethylene,50.0,54.20423448179642,4.204234481796419
legacy,C3,224,1,CO,125.0,139.2409965094708,14.24099650947079
legacy,C3,225,1,CO,100.0,95.89374628321829,4.106253716781708
legacy,C3,226,3,Methane,25.0,26.29583374817464,1.2958337481746405
legacy,C3,227,1,CO,75.0,64.5359202528303,10.464079747169706
legacy,C3,228,1,CO,50.0,68.66573281822272,18.665732818222722
legacy,C3,229,3,Methane,125.0,124.91445470934846,0.08554529065153815
legacy,C3,230,2,Ethylene,87.5,83.93526298710654,3.5647370128934597
legacy,C3,231,3,Methane,25.0,25.640240785552862,0.6402407855528622
legacy,C3,232,3,Methane,200.0,193.0058052020009,6.994194797999114
legacy,C3,233,3,Methane,250.0,246.25404746464486,3.745952535355144
legacy,C3,234,2,Ethylene,125.0,121.17025371061595,3.8297462893840475
legacy,C3,235,3,Methane,50.0,45.97615743887438,4.023842561125619
legacy,C3,236,3,Methane,250.0,248.9278627989416,1.0721372010584105
legacy,C3,237,0,Ethanol,25.0,24.41714180932905,0.5828581906709509
legacy,C3,238,3,Methane,50.0,45.421072317796984,4.578927682203016
legacy,C3,239,0,Ethanol,100.0,98.46099070518127,1.539009294818726
legacy,C3,240,3,Methane,100.0,100.23912676784302,0.23912676784301823
legacy,C3,241,0,Ethanol,12.5,12.5,0.0
legacy,C3,242,0,Ethanol,37.5,39.14976360695813,1.6497636069581318
legacy,C3,243,2,Ethylene,87.5,94.99149185464046,7.491491854640458
legacy,C3,244,1,CO,125.0,143.33508337399647,18.33508337399647
legacy,C3,245,3,Methane,225.0,226.67467741674014,1.6746774167401384
legacy,C3,246,1,CO,25.0,25.0,0.0
legacy,C3,247,3,Methane,150.0,139.66146260966985,10.338537390330146
legacy,C3,248,3,Methane,100.0,102.59594466686282,2.5959446668628203
legacy,C3,249,1,CO,50.0,66.04505634613746,16.045056346137457
legacy,C3,250,2,Ethylene,37.5,34.358456102298874,3.1415438977011263
legacy,C3,251,2,Ethylene,25.0,29.165404680821098,4.165404680821098
legacy,C3,252,1,CO,250.0,241.21142947460856,8.788570525391435
legacy,C3,253,1,CO,175.0,158.83531655118253,16.16468344881747
legacy,C3,254,1,CO,50.0,58.43373782059555,8.433737820595553
legacy,C3,255,0,Ethanol,75.0,71.58943598040936,3.4105640195906375
legacy,C3,256,1,CO,75.0,80.63023319043887,5.630233190438872
legacy,C3,257,1,CO,200.0,189.1282534238406,10.87174657615941
legacy,C3,258,0,Ethanol,50.0,58.464272377449305,8.464272377449305
legacy,C3,259,0,Ethanol,12.5,12.5,0.0
legacy,C3,260,0,Ethanol,25.0,22.776871300672646,2.2231286993273542
legacy,C3,261,1,CO,125.0,123.92074474930848,1.0792552506915172
legacy,C3,262,2,Ethylene,125.0,124.74797620377178,0.25202379622821525
legacy,C3,263,3,Methane,75.0,77.61856580893097,2.618565808930967
legacy,C3,264,1,CO,75.0,77.00943631131243,2.0094363113124274
legacy,C3,265,0,Ethanol,37.5,41.08828926937706,3.588289269377057
legacy,C3,266,2,Ethylene,87.5,83.52275792428209,3.9772420757179106
legacy,C3,267,3,Methane,225.0,225.93570455490251,0.9357045549025145
legacy,C3,268,3,Methane,200.0,201.6952966943812,1.6952966943811987
legacy,C3,269,1,CO,150.0,161.48773157191258,11.487731571912576
legacy,C3,270,2,Ethylene,25.0,24.333343955708685,0.6666560442913152
legacy,C3,271,0,Ethanol,25.0,24.816576296102824,0.18342370389717644
legacy,C3,272,3,Methane,25.0,25.0,0.0
legacy,C3,273,2,Ethylene,12.5,12.5,0.0
legacy,C3,274,2,Ethylene,112.5,116.49225207527832,3.9922520752783157
legacy,C3,275,2,Ethylene,87.5,98.1167824789341,10.616782478934098
legacy,C3,276,2,Ethylene,62.5,64.5832844317924,2.083284431792407
legacy,C3,277,0,Ethanol,12.5,12.5,0.0
legacy,C3,278,0,Ethanol,87.5,89.36682953281927,1.866829532819267
legacy,C3,279,1,CO,100.0,105.5494410888327,5.549441088832694
legacy,C3,280,0,Ethanol,12.5,12.5,0.0
legacy,C3,281,0,Ethanol,12.5,12.5,0.0
legacy,C3,282,2,Ethylene,87.5,83.87769697516435,3.622303024835645
legacy,C3,283,1,CO,225.0,224.90331229048252,0.09668770951748229
legacy,C3,284,1,CO,250.0,250.0,0.0
legacy,C3,285,0,Ethanol,100.0,100.97779924842396,0.9777992484239633
legacy,C3,286,1,CO,50.0,52.74029883126234,2.7402988312623435
legacy,C3,287,3,Methane,225.0,224.39062986299334,0.609370137006664
legacy,C3,288,2,Ethylene,112.5,73.6685981763159,38.831401823684104
legacy,C3,289,3,Methane,250.0,250.0,0.0
legacy,C3,290,1,CO,150.0,166.08302049680248,16.083020496802476
legacy,C3,291,2,Ethylene,12.5,12.5,0.0
legacy,C3,292,3,Methane,50.0,46.86370509201591,3.1362949079840874
legacy,C3,293,2,Ethylene,12.5,12.5,0.0
legacy,C3,294,1,CO,200.0,191.23590565502582,8.764094344974183
legacy,C3,295,1,CO,175.0,175.82845399111773,0.8284539911177262
legacy,C3,296,2,Ethylene,75.0,75.28178650824036,0.28178650824035856
legacy,C3,297,2,Ethylene,87.5,82.96711443059405,4.5328855694059484
legacy,C3,298,2,Ethylene,125.0,122.59940994031217,2.400590059687829
legacy,C3,299,3,Methane,50.0,46.19135282145401,3.808647178545989
legacy,C3,300,3,Methane,125.0,125.2894945126745,0.28949451267449433
legacy,C3,301,2,Ethylene,87.5,91.02385801967603,3.5238580196760267
legacy,C3,302,2,Ethylene,75.0,73.72231154330262,1.2776884566973763
legacy,C3,303,2,Ethylene,25.0,28.848645985258365,3.848645985258365
legacy,C3,304,0,Ethanol,112.5,105.88603298591056,6.6139670140894395
legacy,C3,305,3,Methane,75.0,72.2275148891945,2.772485110805505
legacy,C3,306,2,Ethylene,50.0,49.37824286076413,0.6217571392358678
legacy,C3,307,1,CO,75.0,75.54699218728453,0.5469921872845305
legacy,C3,308,0,Ethanol,62.5,73.0401882722645,10.540188272264501
legacy,C3,309,1,CO,150.0,140.22858642810107,9.771413571898933
legacy,C3,310,1,CO,250.0,221.4986982064486,28.50130179355139
legacy,C3,311,0,Ethanol,50.0,57.9024783299028,7.902478329902799
legacy,C3,312,0,Ethanol,50.0,52.947122579726674,2.947122579726674
legacy,C3,313,3,Methane,100.0,99.52559191025925,0.47440808974074855
legacy,C3,314,1,CO,175.0,167.5190510345935,7.480948965406498
legacy,C3,315,2,Ethylene,125.0,122.35332167871246,2.6466783212875384
legacy,C3,316,0,Ethanol,125.0,119.73360866784006,5.266391332159941
legacy,C3,317,2,Ethylene,75.0,76.39622617738965,1.39622617738965
legacy,C3,318,3,Methane,175.0,168.85639279838094,6.143607201619062
legacy,C3,319,3,Methane,25.0,26.6428062420047,1.6428062420046992
legacy,C3,320,0,Ethanol,125.0,120.47359303779169,4.526406962208313
legacy,C3,321,3,Methane,75.0,72.81471090784515,2.1852890921548465
legacy,C3,322,0,Ethanol,25.0,19.278719866487286,5.721280133512714
legacy,C3,323,2,Ethylene,12.5,12.5,0.0
legacy,C3,324,2,Ethylene,25.0,31.614861984471816,6.6148619844718155
legacy,C3,325,2,Ethylene,75.0,76.97452898418695,1.9745289841869464
legacy,C3,326,2,Ethylene,62.5,62.159050942503754,0.34094905749624616
legacy,C3,327,0,Ethanol,75.0,81.60978321145113,6.609783211451131
legacy,C3,328,1,CO,225.0,205.9846846916281,19.015315308371896
legacy,C3,329,2,Ethylene,37.5,36.21918791249003,1.2808120875099718
legacy,C3,330,3,Methane,50.0,48.54745919043131,1.4525408095686885
legacy,C3,331,0,Ethanol,62.5,64.23379844326224,1.7337984432622449
legacy,C3,332,3,Methane,50.0,46.243747144876494,3.756252855123506
legacy,C3,333,2,Ethylene,12.5,12.5,0.0
legacy,C3,334,2,Ethylene,100.0,100.53390073496882,0.5339007349688245
legacy,C3,335,2,Ethylene,50.0,48.444579516040704,1.5554204839592956
legacy,C3,336,0,Ethanol,100.0,102.15911090172295,2.159110901722954
legacy,C3,337,2,Ethylene,100.0,100.81494580339756,0.8149458033975634
legacy,C3,338,1,CO,75.0,74.10363073069767,0.8963692693023262
legacy,C3,339,3,Methane,75.0,76.126649119212,1.1266491192120043
legacy,C3,340,3,Methane,225.0,224.58824424026795,0.4117557597320456
legacy,C3,341,1,CO,75.0,51.808156927977116,23.191843072022884
legacy,C3,342,1,CO,225.0,200.96729606212543,24.032703937874572
legacy,C3,343,0,Ethanol,50.0,52.80975151032365,2.8097515103236503
legacy,C3,344,3,Methane,75.0,74.64033626787482,0.35966373212518477
legacy,C3,345,3,Methane,25.0,26.81294483700242,1.8129448370024193
legacy,C3,346,1,CO,25.0,28.03665343514639,3.036653435146391
legacy,C3,347,3,Methane,50.0,47.53713984332739,2.462860156672612
legacy,C3,348,3,Methane,25.0,25.985540943913602,0.9855409439136018
legacy,C3,349,3,Methane,100.0,103.30277784541767,3.3027778454176655
legacy,C3,350,1,CO,150.0,172.00795543057615,22.007955430576146
legacy,C3,351,3,Methane,75.0,74.63226249567454,0.3677375043254614
legacy,C3,352,0,Ethanol,125.0,114.72602475147266,10.273975248527336
legacy,C3,353,2,Ethylene,112.5,115.18051737269096,2.6805173726909572
legacy,C3,354,1,CO,100.0,92.53002676726484,7.469973232735157
legacy,C3,355,3,Methane,225.0,226.36116482078668,1.3611648207866835
legacy,C3,356,2,Ethylene,112.5,125.0,12.5
legacy,C3,357,0,Ethanol,37.5,43.641497731276075,6.1414977312760755
legacy,C3,358,1,CO,175.0,182.76164865849657,7.7616486584965685
legacy,C3,359,1,CO,50.0,46.67689723474001,3.323102765259989
legacy,C3,360,2,Ethylene,125.0,125.0,0.0
legacy,C3,361,1,CO,250.0,250.0,0.0
legacy,C3,362,2,Ethylene,125.0,119.39302960033191,5.606970399668086
legacy,C3,363,1,CO,250.0,250.0,0.0
legacy,C3,364,1,CO,150.0,144.13042234016933,5.869577659830668
legacy,C3,365,0,Ethanol,87.5,85.24252084767416,2.2574791523258426
legacy,C3,366,1,CO,125.0,128.65338762094146,3.6533876209414586
legacy,C3,367,3,Methane,25.0,25.0,0.0
legacy,C3,368,0,Ethanol,75.0,82.98180277789398,7.981802777893975
legacy,C3,369,1,CO,25.0,25.0,0.0
legacy,C3,370,0,Ethanol,12.5,12.5,0.0
legacy,C3,371,1,CO,25.0,36.490915848888406,11.490915848888406
legacy,C3,372,1,CO,75.0,64.86355676945676,10.136443230543236
legacy,C3,373,1,CO,25.0,25.515015086199327,0.5150150861993268
legacy,C3,374,1,CO,150.0,166.03444559446913,16.034445594469133
legacy,C3,375,2,Ethylene,50.0,53.28517732524163,3.2851773252416265
legacy,C3,376,0,Ethanol,100.0,98.6932093799706,1.3067906200294033
legacy,C3,377,1,CO,25.0,33.931636508976226,8.931636508976226
legacy,C3,378,1,CO,250.0,250.0,0.0
legacy,C3,379,0,Ethanol,50.0,53.35802463271904,3.3580246327190366
legacy,C3,380,1,CO,100.0,105.87351577583247,5.873515775832473
legacy,C3,381,3,Methane,175.0,171.49311774050142,3.506882259498582
legacy,C3,382,3,Methane,175.0,171.301000745352,3.698999254647987
legacy,C3,383,1,CO,100.0,94.666735776152,5.333264223848005
legacy,C3,384,2,Ethylene,75.0,76.84054343097928,1.840543430979281
legacy,C3,385,3,Methane,75.0,70.2550480656908,4.744951934309199
legacy,C3,386,3,Methane,75.0,71.1015538652387,3.8984461347613006
legacy,C3,387,3,Methane,200.0,196.34711777142329,3.652882228576715
legacy,C3,388,3,Methane,150.0,150.58336161123077,0.5833616112307709
legacy,C3,389,0,Ethanol,100.0,102.9013936330975,2.9013936330974985
legacy,C3,390,3,Methane,250.0,243.5711602021008,6.428839797899201
legacy,C3,391,0,Ethanol,50.0,53.731280251635184,3.7312802516351837
legacy,C3,392,3,Methane,150.0,150.13522635342582,0.13522635342582134
legacy,C3,393,1,CO,125.0,177.93581658247527,52.93581658247527
legacy,C3,394,3,Methane,125.0,129.44083052173988,4.440830521739883
