filename,client_id,unit_id,gas_code,gas,gas_type,class_label,classification_label,concentration_code,concentration,repeat_id,phase_label,regression_label,channel,timeaware_response_legacy_G0_relative_rmse,legacy_response_timeaware_G0_relative_rmse
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",6,6.252570933836149e-05,6.255620014330391e-05
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",7,7.2186998670588405e-06,7.238097948167902e-06
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",0,2.6532935634161564e-05,2.654059362357978e-05
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",1,6.875190081718471e-05,6.877373392434643e-05
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",2,3.608059618336373e-05,3.61020145049392e-05
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",3,2.089778907959357e-05,2.0907735678409056e-05
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",4,4.1418347174540366e-05,4.143585071797524e-05
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",5,0.00022961570538975552,0.00022972813970516842
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",6,3.6405169191040594e-05,3.6428484742884305e-05
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",7,9.312872927310732e-06,9.326242757202491e-06
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",0,9.878229797121311e-06,9.879520091747414e-06
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",1,3.799771505699146e-07,3.7996960590226185e-07
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",2,2.0200410450567943e-05,2.021334355958741e-05
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",3,2.428821323827931e-05,2.431742340559834e-05
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",4,0.00015776390733056447,0.0001578375185187003
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",5,4.4682941626198876e-07,4.4684922051502344e-07
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",6,1.1752043085357109e-05,1.1759604624433959e-05
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",7,2.1474319395230427e-06,2.1547289332485543e-06
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",0,8.575745938703984e-05,8.575292697575966e-05
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",1,5.676567090287423e-05,5.676605557228301e-05
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",2,0.00012325548864819562,0.00012332290165735065
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",3,9.357150715208515e-05,9.363616683348447e-05
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",4,2.8794547702082234e-05,2.880135345532147e-05
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",5,2.7971877536651506e-05,2.798005096746957e-05
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",6,7.416637704241383e-05,7.420460005820725e-05
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",7,2.2712013628946315e-05,2.2769571634992303e-05
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",0,4.2793196304669496e-05,4.2820639802184675e-05
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",1,1.0783195687205594e-05,1.0792989618503158e-05
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",2,5.9647427999702675e-05,5.980067164470503e-05
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",3,1.3669751756004556e-06,1.3719543314106013e-06
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",4,1.105948382842398e-05,1.1075981258629854e-05
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",5,3.765018087597745e-05,3.769184239271993e-05
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",6,3.0495749410808917e-05,3.057177512381605e-05
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",7,5.916949813764378e-05,6.00558305745285e-05
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",0,3.394243878899484e-05,3.3947649348805e-05
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",1,2.6412494132513702e-05,2.641538836911382e-05
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",2,4.457527217698892e-06,4.460413485483654e-06
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",3,2.9940898576704653e-05,2.9959502825733808e-05
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",4,1.608795682520245e-05,1.609363531340513e-05
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",5,6.825912601389951e-05,6.828039650965503e-05
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",6,8.537188662848261e-05,8.542400793252595e-05
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",7,5.300143836612714e-06,5.310708491178181e-06
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",0,2.3605462655929808e-05,2.3613862779532872e-05
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",1,1.8436285807557113e-05,1.8444339197509864e-05
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",2,1.6917619435419835e-05,1.693465547324874e-05
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",3,2.5473367522694385e-05,2.5477001946612214e-05
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",4,0.00010642506274190921,0.00010651723645181677
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",5,3.8999328473946885e-05,3.90146026262238e-05
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",6,1.6951063259387797e-05,1.696859135055856e-05
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",7,1.843111283967359e-05,1.8475009280834837e-05
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",0,0.00021114859278332642,0.0002112151280285026
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",1,0.0002050460244240465,0.00020510601847878825
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",2,0.0001843884913298226,0.000184557254505085
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",3,0.00015377375320407025,0.00015388122330912003
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",4,4.092230427380038e-05,4.094670241520659e-05
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",5,3.586056701062946e-05,3.587858708729703e-05
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",6,0.00019263855443687962,0.00019280558539607465
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",7,0.00018244458830976725,0.00018292503118498885
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",0,5.314705237487828e-05,5.316561614863035e-05
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",1,1.6085835032659759e-06,1.6092074393780994e-06
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",2,1.2233471218878014e-05,1.2245789188851578e-05
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",3,8.059633742070647e-05,8.072130567403964e-05
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",4,3.445090269392227e-05,3.447490499921167e-05
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",5,4.822486091675055e-05,4.825503254742578e-05
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",6,2.092810672608415e-06,2.095058977361995e-06
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",7,1.2487614048855888e-06,1.255677595866156e-06
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",0,8.308049831911965e-05,8.311185500202062e-05
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",1,5.381211379980527e-06,5.383929797655161e-06
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",2,1.2424182937178196e-05,1.243642783846253e-05
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",3,3.391688039441014e-05,3.3948005660429964e-05
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",4,2.2047079191849266e-05,2.2060301330677714e-05
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",5,4.4978249092018606e-05,4.5006442539830114e-05
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",6,3.5266682863000034e-06,3.5297759126171803e-06
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",7,9.301051606450669e-05,9.322868744414489e-05
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",0,1.7593803133943744e-06,1.7600236060858779e-06
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",1,2.6169450505930466e-05,2.618209934456729e-05
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",2,4.639184567813871e-05,4.645731160563429e-05
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",3,0.00010103282681866072,0.00010120838802764739
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",4,4.966541480993346e-05,4.971587517033789e-05
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",5,5.218781543082218e-06,5.221631744260187e-06
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",6,2.0449080646001423e-05,2.0475749398006977e-05
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",7,1.922068422990539e-05,1.930123637528719e-05
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",0,3.2606294119429454e-05,3.261288513859317e-05
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",1,3.431656889535114e-05,3.432842336767921e-05
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",2,6.760551415521053e-05,6.76754718046198e-05
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",3,5.633233730816358e-05,5.639623632087526e-05
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",4,8.578419687386376e-05,8.5836268851378e-05
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",5,7.004002584783682e-06,7.007737187931061e-06
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",6,1.0156764634794118e-05,1.016682629087623e-05
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",7,0.00012996206958248435,0.00013040682238826056
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",0,9.763897772792369e-05,9.763512924702024e-05
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",1,3.783920398736191e-05,3.783416195541895e-05
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",2,3.865391590130349e-05,3.867868915361287e-05
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",3,3.257280891933926e-05,3.260276279373067e-05
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",4,0.00010541595409111103,0.00010544293888444177
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",5,4.5096788064985166e-05,4.509694764360598e-05
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",6,9.761551429882244e-07,9.767288267719927e-07
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",7,2.5790307276525156e-05,2.5895262395359034e-05
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",0,5.638955240087438e-06,5.639928648058439e-06
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",1,3.3962585431345624e-05,3.3970672092942845e-05
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",2,6.673893300021791e-05,6.67961232386018e-05
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",3,1.483082090101997e-05,1.4844181397253974e-05
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",4,8.601498643749527e-05,8.604990762677696e-05
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",5,1.826925222698964e-05,1.827735852398465e-05
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",6,1.2071996015984292e-05,1.208186482631801e-05
B3_GCO_F040_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,4,late,"[0.0, 100.0, 0.0, 0.0]",7,2.5570453322730493e-05,2.564536846514773e-05
B3_GCO_F050_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",0,1.0925664141032047e-05,1.0924715337056073e-05
B3_GCO_F050_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",1,6.243807426792577e-05,6.243686757993236e-05
B3_GCO_F050_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",2,6.446856888021778e-06,6.450317666459507e-06
B3_GCO_F050_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",3,2.1018000803501387e-05,2.102931783473421e-05
B3_GCO_F050_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",4,7.575072341394942e-06,7.578166482537836e-06
B3_GCO_F050_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",5,0.00014951260846498809,0.00014955274518998346
B3_GCO_F050_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,050,125.0,1,early,"[0.0, 125.0, 0.0, 0.0]",6,7.412247595424309e-05,7.416258783018379e-05
