filename,client_id,unit_id,gas_code,gas,gas_type,class_label,classification_label,concentration_code,concentration,repeat_id,phase_label,regression_label,channel,legacy_G0,timeaware_G0,absolute_difference,relative_difference_percent
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",5,0.015057169903704008,0.015057086796835565,8.310686844259507e-08,0.0005519421576172232
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",6,0.01782443255952911,0.01782353166530291,9.008942262016262e-07,0.005054265953167747
B3_GCO_F010_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,2,middle,"[0.0, 25.0, 0.0, 0.0]",7,0.11989266370505544,0.11989285175174172,1.8804668627803167e-07,0.00015684586568252417
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",0,0.028491347074175995,0.02848961102020348,1.7360539725161384e-06,0.006093267433078529
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",1,0.04768019454901589,0.04768041603272983,2.2148371393859723e-07,0.0004645193167383345
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",2,0.04487265378410296,0.04487181004553111,8.437385718498835e-07,0.001880295682776834
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",3,0.22747888438344438,0.22747470334764097,4.181035803407784e-06,0.001837988530117864
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",4,0.00983758263845075,0.009837149144020426,4.334944303241439e-07,0.004406513736716237
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",5,0.016122939447523865,0.016123544108620984,6.046610971192912e-07,0.0037503154997716873
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",6,0.018487543018461675,0.018488682242770345,1.1392243086695564e-06,0.006162118500721951
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",7,0.11177788458438376,0.11177862470612195,7.401217381880487e-07,0.0006621361112173432
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",0,0.028139500510948844,0.028138759608720226,7.409022286172795e-07,0.00263296154929616
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",1,0.0467685533948404,0.046771748104306274,3.194709465872969e-06,0.00683089219994009
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",2,0.04415388648800078,0.0441523192316004,1.567256400381023e-06,0.003549532159093037
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",3,0.255824947069527,0.2558196546541366,5.292415390434346e-06,0.002068764384028582
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",4,0.009685833899669044,0.009686230780589278,3.9688092023405785e-07,0.004097540019219397
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",5,0.015734182807093704,0.015730609597310787,3.5732097829165033e-06,0.022709852978862896
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",6,0.018048320319762837,0.018048966561915084,6.462421522461514e-07,0.0035806221343407723
B3_GCO_F010_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,4,late,"[0.0, 25.0, 0.0, 0.0]",7,0.1110282001062316,0.11102919479531433,9.946890827255972e-07,0.0008958886857337869
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",0,0.026482068825101623,0.026481807857288164,2.609678134597726e-07,0.000985451005294603
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",1,0.041211211677910684,0.041211227349460276,1.5671549592755074e-08,3.802739340749611e-05
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",2,0.04130019808968866,0.04129937873030318,8.193593854857739e-07,0.001983911514677073
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",3,0.1220550683645466,0.12205216877850056,2.899586046045677e-06,0.0023756375584382703
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",4,0.009503598561117379,0.009505077086655545,1.4785255381660062e-06,0.015557533587489512
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",5,0.014162333363441141,0.014162339681850631,6.31840949005813e-09,4.461418417369391e-05
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",6,0.017131394973577456,0.017131197296794687,1.9767678276910727e-07,0.001153886085015221
B3_GCO_F020_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,1,early,"[0.0, 50.0, 0.0, 0.0]",7,0.12086048078255424,0.12086071508397021,2.3430141597724496e-07,0.0001938610656354972
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",0,0.026898199967555776,0.026895897353523986,2.302614031789857e-06,0.008560476294202724
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",1,0.043905732212585084,0.04390324637104289,2.4858415421935565e-06,0.00566176992598023
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",2,0.042964692704046126,0.04295949040296769,5.202301078435778e-06,0.01210831673874828
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",3,0.24266334043984508,0.24264110833063032,2.2232109214759266e-05,0.009161709046970976
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",4,0.009252622610333227,0.009252886370950848,2.6376061762131697e-07,0.0028506579024065244
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",5,0.014762226154616469,0.014761817771547812,4.083830686570089e-07,0.002766405719433438
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",6,0.017382656773339476,0.017381389588998278,1.2671843411977968e-06,0.007289934776491311
B3_GCO_F020_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,2,middle,"[0.0, 50.0, 0.0, 0.0]",7,0.11723618466726099,0.11723371363352576,2.4710337352268352e-06,0.0021077398093772054
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",0,0.02904236152297127,0.029041119621324156,1.241901647113658e-06,0.004276173086446041
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",1,0.048672548788508053,0.048672023923008616,5.248654994377544e-07,0.0010783604156798935
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",2,0.04571325815104259,0.04571594117188086,2.6830208382719323e-06,0.005869240012179575
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",3,0.2370697013682469,0.2370700168484721,3.1548022519367613e-07,0.0001330748819325638
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",4,0.010045563869943246,0.01004567399044178,1.101204985341081e-07,0.0010962102273182823
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",5,0.016433196696547983,0.016432580798947546,6.158976004373706e-07,0.0037478867429776965
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",6,0.018898959020134894,0.018898391940834352,5.670793005417563e-07,0.0030005848466975967
B3_GCO_F020_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,3,middle,"[0.0, 50.0, 0.0, 0.0]",7,0.11421602361837178,0.11421005955664613,5.964061725649561e-06,0.005221738191111597
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",0,0.02864831297348277,0.028647345272983144,9.677004996246075e-07,0.0033778620769757822
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",1,0.047468909258626686,0.04746766272983895,1.2465287877391762e-06,0.0026259899525975317
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",2,0.0448989076343274,0.044898711294657806,1.963396695919828e-07,0.00043729275373700086
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",3,0.2564313264648945,0.2564388646328704,7.53816797588458e-06,0.0029396439506062283
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",4,0.009860050707501454,0.009859893764891053,1.569426104006122e-07,0.0015917018589084071
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",5,0.015941919669828122,0.01594084358241085,1.0760874172739687e-06,0.006750049175762598
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",6,0.018368404307551173,0.0183668653289462,1.5389786049736787e-06,0.00837840118937828
B3_GCO_F020_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,020,50.0,4,late,"[0.0, 50.0, 0.0, 0.0]",7,0.11109496778616261,0.11109552351684296,5.557306803488649e-07,0.0005002302907351702
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",0,0.026560570464873003,0.026559949657742474,6.208071305288665e-07,0.0023373260425633515
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",1,0.04107825278412445,0.041079003927132124,7.5114300767537e-07,0.0018285661067981571
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",2,0.04149897978418072,0.04149966299207778,6.832078970619992e-07,0.0016463245617484696
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",3,0.12188859970011244,0.12188558303496341,3.016665149027653e-06,0.0024749362585587817
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",4,0.009574045032831076,0.0095750437562049,9.987233738229656e-07,0.010431571717055521
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",5,0.01414214150534655,0.01414159354979997,5.479555465794095e-07,0.0038746292163195405
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",6,0.01725528158110045,0.017254996205992648,2.853751078016331e-07,0.0016538420799472888
B3_GCO_F030_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,1,early,"[0.0, 75.0, 0.0, 0.0]",7,0.13189257716565825,0.1318948436881232,2.2665224649609517e-06,0.001718460973064602
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",0,0.02771678733472877,0.02771096399046355,5.823344265219049e-06,0.021010170460565882
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",1,0.04501063164656562,0.04500145815765192,9.173488913702399e-06,0.020380715795625476
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",2,0.04420250217955796,0.044194546183141475,7.955996416487976e-06,0.017998972963497374
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",3,0.24881910314115316,0.2487815156589598,3.75874821933464e-05,0.015106349037848316
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",4,0.009544115535398067,0.009544500421856594,3.8488645852721715e-07,0.004032709548618894
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",5,0.015142342675095437,0.015142879244147795,5.365690523579519e-07,0.003543500922353615
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",6,0.01788913485360865,0.017885768817392348,3.3660362163019653e-06,0.018816092806315663
B3_GCO_F030_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,2,middle,"[0.0, 75.0, 0.0, 0.0]",7,0.1217561683292474,0.12173567673024382,2.049159900358033e-05,0.01683002946361444
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",0,0.028472520063770226,0.028474020419583804,1.5003558135780193e-06,0.005269487246712463
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",1,0.047828100222727175,0.047828176328886,7.610615882641669e-08,0.00015912436093426982
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",2,0.044879245652253444,0.044878711900853185,5.337514002584642e-07,0.0011893056411737258
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",3,0.23081623536337148,0.2308340167278357,1.7781364464231064e-05,0.0077036887965173054
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",4,0.009841445915716469,0.009841778531851825,3.326161353567336e-07,0.0033797486487789005
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",5,0.016135171161108682,0.016134406065190923,7.650959177596395e-07,0.004741789908022693
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",6,0.018507404837016114,0.018507367234028127,3.760298798727302e-08,0.00020317807017472482
B3_GCO_F030_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,3,middle,"[0.0, 75.0, 0.0, 0.0]",7,0.11332771324901872,0.11332782979858443,1.1654956570683606e-07,0.00010284295197127807
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",0,0.028801932268325975,0.028799558898231617,2.373370094357896e-06,0.008240315518580453
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",1,0.04752583616226451,0.04752608859957454,2.5243731002766445e-07,0.0005311580614085009
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",2,0.04516226006669349,0.045162806901857824,5.468351643375668e-07,0.0012108232925677914
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",3,0.2576919064549131,0.2576833830868774,8.523368035695533e-06,0.0033075808056807635
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",4,0.009917008008625695,0.009916792626546914,2.1538207878139815e-07,0.00217184536499377
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",5,0.01598634514900264,0.01598705198192928,7.068329266404771e-07,0.0044214792064875144
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",6,0.018479708022725125,0.018479771629071714,6.360634658905684e-08,0.0003441956253358438
B3_GCO_F030_R4.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,030,75.0,4,late,"[0.0, 75.0, 0.0, 0.0]",7,0.11219354890936702,0.11220326800676379,9.719097396776455e-06,0.008662795224195826
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",0,0.027038485160526152,0.027038532355102157,4.719457600416144e-08,0.00017454593230341702
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",1,0.04135448892679987,0.04135341427672691,1.0746500729574837e-06,0.0025986298001643405
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",2,0.04233077007169439,0.04233267432883978,1.904257145392274e-06,0.004498517608271925
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",3,0.12228372370253794,0.12229530976172964,1.1586059191701081e-05,0.009474735345715203
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",4,0.009835137252394054,0.009834659868559421,4.77383834632944e-07,0.004853860422911129
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",5,0.01427775830598315,0.014277832112031617,7.380604846729533e-08,0.000516930227319835
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",6,0.017661025748344546,0.017660674717941454,3.510304030923672e-07,0.001987599180785244
B3_GCO_F040_R1.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,1,early,"[0.0, 100.0, 0.0, 0.0]",7,0.13872791357062986,0.13873035120828245,2.437637652591418e-06,0.0017571356692756396
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",0,0.026478064593944247,0.026478924586076008,8.599921317610504e-07,0.003247941815043905
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",1,0.04331379404267197,0.04331526690212814,1.4728594561683184e-06,0.0034004397183892126
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",2,0.04241854930547391,0.04242134089764816,2.7915921742491245e-06,0.006581064699185465
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",3,0.2387619611870978,0.23877499802046137,1.3036833363566647e-05,0.0054601802141132395
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",4,0.009139441297263563,0.009140214078659213,7.727813956508872e-07,0.008455455541710908
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",5,0.014728963316559754,0.014729064968907407,1.0165234765394104e-07,0.00069015276546757
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",6,0.01723260228833336,0.017232772965564854,1.7067723149383207e-07,0.0009904321392560787
B3_GCO_F040_R2.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,2,middle,"[0.0, 100.0, 0.0, 0.0]",7,0.1168052301092216,0.11679155927499324,1.3670834228360351e-05,0.011703957276208524
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",0,0.02911556235982367,0.029118406067919562,2.8437080958933214e-06,0.009766969501565704
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",1,0.048622070315464394,0.04862023049322122,1.8398222431728617e-06,0.003783924113547466
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",2,0.04581164006409194,0.04580991054911105,1.72951498089019e-06,0.003775274097304841
B3_GCO_F040_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,040,100.0,3,middle,"[0.0, 100.0, 0.0, 0.0]",3,0.23870556177562946,0.2387130679014941,7.506125864642499e-06,0.0031445123476837368
