pred_gas,pred_class,pred_ppm,calibrated_ppm,base_r3ak16_raw_ppm,routed_pred_ppm,final_ppm,qc_status,risk_score,risk_reasons,model_version,client_id,confidence,top1_confidence,top2_confidence,confidence_margin,phase,r4a_applied,r4a_delta,r4a_raw_delta,r4a_target_class,risk_classifier_uncertainty,risk_margin_risk,risk_response_signature_norm,risk_response_conc_gap_norm,risk_nearest_calib_conc,risk_nearest_calib_idx,risk_best_response_class,risk_best_response_norm,risk_pred_response_norm,risk_class_response_rank,risk_class_response_rank_risk,risk_class_response_margin,risk_class_response_margin_risk,risk_route_response_risk,risk_composite_response_risk,sample_index,true_class,true_gas,class_correct,true_ppm,abs_error,client,split,raw_ppm,auto_v2_ppm,route_correct,route_class,response_phase,phase_label,filename,repeat_id,baseline_final_ppm,mlp_direct_ppm,mlp_direct_delta_vs_final,val_select_mlp_ppm,coaware_select_mlp_ppm,hybrid_select_mlp_ppm,mlp_direct_plus_c4_rescue_ppm,val_select_mlp_plus_c4_rescue_ppm,coaware_select_mlp_plus_c4_rescue_ppm,hybrid_select_mlp_plus_c4_rescue_ppm,client_hybrid_mlp_c3c4_ridge_c5_ppm,client_hybrid_mlp_c3c4_ridge_c5_head,client_hybrid_mlp_c3_ridge_c4c5_ppm,client_hybrid_mlp_c3_ridge_c4c5_head,client_hybrid_mlp_c3_ridge_c4_c5grid_ppm,client_hybrid_mlp_c3_ridge_c4_c5grid_head,client_hybrid_mlp_c3c4_c5grid_ppm,client_hybrid_mlp_c3c4_c5grid_head,h2_mlp_plus_c4_rescue_ppm,h1_ridge_plus_c4_rescue_ppm,h2_3_ppm,source_aug_target_ridge_ppm,source_aug_c4_rescue_applied,h8_pred_co_source_aug_else_h23_ppm,h8_pred_co_or_c4_gate_source_aug_else_h23_ppm,h8_pred_co_switch,h8_pred_co_or_c4_gate_switch,pred_class_name,route_group,co_bin,baseline_error,baseline_abs_error,h2_3_error,h2_3_abs_error,source_aug_error,source_aug_abs_error,h8_error,h8_abs_error
CO,1,239.7518560290337,239.7518560290337,218.91950070858,239.7518560290337,239.7518560290337,accept,0.4099257588386535,,25,C4,0.9956642985343932,0.9956642985343932,0.004331971053034,0.9913323521614076,0,0,0.0,0.0,-1,0.004335780460153,0.0086677513327423,0.2063741672274933,0.4099257588386535,250.0,59.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433578046015303,0.4099257588386535,599,1,CO,1,250.0,10.24814397096634,C4,test,218.91950070858,239.7518560290337,1,1,recovery,early,B4_GCO_F100_R1.txt,1,239.7518560290337,246.6240999500745,6.872243921040848,246.6240999500745,246.6240999500745,246.6240999500745,246.6240999500745,246.6240999500745,246.6240999500745,246.6240999500745,246.6240999500745,mlp,209.4543130870253,ridge,209.4543130870253,ridge,246.6240999500745,mlp,246.6240999500745,209.4543130870253,209.4543130870253,225.1911719735948,0,225.1911719735948,225.1911719735948,1,1,CO,pred_CO,high_200_250,-10.24814397096631,10.24814397096631,-40.5456869129747,40.5456869129747,-24.808828026405195,24.808828026405195,-24.808828026405195,24.808828026405195
CO,1,186.95329576730728,186.95329576730728,114.05546143651009,186.95329576730728,186.95329576730728,reject,1.4128838303357858,composite_response_risk,25,C4,0.9361547231674194,0.9361547231674194,0.0638433992862701,0.8723113536834717,0,0,0.0,0.0,-1,0.0638452829620795,0.1276886824425078,1.4128838303357858,0.5218681693077087,200.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6384528296207959,1.4128838303357858,1355,1,CO,1,250.0,63.04670423269272,C4,test,114.05546143651009,186.95329576730728,1,1,recovery,early,B4_GCO_F100_R1.txt,1,186.95329576730728,210.0851650409937,23.13186927368642,210.0851650409937,210.0851650409937,210.0851650409937,210.0851650409937,210.0851650409937,210.0851650409937,210.0851650409937,210.0851650409937,mlp,205.0114972450835,ridge,205.0114972450835,ridge,210.0851650409937,mlp,210.0851650409937,205.0114972450835,205.0114972450835,226.34191594907784,0,226.34191594907784,226.34191594907784,1,1,CO,pred_CO,high_200_250,-63.04670423269272,63.04670423269272,-44.98850275491651,44.98850275491651,-23.658084050922156,23.658084050922156,-23.658084050922156,23.658084050922156
CO,1,215.37749618291852,215.37749618291852,139.59125131368637,215.37749618291852,215.37749618291852,reject,3.615099847316742,composite_response_risk,25,C4,0.9989206790924072,0.9989206790924072,0.001075719250366,0.997844934463501,0,0,0.0,0.0,-1,0.0010792700196041,0.0021549894607413,0.7748064012734168,3.615099847316742,125.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107927001960417,3.615099847316742,1100,1,CO,1,200.0,15.377496182918549,C4,test,139.59125131368637,215.37749618291852,1,1,main_response,early,B4_GCO_F080_R1.txt,1,215.37749618291852,171.07624647108827,-44.30124971183028,171.07624647108827,171.07624647108827,171.07624647108827,171.07624647108827,171.07624647108827,171.07624647108827,171.07624647108827,171.07624647108827,mlp,177.99327940333703,ridge,177.99327940333703,ridge,171.07624647108827,mlp,171.07624647108827,177.99327940333703,177.99327940333703,177.9817133838109,0,177.9817133838109,177.9817133838109,1,1,CO,pred_CO,high_200_250,15.37749618291852,15.37749618291852,-22.006720596662973,22.006720596662973,-22.0182866161891,22.0182866161891,-22.0182866161891,22.0182866161891
CO,1,238.1651416420937,238.1651416420937,215.34687876701355,238.1651416420937,238.1651416420937,accept,0.4733943343162536,,25,C4,0.9955742359161376,0.9955742359161376,0.004421129822731,0.991153120994568,0,0,0.0,0.0,-1,0.0044257264661119,0.0088468556466121,0.1469605283853526,0.4733943343162536,250.0,59.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442572646611194,0.4733943343162536,527,1,CO,1,250.0,11.834858357906342,C4,test,215.34687876701355,238.1651416420937,1,1,recovery,early,B4_GCO_F100_R1.txt,1,238.1651416420937,235.1515572520165,-3.013584390077199,235.1515572520165,235.1515572520165,235.1515572520165,235.1515572520165,235.1515572520165,235.1515572520165,235.1515572520165,235.1515572520165,mlp,210.24005456736103,ridge,210.24005456736103,ridge,235.1515572520165,mlp,235.1515572520165,210.24005456736103,210.24005456736103,228.45163333973687,0,228.45163333973687,228.45163333973687,1,1,CO,pred_CO,high_200_250,-11.834858357906313,11.834858357906313,-39.75994543263897,39.75994543263897,-21.548366660263127,21.548366660263127,-21.548366660263127,21.548366660263127
CO,1,240.13706147670743,240.13706147670743,220.0869455933571,240.13706147670743,240.13706147670743,accept,0.3945175409317016,,25,C4,0.9858148097991944,0.9858148097991944,0.0141708506271243,0.9716439843177797,0,0,0.0,0.0,-1,0.0141851350672993,0.0283559864631781,0.3407615302363288,0.3945175409317016,250.0,59.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1418513506729934,0.3945175409317016,1205,1,CO,1,250.0,9.862938523292542,C4,test,220.0869455933571,240.13706147670743,1,1,recovery,early,B4_GCO_F100_R1.txt,1,240.13706147670743,249.00075577792288,8.863694301215418,249.00075577792288,249.00075577792288,249.00075577792288,249.00075577792288,249.00075577792288,249.00075577792288,249.00075577792288,249.00075577792288,mlp,208.7588121284905,ridge,208.7588121284905,ridge,249.00075577792288,mlp,249.00075577792288,208.7588121284905,208.7588121284905,229.0348200809232,0,229.0348200809232,229.0348200809232,1,1,CO,pred_CO,high_200_250,-9.86293852329257,9.86293852329257,-41.24118787150951,41.24118787150951,-20.965179919076803,20.965179919076803,-20.965179919076803,20.965179919076803
CO,1,240.00938832759857,240.00938832759857,242.69527196884155,240.00938832759857,240.00938832759857,accept,0.4164947406827095,,25,C4,0.9996292591094972,0.9996292591094972,0.0003672938328236,0.9992619752883912,1,0,0.0,0.0,-1,0.0003707728542078,0.0007380666600309,0.4164947406827095,0.3996244668960571,250.0,38.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037077285420783,0.4164947406827095,126,1,CO,1,225.0,15.009388327598572,C4,test,242.69527196884155,240.00938832759857,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,240.00938832759857,248.09947938938424,8.090091061785671,248.09947938938424,248.09947938938424,248.09947938938424,248.09947938938424,248.09947938938424,248.09947938938424,248.09947938938424,248.09947938938424,mlp,238.4781766562018,ridge,238.4781766562018,ridge,248.09947938938424,mlp,248.09947938938424,238.4781766562018,238.4781766562018,245.3458181045071,0,245.3458181045071,245.3458181045071,1,1,CO,pred_CO,high_200_250,15.009388327598572,15.009388327598572,13.47817665620181,13.47817665620181,20.34581810450709,20.34581810450709,20.34581810450709,20.34581810450709
CO,1,240.43084383010864,240.43084383010864,215.8174991607666,240.43084383010864,240.43084383010864,accept,0.3827662467956543,,25,C4,0.9966038465499878,0.9966038465499878,0.0033891217317432,0.9932147264480592,0,0,0.0,0.0,-1,0.0033961109101342,0.0067852334466486,0.2965743997450376,0.3827662467956543,250.0,54.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339611091013425,0.3827662467956543,1229,1,CO,1,250.0,9.569156169891356,C4,test,215.8174991607666,240.43084383010864,1,1,recovery,early,B4_GCO_F100_R1.txt,1,240.43084383010864,244.59749201208484,4.1666481819762,244.59749201208484,244.59749201208484,244.59749201208484,244.59749201208484,244.59749201208484,244.59749201208484,244.59749201208484,244.59749201208484,mlp,217.8153235660345,ridge,217.8153235660345,ridge,244.59749201208484,mlp,244.59749201208484,217.8153235660345,217.8153235660345,229.9159296380587,0,229.9159296380587,229.9159296380587,1,1,CO,pred_CO,high_200_250,-9.569156169891357,9.569156169891357,-32.18467643396551,32.18467643396551,-20.084070361941286,20.084070361941286,-20.084070361941286,20.084070361941286
CO,1,235.059666633606,235.059666633606,220.79172283411023,235.059666633606,235.059666633606,accept,0.5976133346557617,,25,C4,0.9990726709365844,0.9990726709365844,0.0009242356754839,0.9981484413146972,0,0,0.0,0.0,-1,0.0009273395171152,0.001851574947891,0.145764996118159,0.5976133346557617,250.0,54.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092733951711521,0.5976133346557617,338,1,CO,1,250.0,14.940333366394045,C4,test,220.79172283411023,235.059666633606,1,1,recovery,early,B4_GCO_F100_R1.txt,1,235.059666633606,244.9712814858129,9.91161485220698,244.9712814858129,244.9712814858129,244.9712814858129,244.9712814858129,244.9712814858129,244.9712814858129,244.9712814858129,244.9712814858129,mlp,218.27101681066603,ridge,218.27101681066603,ridge,244.9712814858129,mlp,244.9712814858129,218.27101681066603,218.27101681066603,230.6479759116717,0,230.6479759116717,230.6479759116717,1,1,CO,pred_CO,high_200_250,-14.940333366393986,14.940333366393986,-31.728983189333974,31.728983189333974,-19.352024088328307,19.352024088328307,-19.352024088328307,19.352024088328307
CO,1,225.77018439769745,225.77018439769745,195.87900340557096,225.77018439769745,225.77018439769745,reject,6.030807375907898,composite_response_risk,25,C4,0.9999784231185912,0.9999784231185912,1.979684202524368e-05,0.999958634376526,1,0,0.0,0.0,-1,2.163731316806583e-05,4.1434158804753984e-05,1.628484376747144,6.030807375907898,75.0,22.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002163731316806,6.030807375907898,1142,1,CO,1,200.0,25.77018439769745,C4,test,195.87900340557096,225.77018439769745,1,1,main_response,middle,B4_GCO_F080_R2.txt,2,225.77018439769745,204.7506201515926,-21.019564246104835,204.7506201515926,204.7506201515926,204.7506201515926,204.7506201515926,204.7506201515926,204.7506201515926,204.7506201515926,204.7506201515926,mlp,172.06653090794015,ridge,172.06653090794015,ridge,204.7506201515926,mlp,204.7506201515926,172.06653090794015,172.06653090794015,181.1768323793852,0,181.1768323793852,181.1768323793852,1,1,CO,pred_CO,high_200_250,25.77018439769745,25.77018439769745,-27.933469092059852,27.933469092059852,-18.82316762061481,18.82316762061481,-18.82316762061481,18.82316762061481
CO,1,235.04023402929303,235.04023402929303,240.75427800416944,235.04023402929303,235.04023402929303,accept,0.5983906388282776,,25,C4,0.9997069239616394,0.9997069239616394,0.0002894342760555,0.99941748380661,1,0,0.0,0.0,-1,0.0002930667027251,0.0005825010265606,0.3879116799157296,0.5983906388282776,250.0,38.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002930667027251,0.5983906388282776,733,1,CO,1,225.0,10.04023402929306,C4,test,240.75427800416944,235.04023402929303,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,235.04023402929303,243.13013157925948,8.089897549966423,243.13013157925948,243.13013157925948,243.13013157925948,243.13013157925948,243.13013157925948,243.13013157925948,243.13013157925948,243.13013157925948,mlp,239.74290525637184,ridge,239.74290525637184,ridge,243.13013157925948,mlp,243.13013157925948,239.74290525637184,239.74290525637184,243.7154309690584,0,243.7154309690584,243.7154309690584,1,1,CO,pred_CO,high_200_250,10.040234029293032,10.040234029293032,14.742905256371841,14.742905256371841,18.71543096905839,18.71543096905839,18.71543096905839,18.71543096905839
CO,1,250.0,250.0,239.9553820490837,250.0,250.0,review,1.0,,25,C4,0.9997121691703796,0.9997121691703796,0.0002870979369617,0.9994250535964966,0,0,0.0,0.0,-1,0.0002878441024207,0.0005749420417376,0.2698855099878199,1.0,225.0,57.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028784410242077,1.0,184,1,CO,1,250.0,0.0,C4,test,239.9553820490837,250.0,1,1,recovery,early,B4_GCO_F100_R1.txt,1,250.0,218.3573321651435,-31.642667834856496,218.3573321651435,218.3573321651435,218.3573321651435,218.3573321651435,218.3573321651435,218.3573321651435,218.3573321651435,218.3573321651435,mlp,228.9523355349468,ridge,228.9523355349468,ridge,218.3573321651435,mlp,218.3573321651435,228.9523355349468,228.9523355349468,231.6714306190061,0,231.6714306190061,231.6714306190061,1,1,CO,pred_CO,high_200_250,0.0,0.0,-21.047664465053202,21.047664465053202,-18.328569380993912,18.328569380993912,-18.328569380993912,18.328569380993912
CO,1,233.57924818992612,233.57924818992612,57.00465105473995,233.57924818992612,233.57924818992612,accept,0.7480052855297048,,25,C4,0.9999737739562988,0.9999737739562988,2.597649108793121e-05,0.9999477863311768,0,0,0.0,0.0,-1,2.619141214565968e-05,5.216789181394788e-05,0.7480052855297048,0.6568300724029541,250.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002619141214565,0.7480052855297048,1318,1,CO,1,225.0,8.579248189926147,C4,test,57.00465105473995,233.57924818992612,1,1,main_response,early,B4_GCO_F090_R1.txt,1,233.57924818992612,250.0,16.420751810073853,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,mlp,226.71809997596347,ridge,226.71809997596347,ridge,250.0,mlp,250.0,226.71809997596347,226.71809997596347,242.8282253147892,0,242.8282253147892,242.8282253147892,1,1,CO,pred_CO,high_200_250,8.579248189926119,8.579248189926119,1.7180999759634688,1.7180999759634688,17.828225314789194,17.828225314789194,17.828225314789194,17.828225314789194
