sample_id,sample_index,client_id,client,split,gas_true,gas_pred,true_class,pred_class,route_correct,true_ppm,prob_class_0,prob_class_1,prob_class_2,prob_class_3,class_confidence,class_margin,class_entropy,pred_83d_ppm,pred_84d_h1_ppm,pred_86d_all_priors_ppm,pred_ppm,abs_error,squared_error,classification_uncertainty_risk,regression_disagreement_risk,source_prior_disagreement_risk,qc_risk_score
C5:calibration:11,11,C5,C5,calibration,Ethanol,Ethanol,0,0,1,62.5,0.9990217685699463,0.0008742521749809384,9.654367022449151e-05,7.3866222010110505e-06,0.9990217685699463,0.9981475163949654,0.005853183734896045,63.561165717792754,63.54153079327299,63.79703595333962,63.54153079327299,1.0415307932729903,1.0847863933358644,0.005853183734896045,0.0001745326623979003,2.111111111111111,2.111111111111111
C5:calibration:12,12,C5,C5,calibration,Ethylene,Ethylene,2,2,1,100.0,0.00013405398931354284,9.54682855081046e-06,0.9998558759689331,4.961440822626173e-07,0.9998558759689331,0.9997218219796196,0.0010510508601954283,99.55881389818705,99.55881391827927,99.81208659072479,99.55881391827927,0.4411860817207298,0.1946451587040905,0.0010510508601954283,1.7859747458714992e-10,1.0,1.0
C5:calibration:13,13,C5,C5,calibration,Ethanol,Ethanol,0,0,1,112.5,0.9988439083099365,0.0010784309124574065,7.052343426039442e-05,7.193492365331622e-06,0.9988439083099365,0.9977654773974791,0.006696191051139664,115.46812687003359,115.47566357506592,115.45167810031647,115.47566357506592,2.975663575065923,8.854573711974108,0.006696191051139664,6.699293362076888e-05,2.111111111111111,2.111111111111111
C5:calibration:14,14,C5,C5,calibration,Ethylene,Ethylene,2,2,1,25.0,0.00023315926955547184,1.2637087820621673e-05,0.9997537732124329,4.6200526071515924e-07,0.9997537732124329,0.9995206139428774,0.0016919661055932872,25.736516528080045,25.73651650940083,25.399374121796768,25.73651650940083,0.736516509400829,0.5424565686199815,0.0016919661055932872,1.6603747907437437e-10,0.6820254999008719,0.6820254999008719
C5:calibration:15,15,C5,C5,calibration,Methane,Methane,3,3,1,100.0,4.3773866309493314e-06,1.5666437320760451e-06,1.437668743164977e-06,0.9999926090240479,0.9999926090240479,0.9999882316374169,7.334997813301056e-05,99.66533417616085,103.1195176698499,102.73085011194644,103.1195176698499,3.1195176698498983,9.731390492505739,7.334997813301056e-05,0.015351926638617973,0.23444726214917277,0.23444726214917277
C5:calibration:16,16,C5,C5,calibration,Ethanol,Ethanol,0,0,1,62.5,0.9988024234771729,0.0011005486594513059,8.995373354991898e-05,7.09408413968049e-06,0.9988024234771729,0.9977018748177215,0.0069363877521153704,63.47555670863835,63.475076238239275,63.49927449810059,63.475076238239275,0.975076238239275,0.9507736703788554,0.0069363877521153704,4.270847991784245e-06,2.111111111111111,2.111111111111111
C5:calibration:17,17,C5,C5,calibration,Ethanol,Ethanol,0,0,1,37.5,0.9989977478981018,0.0009028338245116174,9.230137948179618e-05,7.11692746335757e-06,0.9989977478981018,0.9980949140735902,0.005967324442780824,35.15203998975982,35.079112954333375,35.39264192160848,35.079112954333375,2.4208870456666247,5.860694087876478,0.005967324442780824,0.0006482403149017399,2.111111111111111,2.111111111111111
C5:calibration:18,18,C5,C5,calibration,Methane,Methane,3,3,1,200.0,4.318045739637455e-06,1.5352611626440194e-06,1.4922425179975107e-06,0.9999926090240479,0.9999926090240479,0.9999882909783082,7.307360903315508e-05,200.3882821198581,196.4392101667878,196.97058054747808,196.4392101667878,3.5607898332121977,12.67922423630735,7.307360903315508e-05,0.017551430902534675,0.2100578727946226,0.2100578727946226
C5:calibration:19,19,C5,C5,calibration,CO,CO,1,1,1,150.0,0.0018785572610795498,0.9980983138084412,2.2449918105849065e-05,5.36126776751189e-07,0.9980983138084412,0.9962197565473616,0.010055658519263263,173.56841062461592,160.50044400206644,159.83310722529663,160.50044400206644,10.500444002066445,110.25932424053318,0.010055658519263263,0.05807985165577546,0.0,0.05807985165577546
C5:calibration:20,20,C5,C5,calibration,Methane,Methane,3,3,1,25.0,4.595272457663668e-06,1.5558250652247807e-06,1.4872554174871766e-06,0.9999923706054688,0.9999923706054688,0.9999877753330111,7.56485568855089e-05,26.547487283870055,25.97422318711756,26.329395175422587,25.97422318711756,0.9742231871175591,0.9491108183174946,7.56485568855089e-05,0.0025478404300110923,0.05861102561777639,0.05861102561777639
C5:calibration:21,21,C5,C5,calibration,Ethylene,Ethylene,2,2,1,112.5,0.00012712903844658285,7.266894044732908e-06,0.999864935874939,5.844609063387907e-07,0.999864935874939,0.9997378068364924,0.0009881114674548488,112.20555421627859,112.20555422544894,112.5222652776491,112.20555422544894,0.2944457745510647,0.08669831415097641,0.0009881114674548488,8.151422055865017e-11,2.111111111111111,2.111111111111111
C5:calibration:22,22,C5,C5,calibration,CO,CO,1,1,1,75.0,0.0012791524641215801,0.9987144470214844,5.744726877310313e-06,7.620756150572561e-07,0.9987144470214844,0.9974352945573628,0.007131192912649576,89.45249733582449,78.83696901917483,78.85156528642385,78.83696901917483,3.8369690191748305,14.722331254107461,0.007131192912649576,0.047180125851776264,0.2995679573336506,0.2995679573336506
C5:calibration:23,23,C5,C5,calibration,CO,CO,1,1,1,125.0,0.0012365916045382619,0.9987529516220093,9.905944352794904e-06,6.103209670982324e-07,0.9987529516220093,0.997516360017471,0.006960004303802488,143.57509734718505,130.08964199619388,130.16153298882296,130.08964199619388,5.089641996193876,25.904455649420385,0.006960004303802488,0.05993535711551633,0.17839047895737242,0.17839047895737242
C5:calibration:24,24,C5,C5,calibration,Ethylene,Ethylene,2,2,1,75.0,0.00014852620370220393,8.67562266648747e-06,0.9998422861099243,5.066310677648289e-07,0.9998422861099243,0.9996937599062221,0.0011363970837176829,75.22973784534702,75.2297378675691,75.23301864943699,75.2297378675691,0.2297378675690993,0.05277948779519701,0.0011363970837176829,1.9752961735422205e-10,1.0,1.0
C5:calibration:25,25,C5,C5,calibration,CO,CO,1,1,1,75.0,0.0012107102666050196,0.9987751841545105,1.3421228686638642e-05,6.094963964642375e-07,0.9987751841545105,0.9975644738879055,0.006863729743376207,80.47477372724282,73.31999555738145,73.40374956192501,73.31999555738145,1.6800044426185536,2.822414927218077,0.006863729743376207,0.03179901408827277,0.13928853216537745,0.13928853216537745
C5:calibration:26,26,C5,C5,calibration,Ethanol,Ethanol,0,0,1,125.0,0.999066174030304,0.0007969732396304607,0.00012984478962607682,7.034078407741617e-06,0.999066174030304,0.9982692007906735,0.005673403384069863,125.0,125.0,124.68784183347898,125.0,0.0,0.0,0.005673403384069863,0.0,2.111111111111111,2.111111111111111
C5:calibration:27,27,C5,C5,calibration,Ethanol,Ethanol,0,0,1,100.0,0.9989689588546753,0.0009201800567097962,0.00010375592682976276,7.202067990874639e-06,0.9989689588546753,0.9980487787979655,0.006131826588080693,102.70189442086838,102.72206803274528,102.79485795654608,102.72206803274528,2.722068032745284,7.409654374893781,0.006131826588080693,0.00017932099446132572,2.111111111111111,2.111111111111111
C5:calibration:28,28,C5,C5,calibration,CO,CO,1,1,1,175.0,0.0017794094746932387,0.9981988072395325,2.1185003788559698e-05,5.889990006835433e-07,0.9981988072395325,0.9964193977648392,0.0095955816109718,171.8689807228651,171.5848019255161,170.73579975400008,171.5848019255161,3.4151980744838966,11.663577887958514,0.0095955816109718,0.0012630168771066666,0.764928414505325,0.764928414505325
C5:calibration:29,29,C5,C5,calibration,CO,CO,1,1,1,100.0,0.0012608339311555028,0.9987253546714783,1.3215693797974382e-05,6.409450747923984e-07,0.9987253546714783,0.9974645207403228,0.007104366877512155,112.0603544956085,96.84457262517233,96.49583650181398,96.84457262517233,3.155427374827667,9.956721917811823,0.007104366877512155,0.06762569720193849,0.0,0.06762569720193849
C5:calibration:30,30,C5,C5,calibration,Methane,Methane,3,3,1,25.0,4.608056315191789e-06,1.5283173979696585e-06,1.4975569229136454e-06,0.9999923706054688,0.9999923706054688,0.9999877625491536,7.559921797278674e-05,25.0,26.13914996146807,27.730008712230166,26.13914996146807,1.1391499614680711,1.297662634712708,7.559921797278674e-05,0.0050628887176358715,0.039983955425120205,0.039983955425120205
C5:calibration:31,31,C5,C5,calibration,Ethanol,Ethanol,0,0,1,75.0,0.9989374279975891,0.0009508837829343975,0.00010451186244608834,7.156918854889227e-06,0.9989374279975891,0.9979865442146547,0.006290971481251763,76.41316533643428,76.39643238315404,76.18034585550954,76.39643238315404,1.3964323831540355,1.9500234007212591,0.006290971481251763,0.00014873736249102068,2.111111111111111,2.111111111111111
C5:calibration:32,32,C5,C5,calibration,CO,CO,1,1,1,250.0,0.0016052252613008022,0.9983781576156616,1.606718433322385e-05,5.712828397008707e-07,0.9983781576156616,0.9967729323543608,0.008753485811365652,245.71289705667579,250.0,250.0,250.0,0.0,0.0,0.008753485811365652,0.01905379085921873,0.0,0.01905379085921873
C5:calibration:33,33,C5,C5,calibration,Ethanol,Ethanol,0,0,1,112.5,0.9988904595375061,0.0009975467110052705,0.00010514876339584589,6.866270723548951e-06,0.9988904595375061,0.9978929128265008,0.006526025730528865,106.56289017070947,106.51088781269246,107.0857580378555,106.51088781269246,5.989112187307541,35.86946479215571,0.006526025730528865,0.00046224318237338797,2.111111111111111,2.111111111111111
C5:calibration:34,34,C5,C5,calibration,Ethylene,Ethylene,2,2,1,50.0,0.00017310064868070185,8.567579243390355e-06,0.9998177886009216,5.373495355343039e-07,0.9998177886009216,0.9996446879522409,0.0012906709056396345,50.06746336546712,50.067463360128556,49.90310721155669,50.067463360128556,0.06746336012855636,0.004551304959835288,0.0012906709056396345,4.745389661467117e-11,0.8146114887487449,0.8146114887487449
C5:calibration:35,35,C5,C5,calibration,Ethylene,Ethylene,2,2,1,125.0,0.00014054194616619498,7.467540399375139e-06,0.9998513460159302,5.795514539386204e-07,0.9998513460159302,0.999710804069764,0.0010760539234429061,124.87747874594018,124.87747875954753,124.46882703464357,124.87747875954753,0.12252124045247115,0.015011454362012252,0.0010760539234429061,1.2095420566361604e-10,2.111111111111111,2.111111111111111
C5:calibration:36,36,C5,C5,calibration,CO,CO,1,1,1,175.0,0.0013032754650339484,0.9986849427223206,1.1178132808709051e-05,6.486578740805271e-07,0.9986849427223206,0.9973816672572866,0.007291653442902687,170.52524945302048,174.5024417409017,174.43456673329854,174.5024417409017,0.4975582590982981,0.24756422119692914,0.007291653442902687,0.017676410168360992,0.0,0.017676410168360992
C5:calibration:37,37,C5,C5,calibration,Ethylene,Ethylene,2,2,1,12.5,0.00010271048085996881,1.2998037163924892e-05,0.9998838901519775,3.5287945365780615e-07,0.9998838901519775,0.9997811796711176,0.000873432581870901,12.5,12.5,12.5,12.5,0.0,0.0,0.000873432581870901,0.0,0.41893553443169557,0.41893553443169557
C5:calibration:38,38,C5,C5,calibration,CO,CO,1,1,1,125.0,0.0012312002945691347,0.99875807762146,1.0088895578519441e-05,6.410773494280875e-07,0.99875807762146,0.9975268773268908,0.006935835520628162,143.83545476640126,127.8630590771777,127.97445596634307,127.8630590771777,2.863059077177695,8.197107279409595,0.006935835520628162,0.07098842528543804,0.0,0.07098842528543804
C5:calibration:39,39,C5,C5,calibration,Ethanol,Ethanol,0,0,1,25.0,0.9989442229270935,0.0009531714022159576,9.586314990883693e-05,6.808696525695268e-06,0.9989442229270935,0.9979910515248775,0.006241961789062949,23.853605449546485,23.84733450279729,23.620967803507437,23.84733450279729,1.1526654972027117,1.3286377484415746,0.006241961789062949,5.574174888175144e-05,1.036495872306595,1.036495872306595
C5:calibration:40,40,C5,C5,calibration,Methane,Methane,3,3,1,125.0,4.700429599324707e-06,1.3425971019387362e-06,1.7043547586581553e-06,0.9999922513961792,0.9999922513961792,0.9999875509665799,7.660976830344545e-05,125.05496320972702,126.43040408152848,125.45458868759746,126.43040408152848,1.4304040815284793,2.0460558364533323,7.660976830344545e-05,0.006113070541339817,0.24998217602669323,0.24998217602669323
C5:calibration:41,41,C5,C5,calibration,CO,CO,1,1,1,100.0,0.0017246170900762081,0.9982537627220154,2.113193113473244e-05,5.029126555200492e-07,0.9982537627220154,0.9965291456319392,0.009343464828290847,115.25655292342911,113.63479871556942,113.15016526449938,113.63479871556942,13.634798715569417,185.90773601409342,0.009343464828290847,0.007207796479376422,0.22300720678229607,0.22300720678229607
C5:calibration:42,42,C5,C5,calibration,Ethylene,Ethylene,2,2,1,50.0,0.00018873730732593685,1.3004741958866362e-05,0.9997977614402771,4.4939733356841316e-07,0.9997977614402771,0.9996090241329512,0.0014236108317426197,50.23363423883745,50.233634230577735,49.87514551069253,50.233634230577735,0.23363423057773502,0.054584953697650256,0.0014236108317426197,7.34197177128711e-11,1.6775360382800588,1.6775360382800588
C5:calibration:43,43,C5,C5,calibration,CO,CO,1,1,1,75.0,0.0010499957716092467,0.998943030834198,6.274102815950755e-06,7.192693374236114e-07,0.998943030834198,0.9978930350625888,0.006018657562060586,101.62513982756654,93.78750333526321,92.88090529535364,93.78750333526321,18.78750333526321,352.97028157252623,0.006018657562060586,0.034833939965792586,0.09608123444134359,0.09608123444134359
C5:calibration:44,44,C5,C5,calibration,Ethanol,Ethanol,0,0,1,25.0,0.9993994235992432,0.0004287669144105166,0.00016466627130284905,7.116123470041202e-06,0.9993994235992432,0.9989706566848326,0.003927134312356818,25.919215449989036,25.86452298169813,25.515555404703886,25.86452298169813,0.8645229816981299,0.7473999858842251,0.003927134312356818,0.0004861552736969404,0.884000333173031,0.884000333173031
C5:calibration:45,45,C5,C5,calibration,Ethylene,Ethylene,2,2,1,25.0,0.00023407410481013358,1.1446454664110206e-05,0.999754011631012,4.892194738204125e-07,0.999754011631012,0.9995199375262018,0.0016880486012053994,25.619356809947874,25.61935680227188,25.010141501789434,25.61935680227188,0.6193568022718807,0.38360284852044957,0.0016880486012053994,6.823105043925655e-11,0.684509389250665,0.684509389250665
C5:calibration:46,46,C5,C5,calibration,CO,CO,1,1,1,25.0,0.0015961043536663055,0.9983924031257629,1.0717688383010682e-05,6.765807825104275e-07,0.9983924031257629,0.9967962987720966,0.008668995144137725,28.744714416101367,34.69056642030348,36.917251089241624,34.69056642030348,9.690566420303483,93.90707754631346,0.008668995144137725,0.02642600890756496,0.4436545171924738,0.4436545171924738
C5:calibration:47,47,C5,C5,calibration,Methane,Methane,3,3,1,150.0,5.006745141145075e-06,1.6082764204838895e-06,1.269354811483936e-06,0.9999921321868896,0.9999921321868896,0.9999871254417485,7.766224064330093e-05,150.4563552728016,150.56196340329126,150.2846419240816,150.56196340329126,0.5619634032912586,0.3158028666386938,7.766224064330093e-05,0.000469369468842918,0.3011400437901619,0.3011400437901619
C5:calibration:48,48,C5,C5,calibration,Ethanol,Ethanol,0,0,1,100.0,0.9990085959434509,0.000890602299477905,9.375789522891864e-05,7.148608801799128e-06,0.9990085959434509,0.998117993643973,0.00591537005626477,102.5013964117984,102.49328832295681,102.60591594680218,102.49328832295681,2.493288322956815,6.216486661392806,0.00591537005626477,7.207190081405517e-05,2.111111111111111,2.111111111111111
C5:calibration:49,49,C5,C5,calibration,Ethanol,Ethanol,0,0,1,100.0,0.9990348815917969,0.0008539099944755435,0.00010390151146566495,7.369410013779998e-06,0.9990348815917969,0.9981809715973213,0.00579833272905163,100.38209223786745,100.30425182992323,100.12101603849618,100.30425182992323,0.3042518299232313,0.09256917601163486,0.00579833272905163,0.000691914737281978,2.111111111111111,2.111111111111111
C5:calibration:50,50,C5,C5,calibration,Ethanol,Ethanol,0,0,1,25.0,0.9985247254371643,0.001401555840857327,6.643251981586218e-05,7.351008207479026e-06,0.9985247254371643,0.997123169596307,0.008229550189902055,24.60966246495162,24.54709486779683,23.90019598700535,24.54709486779683,0.4529051322031705,0.20512305877597137,0.008229550189902055,0.0005561564191536818,1.0,1.0
C5:calibration:51,51,C5,C5,calibration,Ethanol,Ethanol,0,0,1,62.5,0.9989217519760132,0.0009671148145571351,0.0001039449343807064,7.095317414496094e-06,0.9989217519760132,0.997954637161456,0.006368103889830446,65.2464105534724,65.24213606052399,65.23584376426072,65.24213606052399,2.7421360605239897,7.519310174426026,0.006368103889830446,3.7995492874769194e-05,2.111111111111111,2.111111111111111
C5:calibration:52,52,C5,C5,calibration,Ethanol,Ethanol,0,0,1,62.5,0.9989379048347473,0.0009520602179691195,0.00010293872037436813,7.174909569584997e-06,0.9989379048347473,0.9979858446167782,0.006286548830522857,66.07840721904834,66.04519395089986,66.20969774001787,66.04519395089986,3.545193950899858,12.568400149496943,0.006286548830522857,0.00029522905020876855,2.111111111111111,2.111111111111111
C5:calibration:53,53,C5,C5,calibration,Ethylene,Ethylene,2,2,1,37.5,0.00023234820400830358,1.516148495284142e-05,0.9997519850730896,4.337208565630135e-07,0.9997519850730896,0.9995196368690813,0.0017072151607925965,36.92874678632964,36.92874677302102,36.957413616552785,36.92874677302102,0.5712532269789818,0.32633024933390015,0.0017072151607925965,1.1829886009056483e-10,0.6838500986169582,0.6838500986169582
C5:calibration:54,54,C5,C5,calibration,Methane,Methane,3,3,1,50.0,4.637978690880118e-06,1.3782662335870555e-06,1.635679836908821e-06,0.9999923706054688,0.9999923706054688,0.9999877326267779,7.572823615826134e-05,49.52362517864708,38.88596606803985,38.11384456613301,38.88596606803985,11.11403393196015,123.5217502407616,7.572823615826134e-05,0.047278484936032136,0.1827712570120456,0.1827712570120456
C5:calibration:55,55,C5,C5,calibration,Ethanol,Ethanol,0,0,1,100.0,0.9991390705108643,0.0007449877448379993,0.00010851799743250012,7.333216217375593e-06,0.9991390705108643,0.9983940827660263,0.005268278672762952,97.71767669492229,97.68643372109045,97.54137741642356,97.68643372109045,2.3135662789095477,5.352588926907371,0.005268278672762952,0.00027771532294966364,2.111111111111111,2.111111111111111
C5:calibration:56,56,C5,C5,calibration,Ethanol,Ethanol,0,0,1,50.0,0.9989963173866272,0.000940449652262032,5.261584374238737e-05,1.0625778486428317e-05,0.9989963173866272,0.9980558677343652,0.005913175482275927,52.23594715476603,52.360460066699524,52.27735452822106,52.360460066699524,2.360460066699524,5.571771726483121,0.005913175482275927,0.0011067814394088297,2.111111111111111,2.111111111111111
C5:calibration:57,57,C5,C5,calibration,CO,CO,1,1,1,225.0,0.0012253987370058894,0.9987508058547974,2.3287702788366005e-05,4.4239436647330876e-07,0.9987508058547974,0.9975254071177915,0.00701076368787587,205.99975728541358,217.8546964670096,217.83805709037154,217.8546964670096,7.145303532990397,51.055362578565045,0.00701076368787587,0.052688618584871214,0.0,0.052688618584871214
C5:calibration:58,58,C5,C5,calibration,Ethylene,Ethylene,2,2,1,62.5,0.00017775471496861428,9.459420653001871e-06,0.9998123049736023,5.273847705211665e-07,0.9998123049736023,0.9996345502586337,0.0013270363694640136,63.44239451675847,63.442394508933916,63.177125923229255,63.442394508933916,0.9423945089339156,0.888107410468796,0.0013270363694640136,6.955158621874741e-11,2.111111111111111,2.111111111111111
C5:calibration:59,59,C5,C5,calibration,Methane,Methane,3,3,1,150.0,4.441599230631255e-06,1.491760144745058e-06,1.4573508906323696e-06,0.9999926090240479,0.9999926090240479,0.9999881674248172,7.338224180533865e-05,150.07516352119583,147.6641411036677,149.5126539323057,147.6641411036677,2.3358588963322973,5.456236783574738,7.338224180533865e-05,0.010715655189013913,0.30030383026631535,0.30030383026631535
C5:calibration:60,60,C5,C5,calibration,Ethylene,Ethylene,2,2,1,50.0,0.0002015654172282666,1.5313136827899143e-05,0.9997826218605042,4.4893775452692353e-07,0.9997826218605042,0.9995810564432759,0.0015212426486662445,50.75596580002761,50.75596579385467,50.30294081287212,50.75596579385467,0.7559657938546707,0.5714842814783224,0.0015212426486662445,5.4870573270212236e-11,1.708498672193753,1.708498672193753
C5:calibration:61,61,C5,C5,calibration,Ethylene,Ethylene,2,2,1,37.5,0.00023075318313203752,1.3144452168489806e-05,0.9997556805610657,4.725772555502772e-07,0.9997556805610657,0.9995249273779336,0.001681659031529795,37.60575453565414,37.60575452678529,37.73173051332398,37.60575452678529,0.10575452678529018,0.011184019935580658,0.001681659031529795,7.883424283742594e-11,1.4412070280813232,1.4412070280813232
C5:calibration:62,62,C5,C5,calibration,CO,CO,1,1,1,150.0,0.001593414694070816,0.9983924031257629,1.3579693586507346e-05,5.766327149103745e-07,0.9983924031257629,0.9967989884316921,0.008678787730322428,174.56513599026607,153.28588964536868,154.02627552475968,153.28588964536868,3.285889645368684,10.797070761541136,0.008678787730322428,0.09457442819954394,0.0,0.09457442819954394
C5:calibration:63,63,C5,C5,calibration,Methane,Methane,3,3,1,175.0,4.394783445604844e-06,1.568955212860601e-06,1.4275150306275464e-06,0.9999926090240479,0.9999926090240479,0.9999882142406022,7.342163495859888e-05,175.90850244180524,175.54098933071023,175.79156760847297,175.54098933071023,0.5409893307102323,0.29266945594230503,7.342163495859888e-05,0.0016333916048667004,0.32081056912011946,0.32081056912011946
C5:calibration:64,64,C5,C5,calibration,Ethanol,Ethanol,0,0,1,37.5,0.9988511800765991,0.0010504851816222072,9.135864820564166e-05,7.020570137683535e-06,0.9988511800765991,0.9978006948949769,0.006698380739298055,42.89409661101601,42.93693347559913,41.52128247573994,42.93693347559913,5.436933475599133,29.56024561809047,0.006698380739298055,0.0003807721296277577,1.0227289045688406,1.0227289045688406
C5:calibration:65,65,C5,C5,calibration,Methane,Methane,3,3,1,250.0,4.741760676552076e-06,1.4840518360870192e-06,1.526275241303665e-06,0.9999922513961792,0.9999922513961792,0.9999875096355026,7.663327986737837e-05,250.0,246.0438669644845,244.7195157676771,246.0438669644845,3.9561330355155064,15.650988594697136,7.663327986737837e-05,0.01758281349118003,0.2660867118953532,0.2660867118953532
C5:calibration:66,66,C5,C5,calibration,CO,CO,1,1,1,250.0,0.0010961150983348489,0.9988903403282166,1.3157357898307964e-05,4.827254542760784e-07,0.9988903403282166,0.9977942252298817,0.006300996386217019,232.1445117092686,241.91944200452951,242.3481509689846,241.91944200452951,8.080557995470485,65.29541751816198,0.006300996386217019,0.043444134645604,0.0,0.043444134645604
C5:calibration:67,67,C5,C5,calibration,Methane,Methane,3,3,1,125.0,4.3633035602397285e-06,1.5224015896819765e-06,1.4545058775183861e-06,0.9999926090240479,0.9999926090240479,0.9999882457204876,7.299081928698337e-05,124.78034897638429,127.62689927864486,126.91135269833593,127.62689927864486,2.6268992786448564,6.900599820144867,7.299081928698337e-05,0.012651334676713633,0.2514167632141473,0.2514167632141473
C5:calibration:68,68,C5,C5,calibration,Methane,Methane,3,3,1,50.0,4.4830908336734865e-06,1.5309595937651466e-06,1.4437938489209046e-06,0.9999924898147583,0.9999924898147583,0.9999880067239246,7.40360431988016e-05,49.03429784690559,44.5789392521995,45.83868070685273,44.5789392521995,5.421060747800503,29.38789963134335,7.40360431988016e-05,0.019801593754249294,0.16214054224281776,0.16214054224281776
C5:calibration:69,69,C5,C5,calibration,Methane,Methane,3,3,1,50.0,4.221907602186548e-06,1.396342213411117e-06,1.4273548458731966e-06,0.9999929666519165,0.9999929666519165,0.9999887447443143,7.019946825987759e-05,50.49062420640712,51.13275204020042,51.146976919341476,51.13275204020042,1.1327520402004225,1.2831271845782197,7.019946825987759e-05,0.0028539014835257917,0.1374559221772864,0.1374559221772864
