client,split,sample_index,true_class,route_class,true_ppm,phase,pred_class,H1_federated_source_ridge_ppm,prob_class_0,prob_class_1,prob_class_2,prob_class_3,confidence,route_correct,pred_84d_h1_ppm,pred_ppm,abs_error,squared_error
C4,calibration,23,1,1,200.0,0,1,32.73991091008844,0.00030347949359565973,0.9993025064468384,0.0003939889429602772,2.4037900558937508e-08,0.9993025064468384,1,192.22563414762925,192.22563414762925,7.7743658523707495,60.44076440650837
C4,calibration,24,3,3,175.0,1,3,250.0,3.821351128863171e-06,9.708592330071042e-08,4.956657448929036e-07,0.9999955892562866,0.9999955892562866,1,176.8736429684921,176.8736429684921,1.8736429684921063,3.510537973379912
C4,calibration,25,0,0,87.5,1,0,125.0,0.9996225833892822,0.00029200283461250365,8.235187124228105e-05,3.1197637326840777e-06,0.9996225833892822,1,85.7970437867446,85.7970437867446,1.7029562132554048,2.9000598642651876
C4,calibration,26,0,0,50.0,1,0,89.99608136412085,0.9996296167373657,0.00028704520082101226,8.0123107181862e-05,3.166256647091359e-06,0.9996296167373657,1,43.9374094551209,43.9374094551209,6.0625905448791,36.75500411485746
C4,calibration,27,1,1,75.0,1,1,25.0,0.00028611771995201707,0.9994316697120667,0.0002822968817781657,2.2202048199915225e-08,0.9994316697120667,1,91.31200910193434,91.31200910193434,16.312009101934336,266.08164094158866
C4,calibration,28,0,0,50.0,1,0,86.76475035592087,0.9996308088302612,0.0002854153572116047,8.05720774224028e-05,3.1701463285571663e-06,0.9996308088302612,1,54.097501798092516,54.097501798092516,4.097501798092516,16.7895209853714
C4,calibration,29,0,0,112.5,0,0,125.0,0.9996416568756104,0.00028189047588966787,7.313701644307002e-05,3.2231268960458692e-06,0.9996416568756104,1,112.30235383960735,112.30235383960735,0.19764616039265093,0.0390640047179575
C4,calibration,30,1,1,175.0,0,1,28.306269923583784,0.00029205618193373084,0.9994658827781677,0.0002420953824184835,2.0206480044748787e-08,0.9994658827781677,1,158.99614935073413,158.99614935073413,16.00385064926587,256.1232356040077
C4,calibration,31,2,2,50.0,0,2,95.15163672532441,4.526257544057444e-05,0.0006735998322255909,0.9992809891700745,7.909248722626216e-08,0.9992809891700745,1,50.18832937908129,50.18832937908129,0.18832937908128855,0.03546795502514369
C4,calibration,32,3,3,25.0,1,3,77.1264229848855,3.361363724252442e-06,9.691409275092155e-08,5.056710961071076e-07,0.9999960660934448,0.9999960660934448,1,25.0,25.0,0.0,0.0
C4,calibration,33,1,1,250.0,0,1,25.0,0.00030033988878130913,0.9991725087165833,0.0005270621622912586,2.5465748620945305e-08,0.9991725087165833,1,226.02905867760148,226.02905867760148,23.970941322398517,574.6060278818727
C4,calibration,34,0,0,12.5,1,0,24.011556546466807,0.9995744824409485,0.00036620994796976447,5.6183016567956656e-05,3.267456804678659e-06,0.9995744824409485,1,20.445401585821855,20.445401585821855,7.945401585821855,63.12940635998046
C4,calibration,35,0,0,87.5,1,0,125.0,0.9996469020843506,0.00025101035134866834,9.865233005257323e-05,3.407059466553619e-06,0.9996469020843506,1,84.44732483611764,84.44732483611764,3.0526751638823555,9.318825656184165
C4,calibration,36,2,2,50.0,1,2,41.502375713866066,5.8984023780794814e-05,0.0013330893125385046,0.9986078143119812,7.984606753552725e-08,0.9986078143119812,1,50.10078218961314,50.10078218961314,0.10078218961314178,0.010157049743219264
C4,calibration,37,3,3,150.0,0,3,250.0,3.6536653169605415e-06,9.835521552759019e-08,4.933356194669614e-07,0.9999957084655762,0.9999957084655762,1,149.23830490959114,149.23830490959114,0.761695090408864,0.5801794107529674
C4,calibration,38,2,2,125.0,1,2,101.78247011231173,7.310839282581583e-05,0.00020630877406802028,0.9997203946113586,7.004472735161471e-08,0.9997203946113586,1,122.31822987399875,122.31822987399875,2.681770126001254,7.1918910087127825
C4,calibration,39,2,2,25.0,0,2,41.26645937395902,8.798045018920675e-05,0.0008981935097835958,0.9990136623382568,7.211523467276493e-08,0.9990136623382568,1,25.100235021508137,25.100235021508137,0.10023502150813712,0.010047059536736711
C4,calibration,40,1,1,100.0,0,1,25.0,0.00031640345696359873,0.9993366599082947,0.00034687158768065274,2.2048276093755703e-08,0.9993366599082947,1,104.8800385209416,104.8800385209416,4.880038520941596,23.814775965873842
C4,calibration,41,1,1,100.0,1,1,32.29083226915594,0.00035286840284243226,0.9991828799247742,0.0004642981512006372,2.5127306457761733e-08,0.9991828799247742,1,125.01150415529852,125.01150415529852,25.011504155298525,625.5753401105154
C4,calibration,42,1,1,75.0,0,1,25.0,0.00033396968501619995,0.998455286026001,0.0012107635848224163,2.8758973869003057e-08,0.998455286026001,1,82.36808280798545,82.36808280798545,7.368082807985445,54.28864426533068
C4,calibration,43,0,0,75.0,0,0,125.0,0.9996405839920044,0.000286887981928885,6.923336331965402e-05,3.292403562227264e-06,0.9996405839920044,1,65.9715715139176,65.9715715139176,9.028428486082404,81.51252092830421
C4,calibration,44,3,3,175.0,0,3,250.0,3.6645808449975448e-06,9.910318254924277e-08,4.890765126219776e-07,0.9999957084655762,0.9999957084655762,1,175.97345681056518,175.97345681056518,0.9734568105651817,0.9476181620357361
C4,calibration,45,2,2,62.5,1,2,54.08798982572358,5.1991773943882436e-05,0.0007785052875988185,0.9991693496704102,7.958390568774121e-08,0.9991693496704102,1,62.548664364642846,62.548664364642846,0.04866436464284618,0.0023682203860918975
C4,calibration,46,3,3,200.0,1,3,250.0,3.6935655316483462e-06,9.84924497515749e-08,4.954875976181938e-07,0.9999957084655762,0.9999957084655762,1,202.39587612213148,202.39587612213148,2.395876122131483,5.740222392599793
C4,calibration,47,1,1,200.0,0,1,44.706680735361104,0.00038326281355693936,0.9989269375801086,0.000689788197632879,2.939886556418969e-08,0.9989269375801086,1,190.56576339324903,190.56576339324903,9.434236606750972,89.00482035216008
C4,calibration,48,3,3,75.0,1,3,222.62046470748268,3.891116193699418e-06,9.248060450772755e-08,4.889998876933532e-07,0.9999954700469971,0.9999954700469971,1,77.20025358612668,77.20025358612668,2.200253586126678,4.841115843263307
C4,calibration,49,2,2,125.0,0,2,125.0,0.00010820006718859076,0.0004101030935999006,0.9994816184043884,9.037182024940194e-08,0.9994816184043884,1,122.30862497557958,122.30862497557958,2.6913750244204238,7.243499522074036
C4,calibration,50,1,1,125.0,0,1,25.0,0.0002663570048753172,0.9993448853492737,0.00038875098107382655,2.3237054946889657e-08,0.9993448853492737,1,145.06333481831336,145.06333481831336,20.063334818313365,402.5374040317454
C4,calibration,51,2,2,87.5,0,2,125.0,2.8016585929435678e-05,0.00031355145620182157,0.999658465385437,5.255938617665379e-08,0.999658465385437,1,86.85843533622312,86.85843533622312,0.6415646637768759,0.4116052178071359
C4,calibration,52,2,2,25.0,1,2,14.30902420636621,4.875667582382448e-05,0.0008455737843178213,0.9991055130958557,7.542293900542063e-08,0.9991055130958557,1,24.248722041950487,24.248722041950487,0.7512779580495135,0.5644185702510465
C4,calibration,53,1,1,50.0,0,1,25.0,0.00036975627881474793,0.9993289709091187,0.00030133637483231723,2.322919456787531e-08,0.9993289709091187,1,57.50794943643375,57.50794943643375,7.507949436433748,56.369304740045834
C4,calibration,54,2,2,37.5,0,2,72.8809470164863,5.382902600103989e-05,0.00047533499309793115,0.9994707703590393,6.113513961736317e-08,0.9994707703590393,1,38.34403675663751,38.34403675663751,0.8440367566375073,0.7123980465551628
C4,calibration,55,1,1,125.0,0,1,25.0,0.00039799915975891054,0.9992000460624695,0.00040196432382799685,2.429942291826137e-08,0.9992000460624695,1,142.00886087982553,142.00886087982553,17.008860879825534,289.3013484292594
C4,calibration,56,2,2,37.5,1,2,33.94907126388296,5.4286439990391955e-05,0.0005066593294031918,0.9994389414787292,7.463840034915847e-08,0.9994389414787292,1,40.73545177200873,40.73545177200873,3.23545177200873,10.468148168994432
C4,calibration,57,1,1,50.0,1,1,25.0,0.00030576979042962193,0.9993307590484619,0.00036350905429571867,2.195632475832099e-08,0.9993307590484619,1,65.15390982575065,65.15390982575065,15.153909825750645,229.64098300698194
C4,calibration,58,1,1,175.0,0,1,62.52383331700793,0.00030250917188823223,0.9993273019790649,0.00037022444303147495,2.1714859244070794e-08,0.9993273019790649,1,138.0920578765986,138.0920578765986,36.9079421234014,1362.1961917843473
C4,calibration,59,3,3,200.0,1,3,250.0,3.7144634461583337e-06,9.795625288688825e-08,4.990451998310164e-07,0.9999957084655762,0.9999957084655762,1,197.93955404458447,197.93955404458447,2.060445955415531,4.245437535188222
C4,calibration,60,0,0,100.0,1,0,125.0,0.999626874923706,0.00028335305978544056,8.662953769089654e-05,3.063867552555166e-06,0.999626874923706,1,99.6933743553942,99.6933743553942,0.306625644605802,0.09401928592992359
C4,calibration,61,3,3,25.0,1,3,84.5763688630642,3.3356918720528483e-06,9.635046893663457e-08,5.087581484986003e-07,0.9999960660934448,0.9999960660934448,1,25.0,25.0,0.0,0.0
C4,calibration,62,0,0,125.0,0,0,39.84952715399024,0.9993988275527954,0.0004919121274724603,0.00010656130325514823,2.7387116006138967e-06,0.9993988275527954,1,107.81902388791491,107.81902388791491,17.18097611208509,295.1859401640385
C4,calibration,63,2,2,125.0,1,2,91.61641376634961,4.896961763733998e-05,0.000564693589694798,0.999386191368103,8.165767440004856e-08,0.999386191368103,1,122.52939798118008,122.52939798118008,2.4706020188199176,6.103874335397053
C4,calibration,64,0,0,75.0,0,0,125.0,0.9996433258056641,0.00028482399648055434,6.855432729935274e-05,3.2956606901279883e-06,0.9996433258056641,1,76.7000921431905,76.7000921431905,1.7000921431905027,2.890313295338077
C4,calibration,65,1,1,150.0,0,1,32.89761699349842,0.00037393567617982626,0.9985155463218689,0.0011105806333944201,3.434231743426608e-08,0.9985155463218689,1,135.55669853309388,135.55669853309388,14.44330146690612,208.6089572639325
C4,calibration,66,2,2,50.0,0,2,89.90169454431725,4.577768413582817e-05,0.00027209107065573335,0.9996821880340576,5.838619188125449e-08,0.9996821880340576,1,52.82126978171002,52.82126978171002,2.821269781710022,7.9595631811901155
C4,calibration,67,1,1,250.0,1,1,132.76289708797293,0.00036525633186101913,0.9994309544563293,0.0002037730737356469,2.122925302217027e-08,0.9994309544563293,1,250.0,250.0,0.0,0.0
C4,calibration,68,3,3,175.0,1,3,250.0,3.732153572855168e-06,9.77792922185472e-08,4.978833771929203e-07,0.9999957084655762,0.9999957084655762,1,174.8730134738691,174.8730134738691,0.12698652613090644,0.016125577818795384
C4,calibration,69,1,1,50.0,0,1,25.0,0.0003518211597111076,0.9989583492279053,0.0006898017018102109,2.1951532147568287e-08,0.9989583492279053,1,65.34055398809485,65.34055398809485,15.340553988094854,235.33259666165293
C4,calibration,70,3,3,150.0,0,3,250.0,3.6419664866116364e-06,9.891869012790266e-08,4.898299152955587e-07,0.9999958276748657,0.9999958276748657,1,149.27542331822337,149.27542331822337,0.7245766817766253,0.5250113677744249
C4,calibration,71,3,3,225.0,0,3,250.0,3.6920334878232097e-06,9.862064587196073e-08,4.945877662976272e-07,0.9999957084655762,0.9999957084655762,1,223.63575191206678,223.63575191206678,1.3642480879332197,1.861172845429446
C4,calibration,72,0,0,37.5,0,0,125.0,0.999627947807312,0.00030029573827050626,6.852301157778129e-05,3.2102536806632997e-06,0.999627947807312,1,37.923516496251224,37.923516496251224,0.42351649625122434,0.17936622259691332
C4,calibration,73,3,3,200.0,0,3,250.0,3.804025027420721e-06,1.0042602127668943e-07,4.7376835254908656e-07,0.9999955892562866,0.9999955892562866,1,199.02383868156448,199.02383868156448,0.9761613184355156,0.952890919609764
C4,calibration,74,0,0,12.5,1,0,22.918698162336412,0.9996127486228943,0.0003046369238290936,7.954868488013744e-05,3.0881219572620466e-06,0.9996127486228943,1,12.5,12.5,0.0,0.0
C4,calibration,75,3,3,175.0,0,3,250.0,3.69681470147043e-06,9.838242220894244e-08,4.929871124659257e-07,0.9999957084655762,0.9999957084655762,1,173.48579589730045,173.48579589730045,1.5142041026995514,2.2928140646321538
C4,calibration,76,0,0,25.0,1,0,55.58872298204825,0.9995902180671692,0.00032682594610378146,7.998886576388031e-05,2.98002123599872e-06,0.9995902180671692,1,32.03385314574033,32.03385314574033,7.033853145740331,49.475090075841145
C4,calibration,77,0,0,25.0,1,0,49.68550530631799,0.9996224641799927,0.0002967774635180831,7.77167733758688e-05,3.153505303998827e-06,0.9996224641799927,1,24.35642220431687,24.35642220431687,0.6435777956831288,0.41419237909635503
C4,calibration,78,2,2,12.5,0,2,12.5,5.9813432017108425e-05,0.0006169310654513538,0.9993231296539307,6.869526458785913e-08,0.9993231296539307,1,12.5,12.5,0.0,0.0
C4,calibration,79,0,0,62.5,1,0,112.70536293700943,0.9996333122253418,0.0002786903642117977,8.47462288220413e-05,3.1885588214208838e-06,0.9996333122253418,1,69.7859350366078,69.7859350366078,7.285935036607796,53.08484935766905
C4,calibration,80,1,1,125.0,1,1,59.03781992271743,0.0003421403525862843,0.9991796612739563,0.0004782558244187385,2.4015836430635318e-08,0.9991796612739563,1,131.34721379449923,131.34721379449923,6.3472137944992255,40.28712295308126
C4,calibration,81,1,1,125.0,1,1,25.0,0.00024962599854916334,0.9995535016059875,0.00019683265418279916,1.925954506987182e-08,0.9995535016059875,1,149.751861240223,149.751861240223,24.751861240223008,612.654634855254
C4,calibration,82,1,1,150.0,1,1,27.515620764313383,0.00029342013294808567,0.999504566192627,0.0002019048697547987,1.933936211173659e-08,0.999504566192627,1,153.43686238234892,153.43686238234892,3.43686238234892,11.812023035205096
C4,calibration,83,2,2,125.0,1,2,92.09244024129184,4.919759521726519e-05,0.0006203994271345437,0.9993302822113037,8.653699268279524e-08,0.9993302822113037,1,121.50509913852635,121.50509913852635,3.4949008614736528,12.21433203152928
C4,calibration,84,1,1,250.0,0,1,52.147796619809185,0.0004601459950208664,0.9969494938850403,0.0025903538335114717,4.063948466637157e-08,0.9969494938850403,1,207.7285893926633,207.7285893926633,42.27141060733669,1786.872154734057
C4,calibration,85,2,2,62.5,1,2,53.47363907534766,7.23451521480456e-05,0.0002305227826582268,0.9996970891952515,6.858465440018335e-08,0.9996970891952515,1,64.5489592165438,64.5489592165438,2.048959216543807,4.198233871059811
C4,calibration,86,2,2,75.0,0,2,115.2986401719841,1.527515814814251e-05,0.00015408455510623753,0.9998306035995483,5.377104272952238e-08,0.9998306035995483,1,75.68724684409116,75.68724684409116,0.6872468440911632,0.4723082247132636
C4,calibration,87,0,0,112.5,1,0,125.0,0.9995717406272888,0.0003130575641989708,0.00011260510655120015,2.6182219698966946e-06,0.9995717406272888,1,110.6686659952705,110.6686659952705,1.8313340047294986,3.353784236878583
C4,calibration,88,2,2,100.0,0,2,125.0,1.4585491044272203e-05,0.00010989591828547418,0.999875545501709,5.211653686387763e-08,0.999875545501709,1,100.82093091516033,100.82093091516033,0.8209309151603321,0.6739275674659804
C4,calibration,89,3,3,75.0,1,3,167.4892494184007,3.7339514165068977e-06,9.838204562129249e-08,4.870559564551513e-07,0.9999957084655762,0.9999957084655762,1,76.17402872681468,76.17402872681468,1.174028726814683,1.3783434513861055
C4,calibration,90,3,3,25.0,0,3,66.01365782081768,3.422450163270696e-06,9.691999736105572e-08,5.002761440664472e-07,0.9999959468841553,0.9999959468841553,1,25.0,25.0,0.0,0.0
C4,calibration,91,1,1,200.0,1,1,89.76760880116936,0.0003397087857592851,0.999434769153595,0.00022549493587575853,2.20238760562097e-08,0.999434769153595,1,203.9257443234112,203.9257443234112,3.925744323411209,15.41146849279533
C4,calibration,92,2,2,112.5,1,2,81.40678243561615,5.0266193284187466e-05,0.0006263211253099144,0.9993233680725098,8.39920915041148e-08,0.9993233680725098,1,112.89237815452532,112.89237815452532,0.39237815452531777,0.15396061614869413
C4,calibration,93,3,3,100.0,0,3,250.0,3.534098823365639e-06,9.654361576849624e-08,4.795017503056442e-07,0.9999959468841553,0.9999959468841553,1,98.86059967177815,98.86059967177815,1.1394003282218534,1.2982331079520673
C4,calibration,94,3,3,150.0,0,3,250.0,3.6444503166421782e-06,9.872679385125593e-08,4.909944095743413e-07,0.9999957084655762,0.9999957084655762,1,148.15215877724526,148.15215877724526,1.847841222754738,3.4145171845117255
C4,calibration,95,0,0,25.0,0,0,125.0,0.9996213912963867,0.0003073933476116508,6.787452002754435e-05,3.185517925885506e-06,0.9996213912963867,1,29.754982887734847,29.754982887734847,4.7549828877348475,22.60986226265123
C4,calibration,96,0,0,50.0,0,0,125.0,0.9996331930160522,0.00029434135649353266,6.926310015842319e-05,3.1994754863262642e-06,0.9996331930160522,1,61.95623336211212,61.95623336211212,11.956233362112123,142.95151620928294
C4,calibration,97,2,2,62.5,1,2,48.94942587504487,5.824873369419947e-05,0.000784834090154618,0.9991568326950073,7.984532857108206e-08,0.9991568326950073,1,65.83584967127885,65.83584967127885,3.335849671278851,11.127893029371217
C4,calibration,98,2,2,37.5,0,2,90.63673246801721,3.092636325163767e-05,0.0006650228751823306,0.9993040561676025,5.7462326452650814e-08,0.9993040561676025,1,39.581642378997785,39.581642378997785,2.0816423789977847,4.3332349940395565
C4,calibration,99,3,3,50.0,0,3,117.6272406057908,3.655143473224598e-06,9.98618006065044e-08,4.7472005348936364e-07,0.9999958276748657,0.9999958276748657,1,50.106436089707415,50.106436089707415,0.10643608970741525,0.011328641192204947
C4,calibration,100,2,2,100.0,1,2,80.21719051943869,4.898046609014273e-05,0.0007188054150901735,0.9992320537567139,8.845078980357357e-08,0.9992320537567139,1,104.49916929692705,104.49916929692705,4.49916929692705,20.242524362411046
C4,calibration,101,1,1,225.0,0,1,30.993650280272675,0.00031034694984555244,0.9993242025375366,0.0003654974570963532,2.3700975404494784e-08,0.9993242025375366,1,206.67110437540157,206.67110437540157,18.32889562459843,335.9484148174235
C4,calibration,102,1,1,100.0,1,1,36.809248509720135,0.00023532187333330512,0.9995383024215698,0.00022637590882368386,1.9889982993959165e-08,0.9995383024215698,1,120.62369286548079,120.62369286548079,20.62369286548079,425.3367074096833
C4,calibration,103,3,3,200.0,1,3,250.0,3.7373713439592393e-06,9.753212282248569e-08,5.009860046811809e-07,0.9999957084655762,0.9999957084655762,1,200.76762284916853,200.76762284916853,0.7676228491685322,0.5892448385656152
C4,calibration,104,0,0,62.5,0,0,125.0,0.9996395111083984,0.00028837882564403117,6.886426854180172e-05,3.1933075206325157e-06,0.9996395111083984,1,62.71963564646896,62.71963564646896,0.2196356464689586,0.04823981719983737
C4,calibration,105,0,0,62.5,1,0,118.70603253623574,0.9996312856674194,0.00027954080724157393,8.586325566284359e-05,3.1766937809152296e-06,0.9996312856674194,1,70.6138297612733,70.6138297612733,8.113829761273294,65.83423339492424
C4,calibration,106,1,1,225.0,0,1,50.295280718261864,0.000426831713411957,0.9991818070411682,0.00039138837018981576,2.4526581654527035e-08,0.9991818070411682,1,214.12477007732525,214.12477007732525,10.875229922674748,118.27062587104021
C4,calibration,107,0,0,125.0,0,0,12.5,0.9995720982551575,0.00035215262323617935,7.208557508420199e-05,3.6448177525016945e-06,0.9995720982551575,1,125.0,125.0,0.0,0.0
C4,calibration,108,3,3,25.0,0,3,66.5278535130858,3.4196541491837706e-06,9.744066176153865e-08,4.963839614902099e-07,0.9999959468841553,0.9999959468841553,1,25.0,25.0,0.0,0.0
C4,calibration,109,3,3,250.0,0,3,250.0,3.6224232644599397e-06,9.998492345175691e-08,4.891954858976533e-07,0.9999958276748657,0.9999958276748657,1,249.10701909521373,249.10701909521373,0.8929809047862705,0.7974148963129062
C4,calibration,110,0,0,62.5,1,0,125.0,0.9996243715286255,0.000289150484604761,8.272560080513358e-05,3.8708953979949e-06,0.9996243715286255,1,63.345581758358186,63.345581758358186,0.8455817583581862,0.7150085100681219
C4,calibration,111,0,0,25.0,0,0,125.0,0.9996238946914673,0.0003049932129215449,6.791314808651805e-05,3.200770152034238e-06,0.9996238946914673,1,23.401240628918018,23.401240628918018,1.5987593710819823,2.5560315266224554
C4,calibration,112,2,2,75.0,0,2,114.37162175945733,9.766540460987017e-05,0.0004628474416676909,0.9994392991065979,8.497841008647811e-08,0.9994392991065979,1,73.74789335168936,73.74789335168936,1.2521066483106438,1.5677710587437141
C4,calibration,113,0,0,75.0,1,0,122.12588259369247,0.9996291399002075,0.0002827207208611071,8.484040154144168e-05,3.1648969525122084e-06,0.9996291399002075,1,76.65983214851869,76.65983214851869,1.6598321485186887,2.755042761256166
C4,calibration,114,2,2,50.0,0,2,85.7886899242584,4.9871687224367633e-05,0.0004417510353960097,0.999508261680603,6.528460261279179e-08,0.999508261680603,1,52.97173550967548,52.97173550967548,2.971735509675483,8.831211939466202
C4,calibration,115,1,1,100.0,0,1,25.0,0.0003142987552564591,0.9992886781692505,0.0003970691468566656,2.2261284371438705e-08,0.9992886781692505,1,113.15781775735486,113.15781775735486,13.157817757354863,173.12816813576296
C4,calibration,116,0,0,112.5,0,0,125.0,0.9996241331100464,0.00029757601441815495,7.530030416091904e-05,2.96807365884888e-06,0.9996241331100464,1,112.51744475504307,112.51744475504307,0.017444755043072746,0.000304319478512812
C4,calibration,117,3,3,125.0,0,3,214.94391806956708,3.6868366350972792e-06,9.720563554083128e-08,4.982767336514371e-07,0.9999957084655762,0.9999957084655762,1,126.65399329947857,126.65399329947857,1.6539932994785715,2.7356938347200117
C4,calibration,118,3,3,50.0,0,3,118.29861587885989,3.7079510093462886e-06,9.930261057888856e-08,4.816516252503789e-07,0.9999957084655762,0.9999957084655762,1,48.85768568172009,48.85768568172009,1.142314318279908,1.304882001747291
C4,calibration,119,3,3,225.0,1,3,250.0,3.701358309626812e-06,9.872453432535622e-08,4.935262154504017e-07,0.9999957084655762,0.9999957084655762,1,224.59758560934952,224.59758560934952,0.40241439065047757,0.16193734180259517
C4,calibration,120,1,1,150.0,1,1,27.79256630164518,0.0002950351918116212,0.9995157718658447,0.00018923640891443938,2.0117653320994577e-08,0.9995157718658447,1,144.31121764450225,144.31121764450225,5.68878235549775,32.36224468822253
C4,calibration,121,2,2,75.0,1,2,56.60994814386316,6.155100709293038e-05,0.0010886401869356632,0.998849630355835,8.645677951335529e-08,0.998849630355835,1,79.94252071232695,79.94252071232695,4.942520712326953,24.428510991780932
C4,calibration,122,2,2,12.5,1,2,12.5,8.968280599219725e-05,0.001972187776118517,0.9979379773139954,7.844359117825661e-08,0.9979379773139954,1,12.5,12.5,0.0,0.0
C4,calibration,123,2,2,112.5,1,2,80.83403865459896,4.90819220431149e-05,0.000584617315325886,0.9993662238121033,8.203381440807789e-08,0.9993662238121033,1,109.0594035485634,109.0594035485634,3.4405964514366048,11.837703941638157
